sku_id;seller_id;category_main;category_sub;brand_id;price_segment;sku_launch_dt;base_price_rub;current_discount_share;rating_avg;reviews_cnt;is_active_catalog_flag;package_type;color_group;photo_cnt;description_len;has_video_flag;warehouse_package_weight_g
5000213;100010;Аксессуары;сумки;аксессуары_brand_068;high;2026-04-08;8390;0.278;04.05;12;1;box;multicolor;6;918;1;78
5000214;100010;Аксессуары;сумки;аксессуары_brand_069;low;2026-04-25;1450;0.316;3.93;0;1;box;red;5;460;0;1692
5000215;100010;Аксессуары;очки;аксессуары_brand_092;low;2025-12-26;1390;0.203;3.73;25;1;box;unknown;3;464;0;110
5000216;100010;Аксессуары;сумки;аксессуары_brand_022;mid;2026-03-09;3650;0.06;4.11;3;1;bag;unknown;3;528;0;453
5000217;100010;Аксессуары;ремни;аксессуары_brand_068;high;2025-12-30;6810;0.309;3.51;2;1;tube;unknown;8;1241;0;499
5000218;100011;Одежда;брюки;одежда_brand_032;low;2025-04-08;1030;0.23;4.11;11;1;unknown;beige;4;462;1;1033
5000219;100011;Одежда;футболки;одежда_brand_023;low;2026-02-14;1350;0.323;4.49;10;1;box;unknown;4;705;0;252
5000220;100011;Одежда;брюки;одежда_brand_058;low;2025-05-10;1050;0.223;3.99;29;1;bag;blue;7;841;1;125
5000221;100011;Одежда;белье;одежда_brand_059;mid;2025-05-03;2610;0.037;4.36;106;1;unknown;white;4;968;1;245
5000222;100011;Одежда;брюки;одежда_brand_014;high;2025-07-08;5950;0.277;3.39;26;1;box;black;3;458;0;586
5000223;100011;Одежда;верхняя одежда;одежда_brand_094;mid;2025-06-01;1610;0.322;3.95;20;1;blister;multicolor;3;536;0;483
5000224;100011;Одежда;брюки;одежда_brand_112;low;2025-05-12;980;0.286;3.89;15;1;tube;multicolor;9;649;0;240
5000225;100011;Одежда;верхняя одежда;одежда_brand_090;high;2025-05-30;4510;0.556;3.76;35;1;bag;unknown;6;469;0;661
5000226;100011;Одежда;белье;одежда_brand_039;low;2025-04-01;850;0.318;4.36;23;1;box;blue;8;843;1;568
5000227;100011;Одежда;белье;одежда_brand_068;high;2025-08-31;5550;0.029;4.68;130;1;bag;beige;6;469;0;289
5000228;100011;Одежда;белье;одежда_brand_093;high;2025-07-07;4960;0.267;4.51;10;1;blister;unknown;3;932;0;322
5000229;100011;Одежда;верхняя одежда;одежда_brand_072;low;2025-05-15;930;0.422;3.68;26;1;tube;green;3;329;1;171
5000230;100011;Одежда;джинсы;одежда_brand_102;low;2025-08-17;730;0.556;3.78;27;1;box;white;9;512;0;218
5000231;100011;Одежда;джинсы;одежда_brand_039;low;2025-07-29;710;0.095;3.68;6;1;tube;beige;7;558;1;393
5000232;100011;Одежда;футболки;одежда_brand_068;low;2025-04-05;1310;0.328;3.94;15;1;box;red;5;1056;0;323
5000233;100011;Одежда;белье;одежда_brand_086;low;2026-04-14;970;0.45;04.02;1;0;blister;multicolor;5;617;0;476
5000234;100012;Одежда;белье;одежда_brand_088;low;2025-09-29;1380;0.105;3.64;55;1;tube;beige;4;1091;0;800
5000235;100012;Одежда;белье;одежда_brand_001;mid;2025-10-29;2130;0.206;4.11;56;1;bag;blue;5;905;0;376
5000236;100012;Одежда;верхняя одежда;одежда_brand_057;mid;2025-12-25;2500;0.132;3.77;2;1;blister;blue;6;915;0;323
5000237;100012;Одежда;верхняя одежда;одежда_brand_008;high;2025-12-29;5640;0.114;4.26;19;1;box;white;6;556;0;487
5000238;100012;Одежда;платья;одежда_brand_076;mid;2025-11-20;3530;0.142;3.78;55;1;tube;beige;4;692;0;643
5000239;100012;Одежда;белье;одежда_brand_011;mid;2025-12-28;3020;0.183;3.81;26;1;box;white;6;919;0;886
5000240;100012;Одежда;брюки;одежда_brand_042;low;2026-03-28;1160;0.138;3.91;16;1;box;green;8;558;0;280
5000241;100012;Одежда;белье;одежда_brand_118;low;2026-03-11;680;0.196;04.05;4;1;box;white;8;413;0;1156
5000242;100012;Одежда;брюки;одежда_brand_025;mid;2025-11-19;1690;0.142;3.96;21;1;unknown;multicolor;4;539;0;473
5000243;100012;Одежда;платья;одежда_brand_020;low;2025-09-13;720;0.117;3.59;4;1;box;white;8;841;0;1305
5000244;100012;Одежда;белье;одежда_brand_105;high;2025-11-05;4300;0.146;4.16;189;1;tube;multicolor;5;1199;1;1179
5000245;100012;Одежда;платья;одежда_brand_085;low;2025-10-28;1160;0.314;3.67;13;1;unknown;beige;5;439;1;49
5000246;100012;Одежда;футболки;одежда_brand_081;high;2025-11-08;6290;0.187;4.24;92;1;bag;blue;7;445;0;1708
5000247;100012;Одежда;верхняя одежда;одежда_brand_107;mid;2025-10-30;2240;0.339;3.41;16;1;bag;red;6;850;0;1078
5000248;100012;Одежда;белье;одежда_brand_109;mid;2025-11-22;1890;0.087;04.04;2;1;bag;unknown;8;707;1;314
5000249;100012;Одежда;платья;одежда_brand_081;mid;2025-10-25;3150;0.279;04.07;10;1;box;red;8;433;0;79
5000250;100012;Одежда;брюки;одежда_brand_112;low;2025-10-30;790;0.194;4.24;2;1;box;beige;10;772;0;434
5000251;100012;Одежда;платья;одежда_brand_016;mid;2025-12-19;3270;0.316;4.12;16;1;unknown;white;4;763;0;208
5000252;100012;Одежда;брюки;одежда_brand_029;low;2025-12-14;1440;0.16;3.84;26;1;box;green;10;726;0;3103
5000253;100012;Одежда;платья;одежда_brand_101;low;2025-09-27;810;0.18;4.43;78;1;box;unknown;7;252;1;606
5000254;100012;Одежда;футболки;одежда_brand_043;high;2025-11-19;4270;0.175;3.9;8;0;unknown;beige;6;1038;1;243
5000255;100012;Одежда;джинсы;одежда_brand_088;mid;2025-10-15;3450;0.093;04.07;32;1;blister;white;5;700;0;653
5000256;100012;Одежда;джинсы;одежда_brand_098;low;2026-03-30;1250;0.154;3.76;4;1;box;green;5;675;1;317
5000257;100012;Одежда;джинсы;одежда_brand_025;mid;2025-09-21;1630;0.297;3.74;223;1;box;white;6;801;0;1374
5000258;100012;Одежда;белье;одежда_brand_078;mid;2025-12-09;2910;0.063;4.13;22;1;box;black;7;567;0;2112
5000259;100012;Одежда;футболки;одежда_brand_062;mid;2025-12-19;1580;0.179;04.08;41;1;bag;green;8;800;0;374
5000260;100012;Одежда;платья;одежда_brand_004;low;2025-09-14;990;0.099;3.85;74;1;box;beige;2;657;0;133
5000261;100012;Одежда;футболки;одежда_brand_086;high;2025-11-20;6320;0.17;4.12;78;1;bag;beige;5;614;1;1011
5000262;100012;Одежда;брюки;одежда_brand_057;mid;2025-12-07;3530;0.096;3.58;8;1;blister;black;2;562;1;431
5000263;100012;Одежда;белье;одежда_brand_030;mid;2025-12-19;2110;0.579;4.16;15;1;box;green;6;530;0;239
5000264;100012;Одежда;джинсы;одежда_brand_029;mid;2025-12-01;3720;0.139;4.26;23;1;tube;beige;3;366;0;730
5000265;100012;Одежда;верхняя одежда;одежда_brand_087;low;2025-09-06;670;0.358;4.59;19;1;bag;multicolor;4;608;0;477
5000266;100012;Одежда;брюки;одежда_brand_074;high;2025-10-30;5640;0.196;04.02;123;1;box;green;7;611;0;41
5000267;100012;Одежда;брюки;одежда_brand_035;mid;2026-03-06;3490;0.185;3.88;4;1;bag;black;4;714;0;127
5000268;100012;Одежда;джинсы;одежда_brand_046;mid;2026-01-17;3810;0.133;3.95;37;1;box;black;6;425;0;6039
5000269;100012;Одежда;футболки;одежда_brand_053;mid;2025-09-07;2860;0.206;3.92;13;1;box;multicolor;3;188;0;622
5000270;100012;Одежда;платья;одежда_brand_011;mid;2026-02-20;1810;0.145;4.32;6;1;blister;unknown;5;67;0;154
5000271;100012;Одежда;платья;одежда_brand_001;high;2025-10-26;5200;0.232;3.97;29;1;bag;black;7;936;0;1434
5000272;100012;Одежда;платья;одежда_brand_077;mid;2025-09-09;2520;0.073;4.52;42;1;unknown;red;10;382;0;138
5000273;100012;Одежда;платья;одежда_brand_105;low;2025-11-03;660;0.354;3.46;7;1;bag;red;7;598;0;315
5000274;100012;Одежда;белье;одежда_brand_010;mid;2025-12-19;3210;0.272;4.31;11;1;tube;beige;5;673;0;405
5000275;100012;Одежда;джинсы;одежда_brand_012;low;2025-10-15;770;0.329;3.32;12;1;bag;white;8;1192;1;232
5000276;100012;Одежда;платья;одежда_brand_097;mid;2025-11-18;3810;0.432;3.88;30;1;unknown;green;4;679;1;382
5000277;100012;Одежда;верхняя одежда;одежда_brand_075;low;2025-09-18;1310;0.327;3.69;211;1;box;multicolor;4;557;0;198
5000278;100012;Одежда;джинсы;одежда_brand_055;low;2026-04-19;1480;0.235;3.69;3;1;bag;blue;1;990;1;240
5000279;100012;Одежда;белье;одежда_brand_087;mid;2025-09-16;1540;0.365;04.04;25;1;bag;beige;6;503;0;562
5000280;100012;Одежда;верхняя одежда;одежда_brand_074;mid;2026-02-17;1630;0.202;3.55;6;1;box;white;6;1197;0;468
5000281;100013;Красота;уход за лицом;красота_brand_060;mid;2024-10-06;1570;0.303;4.69;32;1;unknown;green;5;302;0;577
5000282;100013;Красота;макияж;красота_brand_007;mid;2024-08-15;3300;0.287;4.14;69;1;blister;beige;5;661;0;708
5000283;100013;Красота;уход за лицом;красота_brand_117;low;2024-05-15;740;0.319;4.1;27;1;bag;white;4;806;0;119
5000284;100013;Красота;волосы;красота_brand_073;low;2024-03-31;1460;0.361;4.33;8;1;bag;multicolor;3;418;0;223
5000285;100013;Красота;уход за лицом;красота_brand_010;mid;2024-05-16;3610;0.142;4.43;86;1;box;green;6;392;0;322
5000286;100013;Красота;уход за лицом;красота_brand_067;mid;2024-01-03;2180;0.401;4.43;47;1;box;red;7;671;0;473
5000287;100013;Красота;парфюм;красота_brand_038;mid;2024-03-21;2310;0.049;4.1;11;1;unknown;blue;9;608;0;440
5000288;100013;Красота;уход за телом;красота_brand_028;high;2024-06-16;4200;0.349;4.56;54;1;unknown;beige;4;356;0;311
5000289;100013;Красота;уход за телом;красота_brand_045;mid;2024-01-06;2350;0.597;3.97;6;0;bag;beige;5;745;1;958
5000290;100013;Красота;парфюм;красота_brand_082;low;2024-10-25;1100;0.471;4.54;30;1;bag;red;6;202;0;1682
5000291;100013;Красота;уход за телом;красота_brand_045;ultra_low;2024-12-18;300;0.236;4.37;68;1;unknown;white;4;955;0;126
5000292;100013;Красота;волосы;красота_brand_006;ultra_low;2024-10-30;260;0.158;4.41;159;1;bag;blue;5;213;0;1104
5000293;100013;Красота;макияж;красота_brand_067;mid;2024-08-01;2690;0.349;4.73;30;1;box;black;11;1055;0;485
5000294;100013;Красота;волосы;красота_brand_016;ultra_low;2024-02-09;360;0.153;4.55;18;1;unknown;unknown;6;718;0;210
5000295;100013;Красота;макияж;красота_brand_119;high;2024-01-24;4090;0.31;4.2;19;1;bag;white;5;311;0;1213
5000296;100013;Красота;уход за телом;красота_brand_017;low;2025-02-17;610;0.357;4.42;85;1;unknown;blue;5;845;0;275
5000297;100013;Красота;волосы;красота_brand_029;low;2024-04-28;1030;0.087;4.2;3;1;tube;red;10;896;1;451
5000298;100013;Красота;волосы;красота_brand_028;low;2024-01-10;1290;0.26;4.71;67;1;tube;green;5;745;0;293
5000299;100013;Красота;уход за лицом;красота_brand_087;ultra_low;2024-12-30;270;0.106;4.66;61;1;blister;white;4;540;0;530
5000300;100013;Красота;уход за лицом;красота_brand_015;ultra_low;2024-10-29;400;0.189;4.3;44;1;box;red;4;387;0;845
5000301;100013;Красота;парфюм;красота_brand_045;ultra_low;2024-04-09;420;0.074;4.41;211;1;tube;unknown;3;624;1;582
5000302;100013;Красота;парфюм;красота_brand_038;high;2024-03-14;4160;0.302;4.14;49;1;unknown;white;9;556;0;582
5000303;100013;Красота;волосы;красота_brand_032;mid;2024-03-01;3190;0.479;4.16;9;1;box;multicolor;6;914;0;713
5000304;100013;Красота;уход за телом;красота_brand_062;low;2024-01-03;910;0.345;5.0;15;1;tube;beige;9;893;0;5125
5000305;100013;Красота;уход за телом;красота_brand_007;low;2024-11-08;840;0.282;4.4;69;1;box;red;7;1216;1;1470
5000306;100013;Красота;макияж;красота_brand_031;mid;2024-03-16;1800;0.12;5.0;50;1;unknown;unknown;5;547;0;234
5000307;100013;Красота;макияж;красота_brand_102;low;2024-07-31;650;0.341;4.52;41;1;bag;multicolor;6;356;0;1691
5000308;100013;Красота;макияж;красота_brand_028;ultra_low;2024-02-03;500;0.266;4.73;16;0;box;black;7;675;0;302
5000309;100013;Красота;уход за лицом;красота_brand_012;ultra_low;2024-09-15;420;0.088;4.19;262;1;box;blue;5;958;0;855
5000310;100013;Красота;макияж;красота_brand_025;ultra_low;2024-02-21;430;0.575;4.64;19;1;blister;multicolor;5;527;0;336
5000311;100013;Красота;парфюм;красота_brand_092;mid;2024-04-23;3370;0.177;4.39;7;1;unknown;beige;5;870;1;1409
5000312;100013;Красота;волосы;красота_brand_029;low;2024-03-25;740;0.102;4.74;46;1;box;white;6;635;1;1148
5000313;100013;Красота;уход за телом;красота_brand_068;ultra_low;2024-09-21;320;0.173;4.87;18;1;box;black;10;771;0;351
5000314;100013;Красота;парфюм;красота_brand_043;mid;2024-01-15;1890;0.317;4.61;41;1;bag;green;4;251;0;132
5000315;100013;Красота;уход за лицом;красота_brand_025;high;2024-01-06;4400;0.364;4.36;28;1;bag;multicolor;7;573;0;168
5000316;100013;Красота;уход за телом;красота_brand_082;low;2024-01-22;1370;0.18;4.25;39;1;blister;unknown;5;1145;0;2261
5000317;100013;Красота;макияж;красота_brand_101;mid;2024-12-29;2690;0.165;4.39;18;1;bag;black;8;1103;0;249
5000318;100013;Красота;волосы;красота_brand_107;mid;2024-09-18;1890;0.217;4.81;21;1;bag;beige;5;713;0;169
5000319;100013;Красота;парфюм;красота_brand_078;ultra_low;2024-07-11;350;0.506;4.33;62;1;box;blue;4;956;0;423
5000320;100013;Красота;макияж;красота_brand_006;low;2024-07-23;590;0.18;4.77;60;1;tube;multicolor;5;903;0;143
5000321;100013;Красота;парфюм;красота_brand_110;low;2024-03-08;1220;0.255;4.45;4;0;blister;red;6;632;0;497
5000322;100013;Красота;волосы;красота_brand_016;ultra_low;2024-04-11;280;0.405;4.4;12;1;bag;white;5;700;1;1039
5000323;100013;Красота;парфюм;красота_brand_014;low;2024-10-07;1110;0.32;4.27;56;1;box;black;7;755;1;132
5000324;100013;Красота;парфюм;красота_brand_084;low;2024-01-10;1460;0.238;4.44;56;1;bag;green;5;689;0;227
5000325;100013;Красота;парфюм;красота_brand_088;mid;2024-05-30;2910;0.272;3.91;29;1;box;unknown;6;621;0;427
5000326;100013;Красота;парфюм;красота_brand_005;ultra_low;2024-06-15;390;0.219;3.87;32;1;box;red;10;623;0;459
5000327;100013;Красота;парфюм;красота_brand_020;mid;2024-04-18;2360;0.556;4.34;72;1;bag;green;4;829;0;294
5000328;100013;Красота;парфюм;красота_brand_010;low;2024-01-10;740;0.407;4.31;63;1;bag;blue;6;918;0;2175
5000329;100013;Красота;уход за лицом;красота_brand_110;mid;2025-02-04;3780;0.267;3.76;24;1;unknown;blue;6;665;0;1119
5000330;100013;Красота;уход за лицом;красота_brand_042;ultra_low;2024-02-26;320;0.034;4.27;34;1;bag;green;4;1109;1;370
5000331;100013;Красота;волосы;красота_brand_051;low;2024-01-26;770;0.337;04.03;7;1;blister;red;5;327;1;659
5000332;100013;Красота;парфюм;красота_brand_047;low;2024-10-15;1000;0.115;4.5;20;1;unknown;red;7;598;0;577
5000333;100013;Красота;парфюм;красота_brand_119;ultra_low;2024-07-15;250;0.092;4.32;21;1;box;multicolor;7;1107;1;122
5000334;100013;Красота;уход за лицом;красота_brand_066;ultra_low;2024-04-07;330;0.284;4.77;31;1;unknown;black;8;855;0;1759
5000335;100013;Красота;уход за лицом;красота_brand_093;low;2024-03-02;800;0.328;4.98;23;1;bag;red;4;311;0;421
5000336;100013;Красота;уход за лицом;красота_brand_039;low;2024-01-05;570;0.013;04.07;18;1;tube;white;8;534;0;526
5000337;100013;Красота;макияж;красота_brand_021;mid;2024-01-05;2420;0.382;4.35;61;1;bag;multicolor;1;375;0;159
5000338;100013;Красота;парфюм;красота_brand_080;ultra_low;2024-02-02;310;0.021;4.19;11;1;box;green;4;251;0;151
5000339;100013;Красота;парфюм;красота_brand_046;low;2024-04-22;1000;0.203;4.42;131;1;box;white;6;560;0;290
5000340;100013;Красота;парфюм;красота_brand_023;mid;2024-01-17;2130;0.197;4.87;73;1;box;blue;5;711;0;149
5000341;100013;Красота;уход за телом;красота_brand_042;low;2024-02-29;1080;0.542;5.0;31;1;blister;unknown;2;288;0;1081
5000342;100013;Красота;уход за телом;красота_brand_076;mid;2024-01-07;3350;0.113;3.78;21;1;bag;black;4;366;0;156
5000343;100013;Красота;уход за телом;красота_brand_097;low;2024-02-13;600;0.564;4.44;93;1;unknown;blue;8;780;0;315
5000344;100013;Красота;уход за лицом;красота_brand_107;ultra_low;2024-12-31;330;0.357;4.76;17;1;box;beige;5;467;0;305
5000345;100013;Красота;парфюм;красота_brand_097;low;2024-03-04;1400;0.393;4.51;86;1;bag;black;6;799;1;263
5000346;100013;Красота;волосы;красота_brand_070;low;2024-07-17;660;0.129;4.55;108;1;tube;blue;7;772;0;453
5000347;100013;Красота;уход за телом;красота_brand_094;mid;2024-03-31;3340;0.108;4.68;27;1;bag;red;5;273;0;165
5000348;100014;Красота;уход за лицом;красота_brand_086;ultra_low;2025-08-12;270;0.336;4.15;11;1;bag;blue;2;368;0;490
5000349;100014;Красота;уход за лицом;красота_brand_028;mid;2024-10-29;1540;0.155;3.87;41;1;blister;blue;8;1121;0;177
5000350;100014;Красота;макияж;красота_brand_052;ultra_low;2024-11-13;260;0.127;4.35;13;1;bag;unknown;8;930;0;360
5000351;100014;Красота;парфюм;красота_brand_082;mid;2025-03-12;2980;0.113;3.75;18;1;bag;unknown;8;295;0;493
5000352;100014;Красота;парфюм;красота_brand_051;mid;2024-11-19;1830;0.231;4.78;37;1;unknown;black;5;472;0;311
5000353;100014;Красота;уход за лицом;красота_brand_114;low;2024-11-06;850;0.072;4.1;9;1;bag;red;8;619;1;398
5000354;100014;Красота;уход за телом;красота_brand_064;high;2024-11-08;4220;0.345;4.38;41;1;box;blue;7;685;0;378
5000355;100014;Красота;парфюм;красота_brand_098;mid;2025-08-24;3640;0.42;4.22;34;0;bag;multicolor;4;337;1;312
5000356;100014;Красота;уход за телом;красота_brand_118;low;2025-02-13;1010;0.237;4.88;31;1;bag;green;4;750;1;295
5000357;100014;Красота;волосы;красота_brand_047;high;2025-01-29;4430;0.35;4.41;106;1;unknown;beige;9;916;0;426
5000358;100014;Красота;уход за лицом;красота_brand_074;ultra_low;2025-01-01;380;0.393;3.93;68;1;box;red;7;335;0;305
5000359;100014;Красота;уход за лицом;красота_brand_005;low;2025-02-19;800;0.508;4.32;136;1;bag;multicolor;4;1118;0;1361
5000360;100014;Красота;уход за лицом;красота_brand_056;mid;2025-05-14;2670;0.041;4.13;87;1;blister;multicolor;6;476;0;154
5000361;100014;Красота;уход за телом;красота_brand_054;low;2025-07-30;1250;0.01;4.26;24;1;bag;beige;3;443;0;1408
5000362;100014;Красота;парфюм;красота_brand_095;ultra_low;2024-11-29;340;0.196;4.53;10;1;unknown;unknown;10;982;0;2707
5000363;100014;Красота;парфюм;красота_brand_055;mid;2024-12-12;1770;0.46;4.61;49;1;bag;unknown;5;471;1;398
5000364;100014;Красота;парфюм;красота_brand_115;mid;2025-03-25;1880;0.411;4.27;52;1;tube;beige;6;1215;0;764
5000365;100014;Красота;волосы;красота_brand_113;mid;2024-10-20;1960;0.134;4.76;33;1;box;unknown;7;602;1;262
5000366;100014;Красота;уход за телом;красота_brand_008;ultra_low;2025-07-27;330;0.399;4.23;72;1;bag;red;8;543;0;326
5000367;100014;Красота;макияж;красота_brand_050;low;2025-06-24;580;0.245;4.2;25;1;bag;unknown;4;596;1;603
5000368;100014;Красота;макияж;красота_brand_045;mid;2025-02-28;3110;0.151;4.35;25;1;tube;red;4;831;0;176
5000369;100014;Красота;парфюм;красота_brand_009;ultra_low;2025-06-04;470;0.656;4.62;72;1;box;green;7;973;0;1294
5000370;100014;Красота;уход за телом;красота_brand_082;low;2025-04-27;880;0.34;3.89;14;1;bag;green;11;645;0;1263
5000371;100014;Красота;парфюм;красота_brand_011;low;2025-03-16;540;0.289;4.72;22;1;tube;unknown;4;776;0;264
5000372;100014;Красота;уход за лицом;красота_brand_099;high;2024-12-19;4460;0.263;4.69;144;1;box;red;8;903;0;681
5000373;100014;Красота;волосы;красота_brand_022;low;2025-10-18;1310;0.538;4.7;20;1;bag;beige;6;394;1;216
5000374;100014;Красота;уход за телом;красота_brand_020;mid;2024-10-18;3950;0.097;3.98;107;1;blister;multicolor;8;557;0;215
5000375;100014;Красота;макияж;красота_brand_018;mid;2025-06-27;1510;0.172;4.85;38;1;tube;white;8;897;0;750
5000376;100014;Красота;парфюм;красота_brand_119;mid;2025-10-12;1660;0.224;4.14;81;1;unknown;red;3;678;0;829
5000377;100014;Красота;волосы;красота_brand_092;ultra_low;2025-09-14;280;0.036;3.82;17;1;unknown;green;5;191;0;607
5000378;100014;Красота;уход за лицом;красота_brand_006;low;2025-01-24;1150;0.15;3.84;8;1;box;black;6;351;0;203
5000379;100014;Красота;уход за лицом;красота_brand_093;ultra_low;2025-10-16;330;0.099;4.27;42;1;tube;green;9;1086;0;275
5000380;100014;Красота;уход за лицом;красота_brand_041;mid;2025-01-17;1700;0.235;3.94;26;1;box;white;7;772;0;543
5000381;100014;Красота;волосы;красота_brand_043;mid;2024-11-27;3080;0.318;3.81;37;1;tube;multicolor;5;741;1;455
5000382;100014;Красота;уход за телом;красота_brand_116;ultra_low;2024-12-30;300;0.257;4.44;48;1;box;black;5;249;0;592
5000383;100014;Красота;парфюм;красота_brand_091;mid;2025-01-18;2170;0.189;5.0;162;1;box;green;9;469;1;41
5000384;100014;Красота;уход за лицом;красота_brand_008;mid;2025-12-03;3430;0.262;4.71;12;1;bag;green;6;825;1;345
5000385;100014;Красота;парфюм;красота_brand_111;high;2025-02-18;4270;0.285;4.44;56;1;bag;black;9;511;0;348
5000386;100014;Красота;парфюм;красота_brand_090;ultra_low;2025-01-16;330;0.115;3.9;24;1;box;black;5;305;1;264
5000387;100014;Красота;парфюм;красота_brand_043;low;2025-02-03;560;0.082;3.88;88;1;bag;multicolor;5;422;0;5545
5000388;100014;Красота;волосы;красота_brand_067;ultra_low;2025-01-09;350;0.351;4.29;15;1;box;black;6;1056;0;245
5000389;100014;Красота;волосы;красота_brand_101;low;2025-01-24;830;0.411;4.28;10;1;bag;green;4;519;0;294
5000390;100014;Красота;макияж;красота_brand_095;mid;2024-11-14;3200;0.09;4.54;36;1;bag;unknown;7;434;1;1209
5000391;100014;Красота;волосы;красота_brand_094;ultra_low;2025-12-13;380;0.103;4.4;20;1;blister;red;4;772;0;725
5000392;100014;Красота;макияж;красота_brand_024;ultra_low;2024-12-27;330;0.297;4.5;65;1;bag;multicolor;5;788;1;365
5000393;100014;Красота;уход за телом;красота_brand_083;mid;2025-04-24;3890;0.386;3.79;38;1;bag;beige;8;287;0;1214
5000394;100014;Красота;уход за телом;красота_brand_077;low;2025-02-08;1120;0.203;3.36;18;1;box;black;4;143;0;878
5000395;100014;Красота;уход за лицом;красота_brand_079;mid;2025-01-11;3490;0.318;4.14;14;1;box;multicolor;7;863;0;173
5000396;100014;Красота;волосы;красота_brand_115;mid;2025-08-24;2660;0.248;4.63;27;1;blister;unknown;8;584;0;1020
5000397;100014;Красота;волосы;красота_brand_110;low;2025-01-24;770;0.154;4.48;59;1;bag;white;8;484;0;188
5000398;100014;Красота;уход за лицом;красота_brand_078;ultra_low;2025-07-06;480;0.335;4.27;22;1;unknown;white;7;690;0;165
5000399;100014;Красота;уход за телом;красота_brand_103;low;2025-04-15;1080;0.305;4.65;31;1;box;black;5;508;0;57
5000400;100014;Красота;уход за телом;красота_brand_062;mid;2025-03-10;1920;0.235;4.23;33;1;tube;blue;6;926;0;252
5000401;100014;Красота;уход за телом;красота_brand_052;mid;2025-03-12;1700;0.422;4.27;21;1;tube;blue;3;1026;0;231
5000402;100014;Красота;уход за лицом;красота_brand_111;low;2025-02-28;1440;0.12;4.29;21;1;bag;black;6;1276;0;496
5000403;100014;Красота;волосы;красота_brand_089;low;2025-06-11;1500;0.332;4.38;85;1;box;unknown;4;788;0;538
5000404;100014;Красота;волосы;красота_brand_023;low;2025-03-25;1110;0.246;4.2;69;1;box;unknown;7;740;1;309
5000405;100014;Красота;волосы;красота_brand_092;mid;2024-12-16;1540;0.183;4.13;88;1;box;white;6;769;0;383
5000406;100014;Красота;уход за лицом;красота_brand_101;mid;2025-01-03;2070;0.487;4.47;37;1;tube;unknown;5;462;1;368
5000407;100014;Красота;волосы;красота_brand_111;low;2026-01-31;750;0.127;4.46;4;1;bag;black;3;768;0;154
5000408;100014;Красота;уход за телом;красота_brand_101;mid;2025-06-19;2210;0.163;4.17;33;1;bag;unknown;8;1019;0;225
5000409;100014;Красота;волосы;красота_brand_038;mid;2025-10-14;2160;0.286;04.02;62;1;tube;multicolor;6;794;0;835
5000410;100014;Красота;уход за телом;красота_brand_008;ultra_low;2025-04-20;310;0.432;4.16;36;1;unknown;multicolor;7;449;1;1555
5000411;100014;Красота;уход за лицом;красота_brand_044;mid;2025-01-24;2180;0.085;3.66;10;1;blister;multicolor;5;1454;0;209
5000412;100014;Красота;волосы;красота_brand_106;ultra_low;2024-11-04;270;0.192;4.61;51;1;bag;unknown;6;779;0;823
5000413;100014;Красота;уход за телом;красота_brand_035;low;2025-08-19;1160;0.173;3.94;9;1;bag;green;5;660;1;856
5000414;100014;Красота;волосы;красота_brand_032;low;2024-12-06;1420;0.318;4.42;333;1;bag;red;2;210;0;908
5000415;100014;Красота;уход за лицом;красота_brand_039;ultra_low;2025-02-25;330;0.288;4.51;87;0;bag;multicolor;7;846;1;126
5000416;100014;Красота;уход за лицом;красота_brand_081;mid;2025-01-16;2160;0.172;4.32;49;1;bag;black;6;587;1;1131
5000417;100014;Красота;парфюм;красота_brand_023;ultra_low;2024-12-26;300;0.05;4.62;20;1;blister;unknown;3;432;0;2176
5000418;100014;Красота;уход за лицом;красота_brand_080;high;2025-12-08;4270;0.374;4.28;50;1;blister;white;7;277;0;1255
5000419;100014;Красота;макияж;красота_brand_037;mid;2024-10-18;3580;0.198;3.93;13;1;tube;black;3;776;0;380
5000420;100014;Красота;волосы;красота_brand_075;low;2024-12-22;1230;0.095;3.82;47;1;unknown;red;5;477;0;897
5000421;100014;Красота;уход за лицом;красота_brand_067;high;2025-03-30;4260;0.049;3.91;133;1;box;black;6;625;0;794
5000422;100014;Красота;парфюм;красота_brand_110;low;2025-01-18;550;0.377;4.51;112;1;bag;red;9;211;0;774
5000423;100014;Красота;волосы;красота_brand_062;low;2024-12-15;740;0.271;4.57;56;1;box;beige;5;625;0;187
5000424;100014;Красота;макияж;красота_brand_101;high;2025-01-18;4430;0.25;3.79;117;1;box;black;7;1065;0;655
5000425;100014;Красота;уход за телом;красота_brand_043;low;2025-03-05;1130;0.163;4.34;7;1;box;red;1;726;1;2436
5000426;100014;Красота;уход за лицом;красота_brand_004;mid;2025-07-12;2520;0.171;4.13;195;1;blister;unknown;9;355;0;124
5000427;100014;Красота;уход за лицом;красота_brand_027;mid;2025-10-16;1620;0.199;4.54;31;1;bag;white;6;761;0;408
5000428;100014;Красота;уход за телом;красота_brand_084;ultra_low;2025-07-05;350;0.52;4.59;11;1;blister;beige;6;401;0;318
5000429;100014;Красота;макияж;красота_brand_050;low;2025-07-15;990;0.079;4.73;30;1;box;unknown;7;963;1;136
5000430;100014;Красота;макияж;красота_brand_022;mid;2024-10-14;2660;0.163;3.84;35;1;box;beige;5;86;1;176
