push_id,user_id,send_time,push_type,opened_flag,open_time,clicked_flag,click_time,purchase_after_push_flag,purchase_time,utm_source,utm_campaign,disabled_push_after_flag,push_title_len,push_text_len,emoji_flag,push_send_provider
267,9114668,2024-09-14 12:07:00,promo,0,,0,,0,,push,,0,59,136,0,provider_a
268,9114668,2024-09-20 14:10:00,recommendation,0,,0,,0,,push,,0,31,117,1,provider_b
269,9114668,2024-09-29 10:40:00,promo,1,2024-09-29 12:59:00,1,2024-09-29 13:39:00,0,,push,,0,31,136,0,provider_a
270,9114668,2024-10-02 18:37:00,recommendation,1,2024-10-02 21:18:00,0,,0,,push,,0,64,71,1,provider_c
271,9114668,2024-10-09 17:55:00,promo,1,2024-10-09 19:39:00,0,,0,,push,,0,52,119,1,provider_c
272,9114668,2024-11-02 15:09:00,price_drop,1,2024-11-02 17:16:00,0,,0,,push,,0,71,81,1,provider_c
273,9114668,2024-11-12 13:14:00,cart_reminder,1,2024-11-12 15:26:00,0,,0,,push,,0,18,166,1,provider_a
274,9114668,2024-12-12 16:54:00,cart_reminder,0,,0,,0,,push,,0,46,122,1,provider_a
275,9114668,2024-12-16 18:28:00,price_drop,1,2024-12-16 19:58:00,1,2024-12-16 20:51:00,0,,push,,0,18,93,1,provider_c
276,9114668,2024-12-24 14:20:00,promo,0,,0,,0,,push,,0,40,172,0,provider_a
277,9114668,2025-01-11 11:02:00,recommendation,0,,0,,0,,push,,0,56,96,1,provider_a
278,9114668,2025-01-15 16:49:00,price_drop,0,,0,,0,,push,,0,26,75,1,provider_c
279,9114668,2025-01-16 16:15:00,promo,0,,0,,0,,push,,0,44,139,1,provider_a
280,9114668,2025-01-19 13:07:00,promo,0,,0,,0,,push,,1,25,143,0,provider_a
281,9114668,2025-02-14 17:44:00,price_drop,1,2025-02-14 19:09:00,1,2025-02-14 19:45:00,0,,push,,0,72,70,1,provider_a
282,9114668,2025-02-27 19:18:00,recommendation,0,,0,,0,,push,,0,31,139,0,provider_a
283,9114668,2025-03-05 20:04:00,cart_reminder,0,,0,,0,,push,,0,62,163,0,provider_b
284,9114668,2025-03-07 11:35:00,promo,0,,0,,0,,push,,0,73,103,1,provider_a
285,9114668,2025-03-12 14:34:00,category_sale,0,,0,,0,,push,,0,24,62,0,provider_b
286,9114668,2025-03-13 19:44:00,promo,0,,0,,0,,push,,0,75,131,1,provider_a
287,9114668,2025-03-22 15:15:00,price_drop,0,,0,,0,,push,,0,75,46,0,provider_a
288,9114668,2025-03-24 20:22:00,category_sale,0,,0,,0,,push,,0,34,143,1,provider_b
289,9114668,2025-04-03 14:41:00,cart_reminder,0,,0,,0,,push,,0,35,58,0,provider_a
290,9114668,2025-05-01 12:09:00,recommendation,0,,0,,0,,push,,0,37,137,1,provider_a
291,9114668,2025-05-24 10:10:00,category_sale,1,2025-05-24 11:25:00,0,,0,,push,,0,59,62,0,provider_a
292,9114668,2025-06-17 15:09:00,recommendation,0,,0,,0,,push,,0,50,121,0,provider_c
293,9114668,2025-07-02 13:48:00,category_sale,0,,0,,0,,push,,0,31,144,0,provider_b
294,9114668,2025-07-10 12:51:00,recommendation,0,,0,,0,,push,,0,59,170,1,provider_b
295,9114668,2025-08-18 19:20:00,promo,0,,0,,0,,push,,0,78,95,0,provider_b
296,9114668,2025-08-21 19:25:00,cart_reminder,0,,0,,0,,push,,0,45,140,1,provider_a
297,9114668,2025-08-22 18:37:00,cart_reminder,0,,0,,0,,push,,0,58,158,0,provider_b
298,9114668,2025-09-01 15:47:00,cart_reminder,0,,0,,0,,push,,0,68,56,1,provider_a
299,9114668,2025-10-14 10:04:00,promo,0,,0,,0,,push,,0,34,143,0,provider_a
300,9114668,2025-10-16 11:30:00,recommendation,0,,0,,0,,push,,0,23,78,0,provider_c
301,9114668,2025-10-22 11:26:00,promo,0,,0,,0,,push,,0,68,56,1,provider_a
302,9114668,2025-11-01 19:07:00,category_sale,1,2025-11-01 22:06:00,0,,0,,push,,0,41,53,0,provider_a
303,9114668,2025-11-16 20:25:00,recommendation,0,,0,,0,,push,,0,60,89,0,provider_a
304,9114668,2025-12-09 11:55:00,category_sale,0,,0,,0,,push,,0,20,56,1,provider_b
305,9114668,2025-12-20 14:22:00,promo,1,2025-12-20 14:35:00,1,2025-12-20 14:42:00,1,2025-12-20 16:16:00,push,push_promo_202512,0,78,125,1,provider_b
306,9114668,2025-12-21 14:42:00,promo,0,,0,,0,,push,,0,40,62,1,provider_b
307,9114668,2025-12-31 17:57:00,category_sale,1,2025-12-31 20:02:00,0,,0,,push,,0,68,134,1,provider_b
308,9114668,2026-01-22 19:24:00,recommendation,1,2026-01-22 21:21:00,0,,0,,push,,1,36,172,1,provider_a
309,9114668,2026-02-22 17:58:00,price_drop,0,,0,,0,,push,,0,21,75,1,provider_a
310,9114668,2026-02-23 16:02:00,recommendation,0,,0,,0,,push,,0,59,71,1,provider_b
311,9114668,2026-03-20 18:59:00,category_sale,0,,0,,0,,push,,0,63,97,1,provider_a
312,9114668,2026-03-22 09:02:00,cart_reminder,1,2026-03-22 11:58:00,0,,0,,push,,0,64,129,0,provider_b
313,9114668,2026-03-25 20:31:00,price_drop,1,2026-03-25 23:10:00,0,,0,,push,,0,73,164,0,provider_c
314,9114668,2026-04-02 18:01:00,recommendation,0,,0,,0,,push,,0,54,135,0,provider_a
315,9114668,2026-04-07 17:21:00,recommendation,0,,0,,0,,push,,0,50,121,0,provider_a
316,9114668,2026-04-17 09:13:00,price_drop,0,,0,,0,,push,,0,74,173,1,provider_a
317,9115260,2024-07-07 16:07:00,recommendation,0,,0,,0,,push,,0,35,74,1,provider_b
318,9115260,2024-07-16 17:17:00,price_drop,0,,0,,0,,push,,0,62,177,1,provider_b
319,9115260,2024-08-04 14:38:00,promo,0,,0,,0,,push,,0,76,68,1,provider_c
320,9115260,2024-08-19 11:09:00,recommendation,1,2024-08-19 11:50:00,1,2024-08-19 12:39:00,0,,push,,0,48,88,0,provider_b
321,9115260,2024-08-20 20:38:00,category_sale,1,2024-08-20 22:09:00,1,2024-08-20 22:28:00,0,,push,,0,28,161,0,provider_a
322,9115260,2024-09-21 11:11:00,price_drop,0,,0,,0,,push,,0,36,144,1,provider_b
323,9115260,2024-09-30 15:31:00,category_sale,0,,0,,0,,push,,0,62,41,0,provider_c
324,9115260,2024-10-03 09:18:00,recommendation,0,,0,,0,,push,,0,52,142,0,provider_c
325,9115260,2024-10-07 20:42:00,cart_reminder,1,2024-10-07 23:39:00,1,2024-10-08 00:24:00,0,,push,,1,60,72,1,provider_c
326,9115260,2024-10-15 12:15:00,category_sale,1,2024-10-15 13:21:00,0,,0,,push,,0,42,150,1,provider_a
327,9115260,2024-10-24 17:24:00,promo,0,,0,,0,,push,,0,61,163,1,provider_a
328,9115260,2024-10-27 19:58:00,promo,1,2024-10-27 21:14:00,0,,0,,push,,0,46,46,0,provider_a
329,9115260,2024-10-30 10:35:00,promo,0,,0,,0,,push,,0,40,72,0,provider_a
330,9115260,2024-11-02 09:06:00,recommendation,0,,0,,0,,push,,0,63,125,0,provider_b
331,9115260,2024-11-10 19:52:00,promo,0,,0,,0,,push,,0,23,107,0,provider_b
332,9115260,2024-11-13 16:39:00,category_sale,1,2024-11-13 18:51:00,0,,0,,push,,0,75,59,1,provider_a
333,9115260,2024-11-15 16:36:00,recommendation,0,,0,,0,,push,,0,26,156,1,provider_a
334,9115260,2024-11-23 09:03:00,promo,1,2024-11-23 10:00:00,1,2024-11-23 10:33:00,0,,push,,0,21,87,0,provider_a
335,9115260,2024-11-26 15:00:00,recommendation,0,,0,,0,,push,,0,46,129,1,provider_b
336,9115260,2024-11-27 11:37:00,category_sale,0,,0,,0,,push,,0,22,99,1,provider_b
337,9115260,2024-11-28 11:19:00,category_sale,0,,0,,0,,push,,0,32,63,1,provider_c
338,9115260,2024-11-30 09:35:00,recommendation,0,,0,,0,,push,,0,18,58,1,provider_c
339,9115260,2024-12-07 19:50:00,category_sale,1,2024-12-07 20:19:00,0,,0,,push,,1,57,95,1,provider_a
340,9115260,2024-12-12 19:25:00,promo,1,2024-12-12 21:46:00,0,,0,,push,,0,52,154,1,provider_a
341,9115260,2024-12-23 16:38:00,promo,0,,0,,0,,push,,0,24,145,0,provider_a
342,9115260,2024-12-26 18:57:00,cart_reminder,0,,0,,0,,push,,0,52,132,1,provider_b
343,9115260,2025-01-04 17:16:00,promo,1,2025-01-04 19:08:00,0,,0,,push,,0,20,79,1,provider_a
344,9115260,2025-01-18 11:42:00,recommendation,0,,0,,0,,push,,0,50,115,1,provider_a
345,9115260,2025-01-19 12:53:00,promo,0,,0,,0,,push,,0,61,101,1,provider_a
346,9115260,2025-01-22 16:40:00,recommendation,0,,0,,0,,push,,0,70,115,0,provider_a
347,9115260,2025-01-26 18:49:00,cart_reminder,0,,0,,0,,push,,0,26,173,1,provider_a
348,9115260,2025-01-27 10:36:00,price_drop,1,2025-01-27 12:52:00,0,,0,,push,,0,30,70,1,provider_a
349,9115260,2025-01-30 09:42:00,recommendation,0,,0,,0,,push,,0,45,143,0,provider_a
350,9115260,2025-02-17 14:53:00,cart_reminder,0,,0,,0,,push,,0,72,100,1,provider_b
351,9115260,2025-02-18 09:56:00,cart_reminder,1,2025-02-18 11:29:00,1,2025-02-18 11:55:00,0,,push,,1,42,127,0,provider_c
352,9115260,2025-02-23 13:38:00,category_sale,1,2025-02-23 15:31:00,1,2025-02-23 16:18:00,0,,push,,0,29,101,1,provider_a
353,9115260,2025-02-24 20:44:00,cart_reminder,0,,0,,0,,push,,0,46,126,0,provider_a
354,9115260,2025-04-04 20:41:00,cart_reminder,0,,0,,0,,push,,0,29,126,0,provider_b
355,9115260,2025-04-08 12:55:00,promo,0,,0,,0,,push,,0,26,47,0,provider_b
356,9115260,2025-04-14 13:09:00,price_drop,0,,0,,0,,push,,0,71,40,1,provider_b
357,9115260,2025-04-22 12:13:00,cart_reminder,0,,0,,0,,push,,0,53,159,1,provider_a
358,9115260,2025-04-26 19:35:00,promo,0,,0,,0,,push,,0,31,57,0,provider_b
359,9115260,2025-05-04 16:26:00,recommendation,1,2025-05-04 18:33:00,0,,0,,push,,0,58,61,1,provider_c
360,9115260,2025-06-07 14:37:00,cart_reminder,1,2025-06-07 16:43:00,1,2025-06-07 17:04:00,0,,push,,0,74,176,0,provider_a
361,9115260,2025-06-15 09:23:00,recommendation,1,2025-06-15 11:10:00,0,,0,,push,,0,23,77,1,provider_a
362,9115260,2025-06-19 15:17:00,category_sale,1,2025-06-19 16:08:00,0,,0,,push,,0,55,117,1,provider_a
363,9115260,2025-06-27 13:01:00,promo,1,2025-06-27 15:22:00,0,,0,,push,,0,34,144,0,provider_b
364,9115260,2025-07-11 14:04:00,recommendation,0,,0,,0,,push,,0,75,64,0,provider_a
365,9115260,2025-07-27 09:52:00,recommendation,1,2025-07-27 12:14:00,0,,0,,push,,0,56,163,1,provider_a
366,9115260,2025-07-28 18:21:00,recommendation,0,,0,,0,,push,,0,31,167,1,provider_b
367,9115260,2025-08-06 18:46:00,cart_reminder,0,,0,,0,,push,,0,25,44,0,provider_a
368,9115260,2025-08-07 20:05:00,promo,1,2025-08-07 22:32:00,1,2025-08-07 22:58:00,0,,push,,0,67,109,0,provider_b
369,9115260,2025-08-25 19:22:00,recommendation,1,2025-08-25 19:54:00,1,2025-08-25 20:39:00,1,2025-08-25 21:04:00,push,push_recommendation_202508,0,39,116,0,provider_c
370,9115260,2025-09-02 09:18:00,promo,1,2025-09-02 09:45:00,0,,0,,push,,0,21,159,0,provider_c
371,9115260,2025-09-04 14:00:00,price_drop,1,2025-09-04 15:11:00,0,,0,,push,,0,43,44,0,provider_b
372,9115260,2025-09-09 16:45:00,price_drop,1,2025-09-09 19:00:00,1,2025-09-09 19:24:00,1,2025-09-09 20:09:00,push,push_price_drop_202509,0,18,142,1,provider_a
373,9115260,2025-09-28 13:28:00,promo,1,2025-09-28 16:08:00,1,2025-09-28 16:55:00,0,,push,,0,45,179,0,provider_a
374,9115260,2025-10-01 14:58:00,price_drop,0,,0,,0,,push,,0,31,50,1,provider_b
375,9115260,2025-10-02 15:47:00,cart_reminder,1,2025-10-02 16:06:00,1,2025-10-02 16:34:00,0,,push,,0,51,77,1,provider_a
376,9115260,2025-10-07 15:18:00,recommendation,0,,0,,0,,push,,0,32,126,0,provider_a
377,9115260,2025-10-12 09:17:00,promo,0,,0,,0,,push,,0,54,116,0,provider_a
378,9115260,2025-10-19 14:09:00,price_drop,0,,0,,0,,push,,0,63,112,0,provider_a
379,9115260,2025-10-21 12:39:00,cart_reminder,0,,0,,0,,push,,0,36,139,1,provider_a
380,9115260,2025-10-28 12:05:00,recommendation,0,,0,,0,,push,,0,38,165,0,provider_a
381,9115260,2025-11-16 11:49:00,price_drop,0,,0,,0,,push,,0,62,98,0,provider_b
382,9115260,2025-12-01 17:33:00,promo,1,2025-12-01 17:57:00,0,,0,,push,,0,37,56,1,provider_b
383,9115260,2025-12-03 11:54:00,price_drop,1,2025-12-03 14:42:00,0,,0,,push,,0,54,77,0,provider_b
384,9115260,2025-12-05 09:56:00,promo,1,2025-12-05 11:37:00,0,,0,,push,,0,22,154,0,provider_a
385,9115260,2025-12-06 11:20:00,promo,1,2025-12-06 13:14:00,0,,0,,push,,0,52,57,0,provider_b
386,9115260,2025-12-14 11:38:00,recommendation,0,,0,,0,,push,,0,21,53,1,provider_a
387,9115260,2026-01-04 11:25:00,price_drop,0,,0,,0,,push,,0,24,109,1,provider_b
388,9115260,2026-02-12 15:47:00,promo,1,2026-02-12 17:16:00,1,2026-02-12 17:33:00,0,,push,,0,52,154,1,provider_a
389,9115260,2026-02-20 15:04:00,recommendation,0,,0,,0,,push,,0,74,171,1,provider_a
390,9115260,2026-04-13 10:27:00,cart_reminder,1,2026-04-13 12:33:00,0,,0,,push,,0,62,159,1,provider_a
391,9115260,2026-04-20 12:38:00,price_drop,0,,0,,0,,push,,0,58,125,1,provider_a
392,9115260,2026-04-21 10:34:00,promo,0,,0,,0,,push,,0,31,117,1,provider_b
393,9115260,2026-04-22 17:48:00,cart_reminder,1,2026-04-22 19:47:00,1,2026-04-22 20:26:00,0,,push,,0,37,173,0,provider_a
394,9017385,2024-08-09 11:10:00,price_drop,0,,0,,0,,push,,0,41,135,0,provider_b
395,9017385,2024-08-13 18:08:00,promo,0,,0,,0,,push,,0,54,114,1,provider_b
396,9017385,2024-08-15 12:45:00,category_sale,0,,0,,0,,push,,0,21,147,1,provider_b
397,9017385,2024-08-21 10:13:00,cart_reminder,0,,0,,0,,push,,0,23,86,0,provider_a
398,9017385,2024-09-02 20:37:00,price_drop,1,2024-09-02 22:11:00,0,,0,,push,,0,50,106,1,provider_b
399,9017385,2024-09-04 20:34:00,promo,0,,0,,0,,push,,0,75,85,1,provider_c
400,9017385,2024-09-16 14:06:00,recommendation,1,2024-09-16 14:28:00,0,,0,,push,,0,18,108,0,provider_b
401,9017385,2024-10-08 13:50:00,recommendation,0,,0,,0,,push,,0,77,96,0,provider_b
402,9017385,2024-10-24 15:10:00,cart_reminder,0,,0,,0,,push,,0,62,41,0,provider_b
403,9017385,2024-10-27 14:19:00,price_drop,1,2024-10-27 17:01:00,0,,0,,push,,0,63,62,1,provider_a
404,9017385,2024-11-05 15:21:00,cart_reminder,0,,0,,0,,push,,0,39,169,0,provider_b
405,9017385,2024-11-07 17:57:00,recommendation,0,,0,,0,,push,,0,59,48,1,provider_a
406,9017385,2024-11-22 12:05:00,price_drop,0,,0,,0,,push,,0,22,65,0,provider_b
407,9017385,2024-12-06 15:15:00,recommendation,1,2024-12-06 17:27:00,0,,0,,push,,0,58,50,1,provider_c
408,9017385,2024-12-11 11:56:00,recommendation,0,,0,,0,,push,,0,19,109,0,provider_b
409,9017385,2025-01-10 18:35:00,promo,0,,0,,0,,push,,0,18,57,1,provider_a
410,9017385,2025-01-19 14:35:00,category_sale,1,2025-01-19 17:32:00,0,,0,,push,,0,78,100,0,provider_b
411,9017385,2025-01-27 15:54:00,recommendation,1,2025-01-27 18:27:00,0,,0,,push,,0,42,98,0,provider_a
412,9017385,2025-02-16 17:09:00,cart_reminder,0,,0,,0,,push,,0,70,108,1,provider_b
413,9017385,2025-02-18 16:27:00,recommendation,0,,0,,0,,push,,0,59,52,1,provider_b
414,9017385,2025-02-22 20:16:00,promo,1,2025-02-22 22:11:00,0,,0,,push,,0,41,93,1,provider_a
415,9017385,2025-02-23 19:13:00,cart_reminder,1,2025-02-23 21:33:00,0,,0,,push,,0,63,177,0,provider_b
416,9017385,2025-02-26 17:35:00,promo,0,,0,,0,,push,,0,67,128,0,provider_a
417,9017385,2025-03-01 19:54:00,promo,0,,0,,0,,push,,0,68,52,0,provider_a
418,9017385,2025-04-16 15:41:00,promo,0,,0,,0,,push,,0,37,108,0,provider_b
419,9017385,2025-04-19 09:16:00,recommendation,0,,0,,0,,push,,0,64,54,0,provider_a
420,9017385,2025-04-23 09:14:00,promo,0,,0,,0,,push,,0,64,166,0,provider_c
421,9017385,2025-04-24 12:57:00,price_drop,0,,0,,0,,push,,0,23,164,0,provider_a
422,9017385,2025-05-07 09:03:00,cart_reminder,1,2025-05-07 09:25:00,0,,0,,push,,0,63,105,1,provider_a
423,9017385,2025-05-16 18:47:00,cart_reminder,1,2025-05-16 21:37:00,0,,0,,push,,0,36,62,0,provider_b
424,9017385,2025-06-02 19:54:00,promo,0,,0,,0,,push,,0,59,99,1,provider_c
425,9017385,2025-06-05 15:05:00,recommendation,0,,0,,0,,push,,0,19,165,1,provider_b
426,9017385,2025-06-20 13:32:00,promo,1,2025-06-20 15:36:00,0,,0,,push,,0,57,165,0,provider_a
427,9017385,2025-06-24 11:01:00,category_sale,0,,0,,0,,push,,0,58,87,0,provider_c
428,9017385,2025-06-26 15:50:00,promo,0,,0,,0,,push,,0,68,122,0,provider_c
429,9017385,2025-07-14 16:00:00,recommendation,0,,0,,0,,push,,0,60,73,1,provider_a
430,9017385,2025-07-20 12:47:00,promo,0,,0,,0,,push,,0,63,50,1,provider_b
431,9017385,2025-07-24 12:09:00,price_drop,1,2025-07-24 12:25:00,0,,0,,push,,0,65,151,1,provider_a
432,9017385,2025-07-26 17:42:00,recommendation,0,,0,,0,,push,,0,67,65,0,provider_c
433,9017385,2025-09-04 20:11:00,recommendation,1,2025-09-04 22:55:00,0,,0,,push,,0,26,51,1,provider_a
434,9017385,2025-09-27 10:56:00,recommendation,0,,0,,0,,push,,0,48,138,1,provider_c
435,9017385,2025-10-12 14:14:00,cart_reminder,0,,0,,0,,push,,0,47,70,0,provider_b
436,9017385,2025-10-13 09:44:00,promo,0,,0,,0,,push,,0,53,92,1,provider_a
437,9017385,2025-10-17 13:06:00,recommendation,0,,0,,0,,push,,0,23,123,0,provider_a
438,9017385,2025-10-28 15:39:00,recommendation,0,,0,,0,,push,,0,26,67,1,provider_b
439,9017385,2025-10-31 12:31:00,category_sale,0,,0,,0,,push,,0,71,116,0,provider_c
440,9017385,2025-11-27 13:56:00,recommendation,0,,0,,0,,push,,0,59,90,0,provider_a
441,9017385,2025-12-05 11:15:00,cart_reminder,0,,0,,0,,push,,0,24,56,0,provider_a
442,9017385,2025-12-29 13:52:00,promo,0,,0,,0,,push,,0,75,151,0,provider_c
443,9017385,2026-01-12 15:45:00,cart_reminder,0,,0,,0,,push,,0,76,177,0,provider_a
444,9017385,2026-01-22 19:41:00,promo,0,,0,,0,,push,,0,60,95,0,provider_a
445,9017385,2026-02-08 11:07:00,recommendation,0,,0,,0,,push,,0,21,83,1,provider_a
446,9017385,2026-03-09 13:14:00,recommendation,1,2026-03-09 13:58:00,1,2026-03-09 14:48:00,0,,push,,0,45,120,0,provider_b
447,9017385,2026-03-17 19:29:00,promo,0,,0,,0,,push,,0,24,119,0,provider_b
448,9017385,2026-04-03 20:40:00,promo,0,,0,,0,,push,,0,35,102,1,provider_c
449,9085854,2024-07-26 11:09:00,price_drop,0,,0,,0,,push,,0,47,149,0,provider_b
450,9085854,2024-08-27 11:34:00,recommendation,1,2024-08-27 12:54:00,1,2024-08-27 13:33:00,0,,push,,0,52,136,1,provider_b
451,9085854,2024-09-15 09:54:00,promo,0,,0,,0,,push,,0,58,167,0,provider_a
452,9085854,2024-09-20 14:45:00,recommendation,0,,0,,0,,push,,0,27,112,0,provider_a
453,9085854,2024-10-12 19:27:00,promo,1,2024-10-12 20:03:00,0,,0,,push,,0,34,70,0,provider_a
454,9085854,2024-10-14 12:14:00,promo,0,,0,,0,,push,,0,20,101,0,provider_a
455,9085854,2024-10-19 11:49:00,recommendation,0,,0,,0,,push,,0,31,48,0,provider_c
456,9085854,2024-10-23 13:59:00,cart_reminder,1,2024-10-23 16:39:00,0,,0,,push,,0,45,87,1,provider_b
457,9085854,2024-10-26 15:36:00,category_sale,1,2024-10-26 15:55:00,0,,0,,push,,0,58,66,1,provider_b
458,9085854,2024-11-16 18:04:00,promo,0,,0,,0,,push,,0,44,95,1,provider_a
459,9085854,2024-11-22 11:53:00,price_drop,0,,0,,0,,push,,0,30,123,1,provider_a
460,9085854,2024-12-06 15:17:00,category_sale,1,2024-12-06 16:43:00,0,,0,,push,,0,60,99,1,provider_b
461,9085854,2024-12-08 17:36:00,recommendation,0,,0,,0,,push,,0,38,80,1,provider_a
462,9085854,2024-12-30 14:11:00,recommendation,1,2024-12-30 15:29:00,1,2024-12-30 16:11:00,0,,push,,0,60,101,0,provider_b
463,9085854,2025-01-10 14:17:00,recommendation,0,,0,,0,,push,,0,46,45,1,provider_a
464,9085854,2025-01-29 14:23:00,cart_reminder,0,,0,,0,,push,,0,69,108,0,provider_a
465,9085854,2025-01-31 20:43:00,promo,0,,0,,0,,push,,0,24,115,0,provider_b
466,9085854,2025-02-21 16:00:00,promo,1,2025-02-21 18:28:00,1,2025-02-21 19:22:00,0,,push,,0,40,73,1,provider_b
467,9085854,2025-03-05 15:07:00,promo,0,,0,,0,,push,,0,61,40,1,provider_a
468,9085854,2025-03-09 09:54:00,cart_reminder,1,2025-03-09 12:08:00,0,,0,,push,,0,52,63,1,provider_a
469,9085854,2025-03-12 14:08:00,cart_reminder,0,,0,,0,,push,,0,56,154,1,provider_b
470,9085854,2025-04-24 19:26:00,promo,1,2025-04-24 21:44:00,0,,0,,push,,0,74,106,0,provider_a
471,9085854,2025-05-09 20:55:00,cart_reminder,1,2025-05-09 23:20:00,1,2025-05-09 23:22:00,0,,push,,0,76,80,0,provider_c
472,9085854,2025-05-10 18:27:00,recommendation,0,,0,,0,,push,,0,56,69,0,provider_a
473,9085854,2025-05-12 20:14:00,promo,0,,0,,0,,push,,0,72,174,0,provider_b
474,9085854,2025-05-17 14:59:00,promo,0,,0,,0,,push,,0,39,178,0,provider_b
475,9085854,2025-05-27 17:19:00,recommendation,0,,0,,0,,push,,0,65,112,0,provider_a
476,9085854,2025-06-16 14:28:00,promo,1,2025-06-16 14:40:00,0,,0,,push,,0,60,179,1,provider_b
477,9085854,2025-07-05 16:10:00,promo,0,,0,,0,,push,,0,50,143,1,provider_b
478,9085854,2025-07-19 18:21:00,promo,0,,0,,0,,push,,0,26,174,0,provider_a
479,9085854,2025-07-28 12:39:00,recommendation,0,,0,,0,,push,,0,51,63,0,provider_c
480,9085854,2025-08-02 09:28:00,promo,0,,0,,0,,push,,0,27,164,0,provider_b
481,9085854,2025-08-20 14:07:00,recommendation,0,,0,,0,,push,,0,33,111,0,provider_b
482,9085854,2025-08-23 18:19:00,cart_reminder,0,,0,,0,,push,,0,69,51,0,provider_a
483,9085854,2025-09-07 20:06:00,recommendation,0,,0,,0,,push,,0,30,82,1,provider_a
484,9085854,2025-09-18 17:54:00,price_drop,0,,0,,0,,push,,0,64,150,1,provider_a
485,9085854,2025-09-20 12:33:00,recommendation,0,,0,,0,,push,,0,44,68,0,provider_a
486,9085854,2025-09-28 15:47:00,category_sale,0,,0,,0,,push,,0,29,57,1,provider_b
487,9085854,2025-10-05 12:15:00,cart_reminder,0,,0,,0,,push,,0,60,46,1,provider_a
488,9085854,2025-11-15 20:04:00,promo,1,2025-11-15 21:38:00,0,,0,,push,,0,60,157,0,provider_c
489,9085854,2025-11-22 10:52:00,price_drop,0,,0,,0,,push,,0,70,99,1,provider_a
490,9085854,2025-12-04 16:41:00,promo,1,2025-12-04 18:35:00,0,,0,,push,,0,22,40,1,provider_a
491,9085854,2025-12-21 12:30:00,promo,0,,0,,0,,push,,0,45,99,0,provider_b
492,9085854,2026-01-29 14:04:00,recommendation,0,,0,,0,,push,,0,33,52,0,provider_b
493,9085854,2026-02-06 10:49:00,recommendation,0,,0,,0,,push,,0,39,59,0,provider_c
494,9085854,2026-04-01 16:31:00,cart_reminder,1,2026-04-01 16:51:00,1,2026-04-01 17:35:00,0,,push,,0,54,87,0,provider_a
495,9085854,2026-04-05 18:05:00,recommendation,0,,0,,0,,push,,0,44,87,0,provider_a
496,9085854,2026-04-12 18:09:00,promo,0,,0,,0,,push,,0,30,155,1,provider_b
497,9085854,2026-04-18 11:06:00,recommendation,0,,0,,0,,push,,0,32,130,0,provider_a
498,9002194,2025-06-29 19:06:00,recommendation,0,,0,,0,,push,,0,36,165,0,provider_b
499,9002194,2025-07-08 12:38:00,promo,0,,0,,0,,push,,0,62,122,0,provider_a
500,9002194,2025-07-12 11:21:00,price_drop,0,,0,,0,,push,,0,65,117,0,provider_a
501,9002194,2025-07-26 16:03:00,promo,1,2025-07-26 16:04:00,0,,0,,push,,0,29,114,0,provider_a
502,9002194,2025-08-11 17:22:00,category_sale,0,,0,,0,,push,,0,52,84,1,provider_b
503,9002194,2025-08-13 15:33:00,promo,0,,0,,0,,push,,0,45,72,0,provider_a
504,9002194,2025-08-23 18:55:00,cart_reminder,0,,0,,0,,push,,0,63,129,0,provider_a
505,9002194,2025-08-24 10:27:00,recommendation,0,,0,,0,,push,,0,40,70,0,provider_a
506,9002194,2025-08-31 15:39:00,cart_reminder,0,,0,,0,,push,,0,49,153,0,provider_c
507,9002194,2025-09-02 16:14:00,promo,0,,0,,0,,push,,0,77,138,1,provider_a
508,9002194,2025-09-08 13:37:00,promo,0,,0,,0,,push,,0,52,96,0,provider_b
509,9002194,2025-09-19 12:04:00,price_drop,0,,0,,0,,push,,0,23,122,1,provider_a
510,9002194,2025-09-20 15:46:00,cart_reminder,0,,0,,0,,push,,0,48,73,1,provider_b
511,9002194,2025-10-04 11:08:00,recommendation,0,,0,,0,,push,,0,50,152,0,provider_a
512,9002194,2025-10-05 20:55:00,promo,0,,0,,0,,push,,0,61,50,1,provider_a
513,9002194,2025-10-08 10:06:00,recommendation,1,2025-10-08 12:59:00,0,,0,,push,,0,40,115,0,provider_a
514,9002194,2025-10-12 17:53:00,recommendation,1,2025-10-12 19:29:00,1,2025-10-12 20:27:00,0,,push,,0,46,60,1,provider_b
515,9002194,2025-10-16 19:23:00,category_sale,0,,0,,0,,push,,0,38,64,1,provider_a
516,9002194,2025-10-23 18:49:00,price_drop,1,2025-10-23 21:08:00,0,,0,,push,,0,77,94,0,provider_b
517,9002194,2025-10-31 10:35:00,promo,1,2025-10-31 13:33:00,1,2025-10-31 14:27:00,0,,push,,0,58,57,0,provider_a
518,9002194,2025-11-01 09:09:00,price_drop,0,,0,,0,,push,,0,47,140,0,provider_a
519,9002194,2025-11-04 17:11:00,promo,0,,0,,0,,push,,0,49,153,0,provider_b
520,9002194,2025-11-06 14:59:00,cart_reminder,0,,0,,0,,push,,1,19,130,1,provider_a
521,9002194,2025-11-07 17:05:00,promo,0,,0,,0,,push,,0,23,122,1,provider_b
522,9002194,2025-11-08 20:26:00,promo,1,2025-11-08 22:07:00,0,,0,,push,,0,62,133,0,provider_a
523,9002194,2025-11-11 16:51:00,cart_reminder,0,,0,,0,,push,,0,41,63,1,provider_a
