Column1;user_id;user_registration_dt;platform;region_cluster;gender;age;push_enabled_flag;fav_category_1;fav_category_2;fav_category_3;last_purchase_dt;frequency_orders;monetary_sum;avg_order_value;recency_days;app_version;device_price_bucket;email_subscribed_flag;dark_theme_flag
188;9000189;17.10.2024;iOS;Сибирь;female;32;1;Товары для животных;Одежда;Спорт;10.03.2026;1;618.24;618.24;51;7.3;mid;1;0
189;9000190;10.08.2024;Android;Центр;male;35;0;Дом;Одежда;Дом;29.01.2026;2;1612.38;806.19;91;8.0;mid;0;0
190;9000191;25.05.2024;iOS;Поволжье;male;29;0;Электроника;Дом;Обувь;04.04.2026;4;7475.55;1868.8875;26;8.0;mid;0;0
191;9000192;27.10.2023;iOS;Москва и МО;female;23;1;Одежда;Спорт;Дом;;0;0.0;0.0;999;8.0;low;1;0
192;9000193;15.11.2024;Android;Центр;female;26;1;Детские товары;Аксессуары;Электроника;03.04.2026;1;1121.0;1121.0;27;7.4;mid;0;0
193;9000194;26.06.2023;Android;Центр;male;43;0;Обувь;Товары для животных;Дом;10.02.2026;2;2398.08;1199.04;79;7.4;high;1;1
194;9000195;04.10.2025;Web;Москва и МО;female;42;0;Канцелярия;Одежда;Одежда;26.01.2026;2;1752.62;876.31;94;8.0;low;1;1
195;9000196;18.03.2023;Android;Москва и МО;female;37;1;Товары для животных;Детские товары;Спорт;10.09.2025;4;5018.660000000001;1254.6650000000002;232;7.4;high;0;1
196;9000197;01.10.2022;Android;Дальний Восток;male;22;1;Обувь;Товары для животных;Канцелярия;24.04.2026;4;9135.68;2283.92;6;7.3;mid;0;1
197;9000198;18.02.2025;iOS;Юг;male;41;1;Одежда;Детские товары;Товары для животных;;0;0.0;0.0;999;7.3;low;1;0
198;9000199;03.03.2024;iOS;Центр;female;25;1;Одежда;Товары для животных;Канцелярия;02.08.2025;4;975.35;243.8375;271;8.1;low;0;0
199;9000200;10.05.2023;Web;Москва и МО;female;25;0;Канцелярия;Одежда;Одежда;20.12.2024;3;1641.84;547.2800000000001;496;7.1;mid;0;0
200;9000201;21.08.2023;Android;Поволжье;male;34;0;Электроника;Дом;Спорт;25.05.2025;3;8580.71;2860.236666666666;340;8.0;high;0;0
201;9000202;12.05.2024;Android;Москва и МО;female;49;1;Обувь;Спорт;Одежда;13.03.2026;3;15905.9;5301.966666666666;48;7.4;unknown;0;0
202;9000203;04.03.2024;iOS;Москва и МО;male;25;1;Дом;Детские товары;Обувь;11.02.2025;1;1356.32;1356.32;443;7.4;mid;1;0
203;9000204;10.03.2025;iOS;Санкт-Петербург;male;26;1;Электроника;Товары для животных;Красота;01.06.2025;3;4973.2;1657.7333333333331;333;7.2;mid;1;1
204;9000205;20.02.2023;Android;Поволжье;male;43;1;Спорт;Дом;Одежда;24.02.2026;1;954.68;954.68;65;8.1;mid;1;0
205;9000206;13.04.2026;Android;Юг;female;28;0;Аксессуары;Канцелярия;Одежда;;0;0.0;0.0;999;8.0;high;0;0
206;9000207;11.12.2023;Android;Юг;female;23;1;Обувь;Дом;Красота;22.01.2026;2;4472.18;2236.09;98;7.3;mid;0;0
207;9000208;06.09.2025;Android;Центр;unknown;29;1;Красота;Одежда;Детские товары;;0;0.0;0.0;999;7.4;high;0;1
208;9000209;11.11.2024;Android;Урал;unknown;34;1;Детские товары;Аксессуары;Одежда;25.04.2026;2;3044.12;1522.06;5;8.1;low;1;0
209;9000210;28.11.2025;Android;Москва и МО;female;32;1;Одежда;Товары для животных;Канцелярия;;0;0.0;0.0;999;8.0;mid;0;0
210;9000211;05.10.2024;Android;Санкт-Петербург;female;47;1;Обувь;Детские товары;Одежда;05.02.2025;1;1752.6;1752.6;449;7.2;low;0;0
211;9000212;14.11.2022;Android;Центр;female;24;1;Одежда;Детские товары;Дом;10.10.2025;3;2772.33;924.11;202;7.4;low;1;0
212;9000213;10.02.2026;iOS;Урал;male;44;0;Дом;Товары для животных;Красота;;0;0.0;0.0;999;7.4;low;0;0
213;9000214;15.12.2023;Android;Юг;female;37;1;Электроника;Дом;Аксессуары;28.10.2025;2;3446.71;1723.355;184;8.1;low;1;0
214;9000215;20.01.2025;iOS;Юг;female;24;1;Одежда;Детские товары;Детские товары;12.09.2025;1;779.37;779.37;230;7.3;unknown;1;1
215;9000216;13.06.2023;iOS;Поволжье;unknown;36;1;Красота;Красота;Обувь;28.02.2025;1;2295.8;2295.8;426;7.2;high;0;0
216;9000217;16.02.2023;iOS;Москва и МО;female;21;1;Канцелярия;Одежда;Красота;22.06.2025;2;2249.01;1124.505;312;8.0;low;1;0
217;9000218;15.11.2025;Android;Москва и МО;female;45;1;Товары для животных;Красота;Красота;22.03.2026;2;657.16;328.58;39;8.0;high;1;0
218;9000219;26.06.2023;Android;Поволжье;female;39;1;Одежда;Аксессуары;Одежда;20.03.2026;2;2821.77;1410.885;41;7.2;low;1;0
219;9000220;30.01.2023;iOS;Центр;male;27;1;Товары для животных;Электроника;Красота;22.12.2025;1;752.21;752.21;129;7.1;mid;0;0
220;9000221;20.01.2026;Android;Центр;female;50;1;Дом;Одежда;Одежда;;0;0.0;0.0;999;8.0;low;1;0
221;9000222;24.07.2025;Android;Санкт-Петербург;female;29;1;Обувь;Спорт;Дом;;0;0.0;0.0;999;8.0;low;1;0
222;9000223;26.07.2024;Android;Сибирь;female;19;1;Дом;Одежда;Одежда;06.01.2026;7;21629.88;3089.9828571428575;114;8.0;unknown;1;0
223;9000224;16.11.2023;Android;Центр;female;36;1;Одежда;Обувь;Спорт;07.03.2026;2;9217.21;4608.6050000000005;54;7.3;mid;0;1
224;9000225;04.03.2025;iOS;Сибирь;male;45;1;Обувь;Дом;Обувь;05.01.2026;2;6824.71;3412.355;115;7.3;high;1;0
225;9000226;21.11.2023;Android;Москва и МО;male;48;0;Дом;Одежда;Аксессуары;10.06.2025;3;6684.93;2228.31;324;7.3;unknown;0;1
226;9000227;13.11.2024;Web;Поволжье;female;29;1;Дом;Одежда;Спорт;06.02.2026;2;2803.62;1401.81;83;8.0;high;1;1
227;9000228;31.12.2024;iOS;Москва и МО;female;31;1;Детские товары;Дом;Одежда;14.02.2026;1;467.84;467.84;75;7.1;low;1;1
228;9000229;28.10.2025;Android;Москва и МО;male;54;1;Красота;Красота;Товары для животных;14.03.2026;1;952.38;952.38;47;8.0;mid;0;0
229;9000230;06.12.2023;iOS;Москва и МО;female;16;1;Электроника;Дом;Одежда;13.02.2026;1;546.36;546.36;76;7.3;high;1;0
230;9000231;13.09.2024;Android;Москва и МО;female;33;1;Дом;Обувь;Красота;23.11.2025;1;1123.75;1123.75;158;7.4;mid;1;1
231;9000232;09.12.2022;Web;Урал;female;45;1;Аксессуары;Дом;Красота;30.03.2026;2;2411.66;1205.83;31;7.3;high;0;0
232;9000233;22.06.2023;Web;Центр;male;35;1;Обувь;Аксессуары;Спорт;;0;0.0;0.0;999;8.0;high;0;0
233;9000234;04.06.2025;iOS;Москва и МО;male;31;0;Детские товары;Красота;Дом;08.02.2026;2;2295.03;1147.515;81;7.3;mid;1;0
234;9000235;01.04.2024;Web;Центр;male;26;0;Спорт;Обувь;Детские товары;24.04.2026;1;668.34;668.34;6;8.1;mid;1;0
235;9000236;08.11.2022;Web;Москва и МО;female;42;0;Аксессуары;Дом;Аксессуары;08.10.2025;3;7565.379999999999;2521.793333333333;204;8.0;mid;1;1
236;9000237;22.03.2026;iOS;Санкт-Петербург;female;29;1;Спорт;Одежда;Обувь;;0;0.0;0.0;999;7.3;high;0;0
237;9000238;13.05.2023;Android;Москва и МО;male;38;0;Электроника;Детские товары;Одежда;05.08.2025;2;4846.75;2423.375;268;7.4;low;1;0
238;9000239;10.06.2024;Android;Москва и МО;male;50;1;Спорт;Электроника;Красота;16.12.2025;3;5747.3;1915.7666666666669;135;8.1;high;1;0
239;9000240;05.03.2026;Web;Поволжье;female;22;1;Обувь;Дом;Аксессуары;;0;0.0;0.0;999;8.0;low;1;1
240;9000241;04.12.2025;Android;Поволжье;female;33;0;Электроника;Одежда;Красота;20.03.2026;1;514.8;514.8;41;7.2;low;0;1
241;9000242;20.04.2025;Android;Москва и МО;female;31;1;Электроника;Канцелярия;Обувь;22.06.2025;1;132.6;132.6;312;7.4;mid;1;0
242;9000243;19.05.2025;Android;Центр;unknown;24;1;Одежда;Аксессуары;Красота;;0;0.0;0.0;999;8.1;mid;1;0
243;9000244;10.05.2023;Web;Санкт-Петербург;female;24;1;Аксессуары;Дом;Спорт;08.03.2026;1;234.6;234.6;53;8.0;mid;1;0
244;9000245;28.08.2025;iOS;Сибирь;female;35;1;Одежда;Спорт;Электроника;05.02.2026;1;1288.98;1288.98;84;7.2;low;1;1
245;9000246;25.02.2023;Android;Юг;male;18;1;Канцелярия;Дом;Одежда;;0;0.0;0.0;999;7.3;mid;0;0
246;9000247;21.11.2022;Android;Урал;male;52;1;Красота;Товары для животных;Спорт;30.01.2026;3;5120.21;1706.736666666667;90;7.1;mid;1;0
247;9000248;29.12.2022;iOS;Урал;male;51;1;Электроника;Детские товары;Дом;19.04.2026;4;10271.58;2567.895;11;7.3;low;1;0
248;9000249;25.12.2025;Android;Дальний Восток;male;17;1;Дом;Детские товары;Товары для животных;31.12.2025;1;693.67;693.67;120;7.4;low;1;1
249;9000250;15.11.2023;Android;Центр;male;40;1;Обувь;Детские товары;Одежда;04.04.2025;3;9910.3;3303.433333333333;391;7.1;mid;0;0
250;9000251;20.03.2024;Android;Москва и МО;male;25;1;Одежда;Дом;Обувь;20.09.2025;1;604.8;604.8;222;7.2;mid;1;0
251;9000252;30.06.2023;iOS;Центр;female;49;1;Одежда;Красота;Электроника;16.03.2026;5;5227.780000000001;1045.556;45;7.4;mid;0;0
252;9000253;03.12.2023;Android;Юг;female;44;1;Обувь;Электроника;Детские товары;22.10.2025;2;8522.84;4261.42;190;7.3;unknown;1;0
253;9000254;06.11.2024;Android;Центр;female;32;1;Аксессуары;Детские товары;Обувь;04.02.2026;5;17401.48;3480.296;85;7.3;high;0;0
254;9000255;24.05.2024;Android;Юг;female;16;0;Красота;Одежда;Канцелярия;18.02.2026;2;442.9;221.45;71;8.0;high;1;0
255;9000256;28.01.2023;iOS;Юг;male;21;1;Спорт;Канцелярия;Обувь;15.12.2025;3;6668.64;2222.88;136;7.3;low;1;0
256;9000257;08.03.2023;iOS;Сибирь;female;36;1;Товары для животных;Детские товары;Детские товары;06.12.2024;1;2044.02;2044.02;510;8.0;low;1;0
257;9000258;02.04.2023;Android;Москва и МО;female;29;1;Одежда;Спорт;Детские товары;24.03.2026;4;10840.4;2710.1;37;8.0;mid;1;1
258;9000259;02.10.2023;Android;Сибирь;female;47;0;Электроника;Одежда;Аксессуары;13.12.2024;1;2390.08;2390.08;503;7.3;low;1;0
259;9000260;19.08.2023;Android;Москва и МО;female;42;1;Красота;Одежда;Дом;04.02.2025;2;3966.84;1983.42;450;7.3;low;1;0
260;9000261;15.08.2025;Android;Центр;female;20;1;Спорт;Канцелярия;Красота;;0;0.0;0.0;999;7.3;mid;1;1
261;9000262;17.12.2023;Web;Санкт-Петербург;female;40;1;Обувь;Аксессуары;Дом;27.10.2024;1;371.28;371.28;550;7.4;mid;0;0
262;9000263;23.07.2025;Android;Юг;female;38;1;Детские товары;Электроника;Обувь;06.09.2025;1;5068.05;5068.05;236;8.0;mid;0;0
263;9000264;24.12.2023;iOS;Москва и МО;female;39;1;Электроника;Одежда;Дом;;0;0.0;0.0;999;7.4;mid;1;0
264;9000265;10.12.2024;Android;Юг;female;48;0;Спорт;Электроника;Одежда;;0;0.0;0.0;999;7.3;low;1;1
265;9000266;27.12.2024;iOS;Дальний Восток;female;44;1;Электроника;Дом;Одежда;;0;0.0;0.0;999;7.4;mid;0;0
266;9000267;27.12.2025;Android;Центр;female;26;1;Товары для животных;Аксессуары;Детские товары;;0;0.0;0.0;999;7.4;mid;0;0
267;9000268;10.04.2024;iOS;Поволжье;female;37;0;Одежда;Электроника;Аксессуары;08.01.2026;4;7163.03;1790.7575;112;7.4;mid;1;1
268;9000269;24.10.2023;iOS;Урал;female;40;1;Аксессуары;Товары для животных;Красота;11.04.2026;4;13530.08;3382.52;19;8.1;mid;0;0
269;9000270;06.09.2024;iOS;Урал;female;30;1;Одежда;Аксессуары;Красота;22.09.2025;1;512.12;512.12;220;8.1;mid;0;0
270;9000271;23.08.2025;iOS;Поволжье;unknown;45;0;Одежда;Обувь;Дом;19.02.2026;3;8081.36;2693.7866666666664;70;8.0;high;1;0
271;9000272;01.04.2024;Android;Санкт-Петербург;male;63;1;Одежда;Электроника;Красота;24.11.2025;3;3808.31;1269.4366666666667;157;7.4;low;0;1
272;9000273;30.09.2025;Android;Москва и МО;female;37;1;Товары для животных;Спорт;Обувь;18.04.2026;1;6948.68;6948.68;12;8.0;mid;1;0
273;9000274;16.11.2022;iOS;Поволжье;female;35;1;Спорт;Аксессуары;Детские товары;;0;0.0;0.0;999;7.4;low;0;0
274;9000275;21.05.2025;iOS;Санкт-Петербург;male;37;1;Аксессуары;Дом;Канцелярия;;0;0.0;0.0;999;7.4;mid;1;1
275;9000276;15.01.2026;Android;Москва и МО;male;38;1;Обувь;Красота;Красота;;0;0.0;0.0;999;8.0;high;0;0
276;9000277;03.06.2023;iOS;Юг;male;36;1;Одежда;Обувь;Спорт;;0;0.0;0.0;999;8.1;unknown;1;0
277;9000278;19.05.2025;Android;Санкт-Петербург;female;36;1;Одежда;Дом;Спорт;;0;0.0;0.0;999;7.1;unknown;1;0
278;9000279;18.05.2024;iOS;Урал;male;36;1;Красота;Канцелярия;Одежда;30.01.2026;4;5116.63;1279.1575;90;7.4;mid;0;1
279;9000280;27.03.2023;iOS;Поволжье;male;49;0;Одежда;Обувь;Товары для животных;10.03.2026;1;4477.44;4477.44;51;7.2;high;0;0
280;9000281;03.06.2025;Android;Москва и МО;male;36;1;Дом;Спорт;Аксессуары;10.03.2026;1;856.92;856.92;51;8.0;high;0;0
281;9000282;21.04.2025;Android;Поволжье;female;36;0;Дом;Аксессуары;Детские товары;16.01.2026;2;2786.7799999999997;1393.39;104;8.1;mid;0;1
282;9000283;13.06.2023;iOS;Москва и МО;male;42;0;Товары для животных;Электроника;Обувь;19.04.2026;4;13479.38;3369.8450000000003;11;8.0;mid;1;0
283;9000284;22.07.2025;Android;Юг;female;37;1;Товары для животных;Детские товары;Электроника;10.09.2025;1;862.75;862.75;232;8.1;low;1;1
284;9000285;12.11.2023;iOS;Москва и МО;male;33;0;Дом;Товары для животных;Обувь;06.11.2025;2;2117.9;1058.95;175;8.0;low;0;0
285;9000286;02.06.2024;iOS;Санкт-Петербург;male;22;1;Обувь;Одежда;Красота;08.09.2025;2;1920.78;960.39;234;8.1;low;1;1
286;9000287;22.08.2024;Android;Центр;male;49;1;Одежда;Аксессуары;Аксессуары;28.04.2026;2;6348.0;3174.0;2;7.4;mid;1;0
287;9000288;10.12.2024;Android;Москва и МО;female;28;1;Аксессуары;Товары для животных;Спорт;06.11.2025;3;2182.51;727.5033333333334;175;7.1;high;1;0
288;9000289;11.07.2025;Android;Москва и МО;female;35;1;Одежда;Красота;Одежда;31.03.2026;2;1776.0;888.0;30;7.4;mid;0;1
289;9000290;22.12.2025;Android;Поволжье;male;37;1;Красота;Одежда;Спорт;;0;0.0;0.0;999;8.0;low;0;1
290;9000291;16.02.2024;Android;Поволжье;male;36;0;Детские товары;Одежда;Дом;02.10.2025;2;1581.27;790.635;210;8.0;low;0;0
291;9000292;05.10.2022;Android;Санкт-Петербург;male;40;0;Одежда;Детские товары;Спорт;27.04.2025;3;1365.78;455.26;368;8.0;high;0;0
292;9000293;13.03.2023;Android;Поволжье;male;41;1;Обувь;Канцелярия;Красота;30.12.2025;1;4074.04;4074.04;121;8.0;mid;0;1
293;9000294;29.04.2023;iOS;Санкт-Петербург;male;37;1;Дом;Красота;Обувь;27.10.2025;5;16394.34;3278.868;185;7.3;mid;0;0
294;9000295;07.04.2024;iOS;Юг;female;33;1;Электроника;Обувь;Детские товары;22.04.2026;2;3015.68;1507.84;8;7.3;mid;0;0
295;9000296;15.05.2025;iOS;Сибирь;unknown;30;1;Одежда;Электроника;Детские товары;;0;0.0;0.0;999;7.4;high;1;0
296;9000297;28.04.2024;iOS;Сибирь;male;31;1;Детские товары;Электроника;Дом;05.12.2024;1;1440.96;1440.96;511;7.4;unknown;1;0
297;9000298;11.01.2024;Web;Центр;female;34;1;Спорт;Дом;Электроника;;0;0.0;0.0;999;8.1;low;0;0
298;9000299;03.07.2025;iOS;Москва и МО;female;36;1;Дом;Одежда;Одежда;;0;0.0;0.0;999;8.1;high;1;1
299;9000300;22.04.2024;Android;Москва и МО;female;22;0;Одежда;Электроника;Аксессуары;;0;0.0;0.0;999;7.4;unknown;0;1
300;9000301;24.09.2023;Android;Поволжье;female;33;1;Красота;Обувь;Дом;28.12.2025;4;7217.910000000001;1804.4775;123;7.3;mid;1;0
301;9000302;04.02.2024;Android;Урал;female;28;0;Дом;Спорт;Детские товары;07.01.2026;2;3557.2200000000003;1778.61;113;8.0;low;1;0
302;9000303;05.03.2024;Android;Москва и МО;male;21;1;Дом;Обувь;Товары для животных;25.10.2025;1;149.6;149.6;187;8.0;mid;1;0
303;9000304;22.09.2025;Android;Центр;female;48;1;Дом;Одежда;Одежда;;0;0.0;0.0;999;7.3;mid;1;0
304;9000305;27.09.2025;iOS;Поволжье;female;38;1;Товары для животных;Спорт;Одежда;03.02.2026;1;3144.96;3144.96;86;7.4;low;1;1
305;9000306;22.04.2024;Android;Москва и МО;male;36;1;Обувь;Электроника;Аксессуары;01.11.2025;2;2193.84;1096.92;180;7.1;high;1;1
306;9000307;27.11.2024;Android;Москва и МО;male;24;0;Электроника;Одежда;Одежда;05.04.2026;2;4923.84;2461.92;25;7.3;unknown;1;0
307;9000308;27.06.2025;iOS;Москва и МО;male;47;1;Красота;Обувь;Дом;;0;0.0;0.0;999;7.3;mid;0;0
308;9000309;10.10.2024;Web;Сибирь;male;29;1;Красота;Дом;Одежда;;0;0.0;0.0;999;8.1;high;1;1
309;9000310;11.05.2024;Android;Поволжье;male;24;0;Электроника;Обувь;Дом;01.05.2026;3;2574.52;858.1733333333333;-1;7.3;high;0;1
310;9000311;05.10.2024;Android;Москва и МО;female;37;1;Красота;Аксессуары;Детские товары;12.09.2025;1;3749.0;3749.0;230;8.0;mid;1;1
311;9000312;09.03.2024;iOS;Урал;male;20;1;Одежда;Детские товары;Обувь;;0;0.0;0.0;999;7.4;mid;0;0
312;9000313;27.11.2023;Android;Юг;male;55;1;Одежда;Красота;Спорт;;0;0.0;0.0;999;8.0;mid;1;1
313;9000314;19.07.2024;Android;Сибирь;female;39;1;Электроника;Дом;Красота;23.11.2025;2;9822.91;4911.455;158;7.4;mid;1;0
314;9000315;24.08.2024;Android;Юг;female;32;1;Дом;Обувь;Канцелярия;01.03.2026;3;3191.1800000000003;1063.7266666666667;60;8.0;high;0;0
315;9000316;01.02.2024;iOS;Москва и МО;unknown;38;1;Одежда;Красота;Красота;11.04.2025;2;2888.14;1444.07;384;8.0;mid;1;0
316;9000317;29.01.2024;Android;Санкт-Петербург;female;58;1;Красота;Детские товары;Детские товары;20.09.2025;3;1143.75;381.25;222;8.0;low;1;0
317;9000318;20.10.2022;Android;Москва и МО;female;29;1;Электроника;Красота;Дом;;0;0.0;0.0;999;7.2;high;1;0
318;9000319;09.07.2024;iOS;Урал;male;41;1;Одежда;Аксессуары;Красота;01.02.2026;2;2212.13;1106.065;88;7.4;low;1;1
319;9000320;28.02.2023;iOS;Дальний Восток;female;16;1;Аксессуары;Красота;Канцелярия;27.07.2024;1;6271.64;6271.64;642;8.0;unknown;1;1
320;9000321;28.11.2024;Android;Центр;female;39;0;Детские товары;Детские товары;Электроника;30.05.2025;2;1674.14;837.0699999999999;335;7.3;high;1;0
321;9000322;13.08.2025;iOS;Урал;female;32;0;Детские товары;Электроника;Электроника;26.04.2026;1;449.44;449.44;4;8.0;high;1;1
322;9000323;14.02.2026;Android;Урал;male;26;1;Одежда;Дом;Товары для животных;;0;0.0;0.0;999;8.0;mid;1;0
323;9000324;06.02.2024;Android;Москва и МО;female;31;1;Канцелярия;Одежда;Дом;07.11.2025;3;3081.07;1027.0233333333333;174;7.3;mid;0;0
324;9000325;13.10.2023;Android;Москва и МО;female;29;1;Одежда;Дом;Обувь;13.09.2025;1;360.0;360.0;229;8.0;mid;1;0
325;9000326;12.11.2024;Android;Сибирь;female;31;1;Красота;Дом;Электроника;16.11.2025;2;1717.0;858.5;165;7.3;high;1;0
326;9000327;07.05.2023;iOS;Санкт-Петербург;female;34;0;Канцелярия;Одежда;Красота;17.02.2026;3;2464.46;821.4866666666667;72;8.1;high;1;1
327;9000328;29.09.2025;iOS;Поволжье;unknown;41;1;Товары для животных;Одежда;Одежда;;0;0.0;0.0;999;8.0;unknown;0;1
328;9000329;21.12.2023;iOS;Поволжье;female;29;1;Детские товары;Красота;Дом;22.04.2026;5;9307.43;1861.486;8;7.4;low;1;0
329;9000330;30.11.2025;iOS;Сибирь;female;36;1;Красота;Товары для животных;Обувь;;0;0.0;0.0;999;7.4;mid;1;1
330;9000331;06.12.2022;Android;Сибирь;male;32;1;Одежда;Детские товары;Одежда;06.06.2025;1;1076.16;1076.16;328;7.2;unknown;0;0
331;9000332;22.04.2025;Android;Сибирь;male;43;1;Красота;Детские товары;Обувь;09.04.2026;1;1752.78;1752.78;21;7.4;mid;1;0
332;9000333;02.02.2025;iOS;Москва и МО;unknown;39;1;Одежда;Аксессуары;Дом;22.01.2026;2;4381.08;2190.54;98;7.4;mid;1;1
333;9000334;29.10.2024;iOS;Поволжье;unknown;30;1;Дом;Одежда;Канцелярия;17.11.2025;1;3157.7;3157.7;164;7.1;high;0;0
334;9000335;19.02.2026;Android;Юг;male;21;0;Детские товары;Дом;Одежда;;0;0.0;0.0;999;7.4;high;0;0
335;9000336;08.02.2025;iOS;Москва и МО;male;48;1;Аксессуары;Обувь;Красота;14.10.2025;3;5684.73;1894.91;198;7.4;mid;1;0
336;9000337;28.02.2026;Android;Юг;female;25;0;Одежда;Детские товары;Красота;;0;0.0;0.0;999;8.1;high;1;1
337;9000338;24.10.2024;iOS;Юг;female;23;1;Одежда;Красота;Дом;04.10.2025;1;1282.97;1282.97;208;7.4;high;0;1
338;9000339;24.12.2024;iOS;Урал;male;49;0;Электроника;Красота;Одежда;06.11.2025;1;3072.0;3072.0;175;7.3;low;1;1
339;9000340;27.06.2024;Android;Москва и МО;female;36;0;Красота;Спорт;Одежда;12.11.2025;1;8942.44;8942.44;169;7.3;low;1;1
340;9000341;02.06.2025;iOS;Центр;female;62;1;Одежда;Дом;Электроника;29.10.2025;2;3958.81;1979.405;183;7.2;mid;0;0
341;9000342;03.03.2023;iOS;Поволжье;male;28;1;Красота;Товары для животных;Обувь;;0;0.0;0.0;999;7.2;mid;0;0
342;9000343;27.04.2024;Android;Москва и МО;female;31;1;Дом;Красота;Детские товары;25.02.2026;3;5429.620000000001;1809.8733333333337;64;7.3;low;0;0
343;9000344;06.05.2023;Web;Сибирь;female;29;0;Товары для животных;Аксессуары;Дом;12.04.2026;3;6454.66;2151.5533333333333;18;8.1;mid;0;0
344;9000345;05.08.2023;Android;Дальний Восток;unknown;34;1;Одежда;Аксессуары;Обувь;02.04.2026;3;3765.02;1255.006666666667;28;7.4;mid;1;1
345;9000346;04.12.2025;Android;Поволжье;female;34;1;Электроника;Дом;Канцелярия;;0;0.0;0.0;999;7.3;low;1;0
346;9000347;07.07.2024;Web;Москва и МО;female;37;1;Электроника;Детские товары;Одежда;14.04.2026;2;1839.0;919.5;16;7.3;mid;1;0
347;9000348;18.05.2023;Android;Санкт-Петербург;male;35;0;Красота;Канцелярия;Товары для животных;23.08.2025;4;3407.71;851.9275;250;7.4;low;1;1
348;9000349;24.12.2024;Android;Москва и МО;male;36;0;Аксессуары;Электроника;Дом;;0;0.0;0.0;999;7.3;mid;0;0
349;9000350;23.01.2025;Android;Санкт-Петербург;male;39;1;Канцелярия;Электроника;Товары для животных;;0;0.0;0.0;999;7.3;mid;1;0
350;9000351;09.10.2025;Android;Урал;female;44;1;Одежда;Дом;Электроника;23.02.2026;1;3020.64;3020.64;66;7.4;unknown;1;0
351;9000352;11.01.2024;Android;Москва и МО;male;26;0;Одежда;Электроника;Дом;07.03.2026;2;4940.13;2470.065;54;8.0;high;0;0
352;9000353;03.12.2023;Android;Москва и МО;female;38;0;Канцелярия;Аксессуары;Спорт;28.01.2025;3;2263.21;754.4033333333333;457;7.1;unknown;1;0
353;9000354;19.10.2024;Android;Москва и МО;female;39;1;Дом;Красота;Одежда;18.04.2026;4;4603.78;1150.945;12;7.4;low;1;1
354;9000355;25.10.2023;Android;Санкт-Петербург;female;34;1;Одежда;Электроника;Красота;11.11.2025;2;4958.42;2479.21;170;7.4;low;1;0
355;9000356;01.02.2026;iOS;Центр;female;23;1;Дом;Аксессуары;Одежда;;0;0.0;0.0;999;8.0;mid;1;0
356;9000357;29.04.2024;Android;Урал;male;41;1;Канцелярия;Одежда;Одежда;18.02.2026;2;1293.62;646.81;71;7.4;mid;1;1
357;9000358;19.04.2025;Android;Центр;male;38;1;Электроника;Красота;Спорт;;0;0.0;0.0;999;7.2;mid;1;0
358;9000359;02.08.2024;iOS;Центр;unknown;44;1;Обувь;Красота;Дом;23.10.2025;2;6758.96;3379.48;189;7.4;high;1;1
359;9000360;27.06.2024;iOS;Москва и МО;male;44;1;Детские товары;Дом;Одежда;27.09.2024;1;3436.5;3436.5;580;8.0;unknown;1;1
360;9000361;22.05.2023;iOS;Сибирь;male;57;1;Обувь;Канцелярия;Одежда;25.12.2024;1;585.36;585.36;491;7.4;high;0;1
361;9000362;22.11.2022;Android;Сибирь;female;42;1;Аксессуары;Одежда;Детские товары;11.10.2025;2;1187.07;593.535;201;8.1;mid;1;0
362;9000363;22.06.2024;Android;Центр;female;52;1;Дом;Одежда;Спорт;04.02.2025;1;3580.2;3580.2;450;7.4;low;1;0
363;9000364;21.09.2022;iOS;Москва и МО;female;19;1;Красота;Аксессуары;Обувь;;0;0.0;0.0;999;8.0;mid;1;1
364;9000365;08.07.2024;Web;Центр;male;40;1;Детские товары;Аксессуары;Дом;;0;0.0;0.0;999;7.2;mid;1;1
365;9000366;29.11.2022;iOS;Центр;female;23;0;Красота;Спорт;Товары для животных;31.10.2024;1;1966.39;1966.39;546;8.1;mid;1;0
366;9000367;20.09.2023;Android;Санкт-Петербург;female;37;1;Детские товары;Электроника;Красота;;0;0.0;0.0;999;7.2;low;0;0
367;9000368;12.07.2025;iOS;Москва и МО;female;45;0;Спорт;Электроника;Обувь;16.11.2025;1;5310.8;5310.8;165;7.2;mid;0;0
368;9000369;05.08.2025;Android;Поволжье;female;24;1;Одежда;Красота;Спорт;26.01.2026;3;5952.01;1984.003333333333;94;8.1;mid;0;1
369;9000370;05.11.2024;iOS;Поволжье;female;39;1;Красота;Красота;Товары для животных;;0;0.0;0.0;999;8.0;mid;0;0
370;9000371;25.04.2023;Android;Москва и МО;female;48;1;Одежда;Обувь;Электроника;09.08.2025;2;3618.36;1809.18;264;7.3;high;0;0
371;9000372;11.01.2025;Web;Центр;female;32;1;Дом;Обувь;Электроника;16.05.2025;1;286.65;286.65;349;8.1;mid;1;0
372;9000373;16.09.2025;Android;Центр;female;23;1;Детские товары;Канцелярия;Электроника;29.01.2026;2;412.28;206.14;91;8.0;mid;1;0
373;9000374;10.05.2024;Android;Юг;male;22;0;Дом;Детские товары;Спорт;27.10.2024;1;465.62;465.62;550;7.4;mid;1;0
374;9000375;06.06.2024;Android;Юг;female;27;1;Дом;Детские товары;Обувь;24.11.2025;2;3942.84;1971.42;157;7.2;high;0;0
