seller_id;seller_registration_dt;seller_first_sale_dt;seller_main_category;seller_region_cluster;seller_size_bucket;fulfillment_model;seller_manager_region;seller_onboarding_channel;seller_has_logo_flag
100331;16.08.2025;03.09.2025;Одежда;Урал;micro;FBS;center;referral;0
100332;23.08.2024;28.08.2024;Одежда;Санкт-Петербург;medium;mixed;east;offline_event;0
100333;28.03.2024;11.04.2024;Красота;Сибирь;micro;FBS;north;organic;0
100334;28.09.2025;30.10.2025;Детские товары;Москва и МО;small;FBS;center;offline_event;1
100335;20.05.2025;24.05.2025;Одежда;Поволжье;medium;FBO;east;partner;1
100336;30.09.2023;11.11.2023;Одежда;Москва и МО;micro;FBO;south;ads;1
100337;13.01.2024;09.02.2024;Одежда;Юг;micro;mixed;north;organic;1
100338;12.08.2024;21.09.2024;Красота;Поволжье;micro;FBO;north;organic;1
100339;30.11.2025;07.01.2026;Детские товары;Юг;medium;mixed;north;organic;1
100340;18.08.2025;19.10.2025;Канцелярия;Урал;small;mixed;center;organic;1
100341;31.05.2024;16.08.2024;Канцелярия;Поволжье;micro;FBO;west;organic;1
100342;23.12.2023;11.02.2024;Красота;Москва и МО;micro;mixed;north;partner;1
100343;07.03.2025;19.03.2025;Красота;Центр;medium;mixed;north;organic;1
100344;02.10.2023;14.10.2023;Одежда;Центр;small;FBO;south;organic;0
100345;28.10.2025;16.11.2025;Канцелярия;Сибирь;small;FBO;north;organic;1
100346;18.05.2024;21.06.2024;Аксессуары;Сибирь;micro;FBS;center;partner;0
100347;16.08.2023;20.09.2023;Одежда;Дальний Восток;medium;FBS;west;offline_event;1
100348;08.11.2023;18.12.2023;Детские товары;Поволжье;small;FBO;west;organic;1
100349;21.09.2025;11.10.2025;Аксессуары;Центр;micro;FBS;west;organic;1
100350;02.04.2024;03.06.2024;Красота;Сибирь;micro;FBO;center;referral;1
100351;22.05.2024;07.06.2024;Электроника;Юг;micro;mixed;east;organic;1
100352;25.01.2024;08.02.2024;Одежда;Центр;micro;FBS;center;referral;1
100353;03.12.2025;13.12.2025;Детские товары;Урал;medium;FBO;center;partner;1
100354;15.02.2026;12.03.2026;Канцелярия;Москва и МО;micro;mixed;center;referral;1
100355;26.09.2023;02.01.2024;Одежда;Сибирь;small;FBO;east;ads;1
100356;06.10.2024;04.11.2024;Дом;Урал;micro;FBO;south;partner;1
100357;24.01.2026;07.02.2026;Электроника;Москва и МО;micro;FBO;center;offline_event;1
100358;23.10.2025;31.10.2025;Спорт;Центр;small;mixed;center;partner;0
100359;10.06.2025;25.06.2025;Электроника;Сибирь;micro;FBS;center;ads;1
100360;13.05.2025;12.06.2025;Обувь;Урал;micro;FBO;west;partner;1
100361;28.06.2024;18.09.2024;Обувь;Москва и МО;micro;FBS;center;offline_event;1
100362;25.03.2025;21.05.2025;Дом;Поволжье;small;FBS;south;referral;1
100363;20.11.2024;25.11.2024;Дом;Юг;micro;FBO;east;organic;0
100364;03.11.2024;22.11.2024;Электроника;Москва и МО;small;FBO;center;partner;0
100365;29.12.2024;18.01.2025;Одежда;Юг;small;FBO;north;organic;0
100366;11.08.2023;18.08.2023;Спорт;Санкт-Петербург;small;mixed;south;partner;1
100367;20.07.2024;13.08.2024;Детские товары;Сибирь;small;FBO;center;organic;1
100368;31.01.2026;15.03.2026;Красота;Юг;micro;FBS;south;referral;1
100369;30.11.2024;08.02.2025;Электроника;Центр;small;FBO;north;ads;0
100370;09.12.2024;07.01.2025;Канцелярия;Урал;medium;FBO;north;referral;1
100371;23.07.2025;09.08.2025;Электроника;Юг;micro;FBS;center;ads;1
100372;06.05.2025;24.06.2025;Обувь;Санкт-Петербург;micro;FBO;center;ads;0
100373;24.04.2025;16.05.2025;Электроника;Москва и МО;micro;FBO;center;referral;1
100374;29.12.2024;10.01.2025;Дом;Поволжье;small;mixed;west;partner;1
100375;13.04.2025;04.05.2025;Дом;Москва и МО;micro;FBO;north;partner;1
100376;07.07.2024;11.07.2024;Дом;Юг;small;FBS;south;organic;1
100377;19.08.2025;21.09.2025;Аксессуары;Сибирь;micro;FBO;south;partner;1
100378;26.05.2025;14.06.2025;Одежда;Урал;medium;FBS;west;referral;1
100379;15.01.2026;15.03.2026;Обувь;Москва и МО;small;mixed;south;ads;0
100380;05.04.2025;30.04.2025;Товары для животных;Москва и МО;micro;FBO;west;ads;0
100381;31.01.2024;07.03.2024;Детские товары;Москва и МО;micro;FBO;north;organic;1
100382;27.12.2023;20.01.2024;Одежда;Центр;micro;mixed;south;partner;1
100383;25.03.2025;29.05.2025;Детские товары;Юг;medium;FBS;west;offline_event;0
100384;15.09.2023;07.10.2023;Обувь;Москва и МО;medium;FBS;east;referral;1
100385;19.12.2025;28.02.2026;Электроника;Санкт-Петербург;medium;FBS;south;referral;1
100386;24.08.2023;13.10.2023;Красота;Поволжье;small;FBO;south;organic;1
100387;07.02.2025;11.03.2025;Одежда;Центр;micro;FBO;center;referral;1
100388;15.09.2024;23.10.2024;Красота;Москва и МО;medium;mixed;north;partner;1
100389;12.02.2025;03.03.2025;Красота;Сибирь;small;mixed;center;ads;1
100390;16.02.2026;03.03.2026;Одежда;Дальний Восток;micro;FBS;south;partner;0
100391;11.05.2024;28.06.2024;Аксессуары;Центр;micro;FBS;center;offline_event;1
100392;20.03.2025;09.04.2025;Красота;Москва и МО;small;FBO;north;referral;0
100393;01.03.2024;06.03.2024;Спорт;Урал;small;FBS;east;ads;0
100394;19.06.2025;15.07.2025;Красота;Центр;small;FBO;south;referral;1
100395;19.09.2025;11.10.2025;Красота;Центр;micro;FBO;south;organic;1
100396;21.05.2025;08.06.2025;Красота;Москва и МО;small;FBS;center;ads;0
100397;22.03.2025;04.04.2025;Красота;Урал;micro;FBS;north;referral;1
100398;03.06.2024;01.08.2024;Аксессуары;Сибирь;micro;mixed;west;organic;1
100399;30.09.2024;20.10.2024;Дом;Урал;micro;FBS;south;partner;1
100400;13.02.2024;12.04.2024;Аксессуары;Центр;medium;FBO;east;partner;1
100401;14.01.2025;07.02.2025;Красота;Урал;large;FBO;east;organic;1
100402;07.01.2026;21.01.2026;Красота;Урал;micro;FBO;west;organic;1
100403;07.05.2025;06.06.2025;Обувь;Сибирь;medium;FBO;south;ads;0
100404;23.08.2023;10.09.2023;Дом;Москва и МО;medium;FBS;east;organic;0
100405;16.09.2025;22.10.2025;Одежда;Юг;large;FBO;west;organic;1
100406;13.02.2026;23.02.2026;Канцелярия;Дальний Восток;micro;FBO;south;organic;0
100407;19.04.2025;05.06.2025;Дом;Москва и МО;micro;FBO;center;referral;0
100408;23.05.2024;29.05.2024;Детские товары;Урал;micro;FBO;east;organic;1
100409;24.04.2025;28.04.2025;Красота;Санкт-Петербург;medium;mixed;west;partner;1
100410;30.07.2023;19.08.2023;Одежда;Поволжье;micro;FBS;center;partner;1
100411;21.03.2025;30.06.2025;Спорт;Дальний Восток;small;FBO;center;organic;1
100412;02.10.2023;27.10.2023;Обувь;Санкт-Петербург;large;FBS;south;organic;1
100413;05.08.2023;22.09.2023;Красота;Москва и МО;micro;FBO;west;offline_event;0
100414;29.09.2025;08.10.2025;Одежда;Поволжье;micro;FBS;south;organic;1
100415;09.11.2023;02.02.2024;Обувь;Москва и МО;medium;FBO;south;ads;1
100416;05.07.2025;22.09.2025;Одежда;Москва и МО;small;FBO;north;organic;1
100417;02.04.2024;05.05.2024;Аксессуары;Юг;small;FBO;west;organic;1
100418;12.02.2025;06.03.2025;Аксессуары;Поволжье;medium;FBS;south;organic;1
100419;17.10.2025;20.11.2025;Дом;Центр;small;FBO;center;ads;1
100420;12.06.2025;19.07.2025;Электроника;Сибирь;medium;FBS;east;ads;1
100421;10.06.2025;11.07.2025;Красота;Урал;micro;FBO;center;organic;0
100422;24.12.2025;24.01.2026;Одежда;Сибирь;micro;mixed;north;referral;0
100423;02.12.2024;23.12.2024;Канцелярия;Москва и МО;medium;FBO;south;referral;1
100424;12.07.2023;21.08.2023;Дом;Москва и МО;large;FBS;center;ads;0
100425;13.12.2023;22.12.2023;Канцелярия;Юг;medium;FBO;center;organic;0
100426;30.01.2024;04.02.2024;Одежда;Урал;micro;mixed;north;partner;1
100427;22.10.2023;30.11.2023;Дом;Юг;micro;FBO;center;referral;1
100428;07.09.2024;24.10.2024;Детские товары;Сибирь;micro;mixed;north;ads;1
100429;22.02.2025;07.04.2025;Одежда;Москва и МО;small;FBO;center;offline_event;0
100430;05.12.2025;26.01.2026;Детские товары;Москва и МО;micro;FBS;center;organic;1
100431;04.05.2025;21.05.2025;Товары для животных;Урал;micro;FBO;center;organic;1
100432;30.03.2024;30.04.2024;Электроника;Юг;micro;FBO;center;organic;1
100433;16.08.2025;02.10.2025;Красота;Санкт-Петербург;micro;FBO;west;offline_event;1
100434;29.04.2025;06.07.2025;Одежда;Юг;small;FBO;south;organic;1
100435;30.08.2024;02.10.2024;Обувь;Поволжье;small;mixed;north;organic;1
100436;10.10.2024;01.12.2024;Одежда;Дальний Восток;medium;FBS;center;organic;1
100437;09.01.2025;25.02.2025;Детские товары;Центр;small;FBS;center;partner;0
100438;14.11.2024;15.12.2024;Одежда;Москва и МО;micro;FBS;center;organic;1
100439;03.04.2024;11.05.2024;Одежда;Санкт-Петербург;small;FBO;north;ads;1
100440;12.11.2023;21.11.2023;Спорт;Москва и МО;micro;FBS;center;organic;1
100441;03.09.2024;01.10.2024;Аксессуары;Центр;micro;FBS;center;referral;0
100442;28.04.2025;05.06.2025;Дом;Москва и МО;small;FBS;center;partner;1
100443;02.09.2023;07.09.2023;Аксессуары;Урал;medium;FBS;east;organic;1
100444;01.05.2024;10.06.2024;Детские товары;Москва и МО;micro;FBO;east;ads;0
100445;12.05.2025;23.06.2025;Обувь;Урал;micro;FBS;center;ads;1
100446;26.04.2025;21.05.2025;Обувь;Урал;micro;mixed;west;organic;1
100447;01.12.2025;28.12.2025;Дом;Санкт-Петербург;micro;FBS;south;organic;1
100448;10.12.2023;10.02.2024;Обувь;Москва и МО;micro;FBO;center;organic;0
100449;08.07.2024;20.07.2024;Товары для животных;Урал;micro;FBS;center;referral;1
100450;16.02.2024;05.03.2024;Дом;Поволжье;small;FBS;south;organic;1
100451;26.11.2025;09.12.2025;Одежда;Санкт-Петербург;small;FBO;center;organic;1
100452;18.09.2024;23.11.2024;Обувь;Сибирь;small;FBO;center;offline_event;0
100453;27.08.2025;05.10.2025;Детские товары;Санкт-Петербург;large;FBS;east;organic;0
100454;10.09.2025;15.09.2025;Красота;Поволжье;micro;FBO;south;partner;1
100455;10.07.2023;22.07.2023;Обувь;Москва и МО;small;FBS;north;organic;1
100456;10.04.2024;01.06.2024;Аксессуары;Санкт-Петербург;small;FBS;center;partner;0
100457;05.12.2023;18.12.2023;Дом;Поволжье;micro;FBS;south;organic;0
100458;02.04.2024;14.04.2024;Одежда;Санкт-Петербург;medium;FBS;north;organic;1
100459;07.04.2024;21.05.2024;Одежда;Москва и МО;medium;FBS;south;partner;1
100460;26.05.2025;06.07.2025;Электроника;Москва и МО;small;FBS;center;organic;0
100461;30.05.2025;11.06.2025;Обувь;Москва и МО;small;FBS;west;organic;0
100462;15.11.2023;10.12.2023;Дом;Центр;micro;FBO;center;organic;0
100463;16.10.2023;25.10.2023;Одежда;Юг;micro;FBS;center;organic;0
100464;07.02.2026;17.03.2026;Одежда;Поволжье;micro;FBO;south;ads;0
100465;16.10.2023;10.12.2023;Обувь;Сибирь;micro;FBO;south;organic;1
100466;21.08.2023;08.09.2023;Одежда;Поволжье;small;mixed;south;organic;1
100467;26.06.2024;05.08.2024;Красота;Москва и МО;medium;FBO;center;organic;1
100468;04.05.2024;11.06.2024;Электроника;Поволжье;small;FBS;west;ads;1
100469;14.11.2025;04.12.2025;Обувь;Поволжье;micro;FBO;center;referral;1
100470;14.03.2025;26.04.2025;Детские товары;Юг;large;FBO;east;referral;1
100471;13.05.2025;16.05.2025;Красота;Санкт-Петербург;micro;FBO;east;offline_event;1
100472;24.01.2026;22.02.2026;Канцелярия;Урал;micro;FBS;south;referral;0
100473;03.03.2025;16.03.2025;Одежда;Юг;medium;FBO;south;organic;0
100474;26.08.2024;20.09.2024;Электроника;Юг;medium;mixed;east;referral;1
100475;16.11.2025;28.12.2025;Дом;Центр;micro;mixed;center;organic;1
100476;29.06.2024;02.08.2024;Электроника;Поволжье;small;FBO;center;partner;0
100477;28.07.2023;12.08.2023;Детские товары;Центр;micro;FBO;north;offline_event;1
100478;01.10.2024;22.10.2024;Аксессуары;Центр;micro;FBO;north;ads;1
100479;10.11.2023;18.11.2023;Канцелярия;Сибирь;micro;FBS;center;offline_event;1
100480;20.12.2023;03.01.2024;Красота;Санкт-Петербург;micro;FBO;south;partner;1
100481;27.08.2024;18.09.2024;Одежда;Юг;small;FBS;south;organic;1
100482;30.05.2024;04.07.2024;Аксессуары;Юг;micro;FBS;north;partner;0
100483;06.02.2026;25.02.2026;Электроника;Поволжье;large;FBO;south;offline_event;0
100484;08.06.2025;10.07.2025;Спорт;Урал;medium;FBS;north;referral;1
100485;09.01.2025;28.01.2025;Детские товары;Москва и МО;micro;FBO;east;organic;1
100486;05.07.2024;04.08.2024;Канцелярия;Юг;medium;mixed;center;ads;1
100487;09.01.2024;04.02.2024;Спорт;Поволжье;medium;FBS;north;offline_event;1
100488;27.12.2025;31.01.2026;Одежда;Москва и МО;micro;FBS;west;referral;1
100489;25.07.2024;17.08.2024;Красота;Юг;small;FBS;center;partner;0
100490;07.06.2025;13.06.2025;Обувь;Юг;micro;FBO;west;ads;1
100491;04.06.2024;21.06.2024;Дом;Москва и МО;small;mixed;south;ads;0
100492;22.10.2023;29.11.2023;Детские товары;Сибирь;micro;FBS;west;ads;1
100493;22.09.2025;10.10.2025;Электроника;Санкт-Петербург;micro;FBS;center;partner;0
100494;25.11.2024;01.12.2024;Обувь;Центр;medium;FBO;west;offline_event;1
100495;20.04.2025;27.06.2025;Электроника;Москва и МО;medium;mixed;south;organic;1
100496;08.06.2024;02.07.2024;Дом;Дальний Восток;small;FBO;west;offline_event;0
100497;06.02.2024;14.02.2024;Товары для животных;Санкт-Петербург;small;FBS;north;organic;1
100498;07.03.2024;03.04.2024;Красота;Центр;micro;FBS;center;ads;0
100499;17.08.2023;09.09.2023;Красота;Центр;small;FBS;center;offline_event;1
100500;12.03.2025;26.03.2025;Канцелярия;Дальний Восток;small;FBO;east;ads;1
100501;20.12.2024;06.01.2025;Детские товары;Москва и МО;micro;mixed;center;ads;0
100502;04.02.2025;20.02.2025;Дом;Юг;micro;FBO;south;ads;1
100503;14.06.2025;04.07.2025;Товары для животных;Дальний Восток;micro;FBO;east;organic;1
100504;04.12.2023;22.12.2023;Красота;Центр;small;FBS;north;organic;1
100505;27.12.2024;14.01.2025;Дом;Сибирь;micro;FBS;center;partner;1
100506;06.12.2024;25.12.2024;Одежда;Сибирь;micro;FBS;south;organic;1
100507;09.11.2025;10.12.2025;Одежда;Центр;micro;FBO;east;partner;0
100508;17.07.2024;23.07.2024;Дом;Поволжье;micro;FBO;center;organic;0
100509;23.06.2024;28.07.2024;Дом;Санкт-Петербург;small;FBO;north;offline_event;0
100510;22.05.2024;12.06.2024;Одежда;Центр;medium;mixed;center;organic;0
100511;05.08.2024;02.10.2024;Электроника;Москва и МО;small;FBO;south;partner;1
100512;05.01.2025;10.02.2025;Обувь;Москва и МО;large;FBS;north;organic;1
100513;27.10.2024;03.12.2024;Детские товары;Москва и МО;small;FBO;west;offline_event;1
100514;02.02.2026;01.03.2026;Одежда;Центр;micro;mixed;east;organic;1
100515;20.11.2023;24.12.2023;Детские товары;Москва и МО;small;FBS;center;organic;1
100516;17.11.2024;22.12.2024;Дом;Сибирь;micro;FBO;south;ads;1
100517;22.08.2024;17.10.2024;Дом;Юг;small;FBS;south;organic;0
100518;17.06.2024;25.07.2024;Обувь;Урал;micro;mixed;center;ads;1
100519;30.11.2025;09.02.2026;Дом;Сибирь;micro;mixed;center;ads;1
100520;04.07.2025;14.07.2025;Электроника;Центр;micro;FBS;east;ads;0
100521;20.04.2024;27.04.2024;Одежда;Юг;micro;FBO;center;partner;1
100522;07.08.2025;19.08.2025;Одежда;Москва и МО;micro;FBO;south;ads;1
100523;09.12.2024;31.12.2024;Дом;Поволжье;micro;FBO;south;offline_event;0
100524;25.11.2025;17.12.2025;Одежда;Поволжье;small;FBO;south;ads;1
100525;17.03.2025;16.04.2025;Красота;Юг;medium;FBS;east;organic;1
100526;10.12.2023;21.01.2024;Красота;Центр;small;FBO;center;organic;1
100527;13.05.2025;14.06.2025;Одежда;Сибирь;small;FBO;center;ads;0
100528;17.03.2024;22.04.2024;Товары для животных;Сибирь;medium;FBO;west;organic;0
100529;11.02.2026;21.02.2026;Электроника;Центр;micro;FBS;south;ads;0
100530;26.02.2024;24.03.2024;Красота;Центр;small;FBO;south;organic;1
100531;16.03.2025;13.04.2025;Одежда;Урал;medium;FBO;south;partner;0
100532;21.10.2025;10.11.2025;Обувь;Центр;large;FBO;north;organic;1
100533;14.09.2025;24.09.2025;Одежда;Урал;micro;mixed;west;organic;1
100534;11.05.2024;04.06.2024;Красота;Санкт-Петербург;medium;FBS;north;partner;1
100535;08.09.2025;01.10.2025;Электроника;Москва и МО;small;FBS;south;organic;1
100536;13.02.2024;13.03.2024;Спорт;Юг;small;FBS;center;offline_event;1
100537;19.11.2025;12.12.2025;Одежда;Санкт-Петербург;micro;FBO;west;organic;0
100538;15.10.2024;09.11.2024;Детские товары;Сибирь;small;FBS;east;referral;0
100539;05.09.2024;29.09.2024;Одежда;Центр;micro;FBS;center;offline_event;1
100540;23.03.2024;10.05.2024;Обувь;Юг;large;FBS;north;organic;0
100541;02.07.2023;11.07.2023;Дом;Центр;micro;FBO;center;referral;1
100542;25.11.2023;28.11.2023;Обувь;Юг;small;FBS;east;organic;0
100543;25.01.2026;15.02.2026;Одежда;Москва и МО;micro;FBS;center;referral;1
100544;17.03.2026;;Товары для животных;Москва и МО;small;FBO;east;organic;1
100545;17.11.2023;03.12.2023;Детские товары;Санкт-Петербург;medium;FBS;center;organic;0
100546;24.01.2026;27.01.2026;Дом;Москва и МО;micro;FBO;center;partner;1
100547;15.03.2024;03.04.2024;Аксессуары;Урал;micro;FBO;center;organic;1
100548;18.10.2023;29.10.2023;Спорт;Дальний Восток;small;FBS;center;offline_event;1
100549;14.02.2026;30.03.2026;Красота;Москва и МО;micro;mixed;east;organic;1
100550;04.02.2026;13.02.2026;Красота;Москва и МО;micro;FBO;center;partner;1
100551;15.08.2025;25.09.2025;Электроника;Поволжье;micro;FBO;south;referral;0
100552;26.04.2025;01.06.2025;Дом;Сибирь;medium;mixed;center;ads;1
100553;09.10.2023;07.11.2023;Дом;Юг;micro;mixed;south;organic;1
100554;15.01.2026;22.01.2026;Аксессуары;Москва и МО;large;FBS;north;organic;1
100555;15.12.2023;04.01.2024;Электроника;Москва и МО;small;FBS;east;ads;1
100556;11.11.2025;20.12.2025;Дом;Москва и МО;micro;FBS;north;referral;1
100557;06.04.2024;24.05.2024;Электроника;Москва и МО;small;FBS;center;organic;0
100558;05.11.2024;01.01.2025;Товары для животных;Сибирь;small;FBO;west;organic;1
100559;08.03.2025;15.03.2025;Детские товары;Юг;micro;FBS;center;ads;1
100560;18.04.2025;13.05.2025;Дом;Сибирь;micro;FBS;center;organic;0
100561;20.11.2024;26.12.2024;Дом;Дальний Восток;micro;mixed;center;organic;0
100562;10.12.2025;13.01.2026;Канцелярия;Поволжье;micro;FBO;center;partner;0
100563;22.09.2024;30.10.2024;Одежда;Москва и МО;medium;FBO;center;partner;1
100564;27.03.2024;01.04.2024;Одежда;Сибирь;small;FBO;east;partner;0
100565;13.08.2025;22.11.2025;Красота;Поволжье;micro;FBO;west;organic;1
100566;21.09.2024;02.11.2024;Одежда;Юг;micro;mixed;center;partner;1
100567;23.07.2025;01.08.2025;Аксессуары;Москва и МО;small;FBS;north;offline_event;1
100568;11.04.2025;11.05.2025;Электроника;Центр;micro;FBO;center;partner;0
100569;20.07.2023;17.08.2023;Аксессуары;Сибирь;medium;FBS;center;organic;1
100570;10.01.2025;21.01.2025;Канцелярия;Москва и МО;small;FBO;west;partner;1
100571;13.01.2026;24.01.2026;Красота;Москва и МО;micro;FBO;north;ads;0
100572;28.06.2025;07.08.2025;Дом;Санкт-Петербург;medium;FBS;south;organic;1
100573;14.11.2025;03.01.2026;Спорт;Санкт-Петербург;micro;FBO;south;referral;0
100574;05.06.2025;21.06.2025;Красота;Поволжье;micro;mixed;north;referral;0
100575;22.08.2025;17.09.2025;Детские товары;Москва и МО;medium;FBO;east;organic;1
100576;30.10.2023;07.11.2023;Одежда;Сибирь;micro;FBS;west;referral;1
100577;01.10.2025;03.11.2025;Электроника;Юг;small;FBO;west;ads;1
100578;23.11.2024;03.12.2024;Красота;Юг;micro;mixed;east;partner;1
100579;20.02.2025;08.03.2025;Обувь;Москва и МО;micro;FBO;south;organic;0
100580;25.01.2025;15.03.2025;Обувь;Москва и МО;micro;FBO;center;partner;1
100581;20.03.2025;16.05.2025;Товары для животных;Центр;micro;FBS;north;partner;1
100582;04.01.2026;04.02.2026;Красота;Сибирь;micro;FBS;east;partner;1
100583;07.08.2023;01.09.2023;Красота;Поволжье;large;FBS;west;organic;1
100584;01.02.2025;23.02.2025;Одежда;Москва и МО;medium;mixed;east;organic;1
100585;20.08.2023;06.10.2023;Дом;Юг;large;FBO;east;ads;1
100586;22.12.2025;29.12.2025;Красота;Центр;micro;FBO;south;ads;0
100587;23.02.2025;19.03.2025;Аксессуары;Москва и МО;micro;FBO;north;ads;1
100588;18.06.2024;20.07.2024;Одежда;Санкт-Петербург;micro;FBO;east;referral;0
100589;09.01.2026;17.01.2026;Одежда;Юг;micro;FBS;north;ads;0
100590;02.08.2024;29.08.2024;Одежда;Москва и МО;micro;FBS;north;organic;0
100591;03.12.2025;01.02.2026;Товары для животных;Центр;medium;FBS;center;organic;1
100592;30.09.2025;16.10.2025;Аксессуары;Урал;medium;FBS;center;offline_event;0
100593;14.04.2024;22.05.2024;Одежда;Дальний Восток;micro;FBS;east;organic;0
100594;12.03.2026;23.04.2026;Электроника;Центр;small;FBO;west;partner;1
100595;19.10.2023;05.11.2023;Электроника;Москва и МО;medium;FBO;north;partner;0
100596;04.07.2023;30.07.2023;Спорт;Москва и МО;micro;mixed;east;referral;1
100597;29.09.2023;03.12.2023;Обувь;Сибирь;micro;FBO;east;organic;0
100598;02.03.2024;28.03.2024;Обувь;Урал;micro;FBO;north;organic;1
100599;15.05.2024;05.06.2024;Дом;Поволжье;micro;FBS;west;ads;1
100600;07.11.2024;18.12.2024;Дом;Урал;micro;FBO;north;partner;1
100601;05.02.2026;06.03.2026;Дом;Урал;micro;FBS;center;offline_event;0
100602;29.07.2025;08.08.2025;Красота;Москва и МО;large;FBO;south;referral;1
100603;29.03.2024;13.04.2024;Обувь;Сибирь;micro;FBS;south;partner;1
100604;10.12.2024;29.01.2025;Красота;Москва и МО;small;FBO;center;partner;1
100605;03.09.2023;15.09.2023;Одежда;Поволжье;micro;FBO;center;organic;1
100606;22.11.2024;28.12.2024;Красота;Москва и МО;micro;FBS;south;organic;1
100607;11.09.2025;19.09.2025;Обувь;Поволжье;micro;FBS;south;organic;1
100608;14.10.2023;13.11.2023;Красота;Поволжье;micro;FBS;west;referral;1
100609;09.01.2024;07.03.2024;Одежда;Центр;medium;FBS;north;ads;1
100610;15.09.2023;13.10.2023;Электроника;Сибирь;medium;FBS;south;offline_event;1
100611;22.10.2024;19.12.2024;Дом;Юг;medium;FBO;south;organic;1
100612;27.12.2025;27.01.2026;Одежда;Поволжье;micro;FBO;south;organic;1
100613;08.10.2025;22.10.2025;Красота;Москва и МО;micro;mixed;center;partner;1
100614;13.05.2024;14.07.2024;Красота;Санкт-Петербург;medium;mixed;west;referral;1
100615;16.04.2025;01.05.2025;Одежда;Москва и МО;medium;FBO;center;referral;1
100616;23.07.2025;09.08.2025;Детские товары;Сибирь;medium;FBO;west;referral;1
100617;10.01.2024;22.02.2024;Одежда;Сибирь;micro;mixed;north;organic;0
100618;20.09.2024;07.11.2024;Обувь;Юг;medium;FBO;center;organic;1
100619;27.07.2023;21.08.2023;Детские товары;Центр;micro;FBO;south;organic;0
100620;03.10.2024;12.10.2024;Одежда;Юг;micro;FBO;east;organic;1
100621;03.11.2025;27.11.2025;Обувь;Санкт-Петербург;micro;FBO;north;referral;1
100622;03.03.2024;10.03.2024;Обувь;Урал;large;FBS;north;referral;1
100623;17.06.2025;11.07.2025;Детские товары;Москва и МО;small;FBS;east;organic;1
100624;18.12.2023;12.01.2024;Дом;Центр;micro;FBO;north;organic;1
100625;16.10.2024;04.12.2024;Обувь;Москва и МО;micro;FBO;west;organic;1
100626;13.07.2023;23.07.2023;Товары для животных;Центр;micro;mixed;south;ads;0
100627;20.10.2023;16.11.2023;Товары для животных;Урал;medium;FBO;center;partner;1
100628;26.10.2023;28.11.2023;Обувь;Юг;micro;FBS;north;offline_event;1
100629;04.05.2024;11.05.2024;Аксессуары;Центр;small;FBS;south;organic;0
100630;20.12.2024;20.01.2025;Дом;Центр;micro;FBS;north;organic;1
100631;01.06.2025;28.06.2025;Дом;Санкт-Петербург;micro;FBO;center;partner;0
100632;08.10.2025;08.11.2025;Одежда;Москва и МО;micro;FBO;south;referral;0
100633;14.04.2025;30.04.2025;Одежда;Урал;micro;FBS;center;organic;0
100634;04.10.2023;12.10.2023;Детские товары;Москва и МО;small;FBO;south;referral;0
100635;15.07.2024;03.08.2024;Одежда;Сибирь;micro;FBS;east;organic;1
100636;24.02.2024;09.04.2024;Товары для животных;Центр;medium;FBS;center;organic;1
100637;26.10.2025;06.11.2025;Обувь;Урал;small;FBS;east;organic;1
100638;07.06.2024;14.07.2024;Одежда;Центр;micro;FBO;east;partner;1
100639;01.05.2025;12.05.2025;Аксессуары;Сибирь;micro;FBS;west;referral;1
100640;26.11.2025;01.01.2026;Электроника;Юг;medium;FBO;center;partner;1
100641;07.04.2025;27.04.2025;Одежда;Москва и МО;small;FBS;west;organic;1
100642;21.11.2025;05.12.2025;Товары для животных;Москва и МО;medium;FBS;south;referral;1
100643;17.07.2025;18.08.2025;Одежда;Центр;micro;FBO;center;partner;1
100644;04.10.2025;10.10.2025;Электроника;Юг;small;FBS;south;offline_event;1
100645;31.12.2025;14.02.2026;Одежда;Санкт-Петербург;micro;FBS;center;partner;0
100646;20.11.2025;14.01.2026;Одежда;Поволжье;small;FBS;west;organic;1
100647;03.02.2026;01.04.2026;Товары для животных;Санкт-Петербург;small;FBO;center;referral;1
100648;02.07.2025;12.07.2025;Канцелярия;Сибирь;micro;mixed;south;ads;0
100649;26.02.2025;05.03.2025;Дом;Москва и МО;micro;mixed;north;partner;1
100650;10.11.2025;04.12.2025;Канцелярия;Юг;small;FBO;south;organic;0
100651;17.06.2024;11.07.2024;Красота;Центр;micro;FBS;north;offline_event;1
100652;25.02.2024;13.03.2024;Одежда;Поволжье;small;FBS;north;referral;1
100653;11.06.2024;13.07.2024;Детские товары;Юг;micro;FBS;north;organic;1
100654;23.10.2023;19.11.2023;Одежда;Юг;micro;FBO;north;referral;1
100655;05.11.2023;22.12.2023;Детские товары;Центр;medium;FBO;west;organic;1
100656;14.04.2024;16.05.2024;Детские товары;Поволжье;small;FBO;west;partner;0
100657;13.05.2025;08.06.2025;Одежда;Центр;large;FBO;east;referral;0
100658;31.12.2025;30.01.2026;Товары для животных;Урал;medium;FBS;north;offline_event;1
100659;29.10.2023;20.02.2024;Одежда;Поволжье;micro;FBO;east;partner;1
100660;06.08.2023;05.09.2023;Обувь;Центр;small;mixed;east;organic;0
100661;21.06.2024;26.06.2024;Детские товары;Поволжье;medium;mixed;east;offline_event;1
100662;09.08.2025;02.10.2025;Дом;Москва и МО;small;FBS;north;partner;1
