S;event_time;event_type;user_id;sku_id;seller_id;category_main;utm_source;utm_campaign;order_id;order_gmv;dt;session_id;event_source_system
234;01.03.2025 11:37;product_impression;9087695;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9087695_0;app
235;01.03.2025 10:53;product_impression;9112240;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9112240_0;app
236;01.03.2025 14:59;product_impression;9100772;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9100772_0;mweb
237;01.03.2025 11:18;product_impression;9048808;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9048808_0;app
238;01.03.2025 18:07;product_impression;9002607;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9002607_0;app
239;01.03.2025 09:42;product_impression;9101263;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9101263_0;mweb
240;01.03.2025 11:43;product_impression;9062154;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9062154_0;mweb
241;01.03.2025 12:40;product_click;9044482;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9044482_0;mweb
242;01.03.2025 10:36;product_click;9087695;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9087695_0;mweb
243;01.03.2025 18:27;product_click;9112240;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9112240_0;app
244;01.03.2025 10:40;product_click;9100772;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9100772_0;app
245;01.03.2025 11:05;product_click;9048808;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9048808_0;app
246;01.03.2025 21:48;product_click;9002607;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9002607_0;mweb
247;01.03.2025 17:18;product_click;9101263;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9101263_0;app
248;01.03.2025 13:04;product_click;9062154;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9062154_0;web
249;01.03.2025 09:12;product_page_view;9044482;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9044482_0;app
250;01.03.2025 16:42;product_page_view;9087695;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9087695_0;app
251;01.03.2025 21:15;product_page_view;9112240;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9112240_0;mweb
252;01.03.2025 17:24;product_page_view;9100772;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9100772_0;app
253;01.03.2025 14:21;product_page_view;9048808;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9048808_0;app
254;01.03.2025 13:21;product_page_view;9002607;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9002607_0;app
255;01.03.2025 11:45;product_page_view;9101263;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9101263_0;app
256;01.03.2025 21:06;product_page_view;9062154;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9062154_0;app
257;01.03.2025 18:06;add_to_cart;9044482;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9044482_0;app
258;01.03.2025 12:27;add_to_cart;9087695;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9087695_0;app
259;01.03.2025 13:20;add_to_cart;9112240;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9112240_0;app
260;01.03.2025 10:10;add_to_cart;9100772;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9100772_0;app
261;01.03.2025 22:08;add_to_cart;9048808;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9048808_0;mweb
262;01.03.2025 15:20;add_to_cart;9002607;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9002607_0;mweb
263;01.03.2025 12:39;purchase;9044482;5030512;100730;Товары для животных;organic;;ord_263;391.02;01.03.2025;sess_9044482_0;app
264;11.03.2026 14:19;product_impression;9102998;5001166;100026;Электроника;;;;0.0;11.03.2026;sess_9102998_0;app
265;11.09.2025 19:59;product_impression;9031011;5000880;100021;Дом;;;;0.0;11.09.2025;sess_9031011_0;mweb
266;11.09.2025 20:53;product_impression;9079315;5000880;100021;Дом;;;;0.0;11.09.2025;sess_9079315_0;app
267;11.09.2025 16:01;product_page_view;9031011;5000880;100021;Дом;;;;0.0;11.09.2025;sess_9031011_0;mweb
268;11.04.2026 20:27;product_impression;9083556;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9083556_0;app
269;11.04.2026 08:40;product_impression;9058968;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9058968_0;app
270;11.04.2026 20:23;product_impression;9062006;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9062006_0;app
271;11.04.2026 14:47;product_impression;9037321;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9037321_0;app
272;11.04.2026 18:15;product_impression;9003140;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9003140_0;app
273;11.04.2026 13:18;product_impression;9008406;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9008406_0;mweb
274;11.04.2026 13:20;product_impression;9055476;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9055476_0;web
275;11.04.2026 20:02;product_impression;9001981;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9001981_0;app
276;11.04.2026 17:04;product_impression;9066382;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9066382_0;mweb
277;11.04.2026 09:04;product_click;9083556;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9083556_0;app
278;11.04.2026 16:19;product_page_view;9083556;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9083556_0;app
279;11.04.2026 17:51;product_page_view;9058968;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9058968_0;app
280;11.04.2026 17:03;product_page_view;9062006;5021744;100523;Дом;;;;0.0;11.04.2026;sess_9062006_0;mweb
281;22.10.2025 13:41;product_impression;9093654;5001863;100044;Одежда;;;;0.0;22.10.2025;sess_9093654_0;app
282;22.10.2025 12:52;product_impression;9095390;5001863;100044;Одежда;;;;0.0;22.10.2025;sess_9095390_0;web
283;22.10.2025 10:32;product_impression;9055700;5001863;100044;Одежда;;;;0.0;22.10.2025;sess_9055700_0;app
284;22.10.2025 09:30;product_page_view;9093654;5001863;100044;Одежда;;;;0.0;22.10.2025;sess_9093654_0;app
285;22.10.2025 13:57;product_page_view;9095390;5001863;100044;Одежда;;;;0.0;22.10.2025;sess_9095390_0;web
286;22.10.2025 18:10;add_to_cart;9093654;5001863;100044;Одежда;;;;0.0;22.10.2025;sess_9093654_0;app
287;22.10.2025 12:13;purchase;9093654;5001863;100044;Одежда;organic;;ord_287;350.28;22.10.2025;sess_9093654_0;app
288;06.07.2024 19:18;product_impression;9097006;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9097006_0;app
289;06.07.2024 09:10;product_impression;9022036;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9022036_0;app
290;06.07.2024 08:53;product_impression;9037188;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9037188_0;app
291;06.07.2024 20:27;product_impression;9095096;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9095096_0;web
292;06.07.2024 10:08;product_impression;9022278;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9022278_0;mweb
293;06.07.2024 14:37;product_impression;9061898;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9061898_0;app
294;06.07.2024 20:48;product_impression;9079219;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9079219_0;app
295;06.07.2024 13:40;product_click;9097006;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9097006_0;app
296;06.07.2024 19:30;product_click;9022036;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9022036_0;app
297;06.07.2024 18:49;product_click;9037188;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9037188_0;app
298;06.07.2024 21:00;product_page_view;9097006;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9097006_0;app
299;06.07.2024 10:06;product_page_view;9022036;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9022036_0;app
300;06.07.2024 20:06;product_page_view;9037188;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9037188_0;app
301;06.07.2024 21:25;product_page_view;9095096;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9095096_0;app
302;06.07.2024 19:32;product_page_view;9022278;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9022278_0;web
303;06.07.2024 18:00;product_page_view;9061898;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9061898_0;mweb
304;06.07.2024 10:43;add_to_cart;9097006;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9097006_0;app
305;06.07.2024 21:41;add_to_cart;9022036;5000325;100013;Красота;;;;0.0;06.07.2024;sess_9022036_0;web
306;26.04.2026 18:09;product_impression;9104727;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9104727_0;app
307;26.04.2026 17:11;product_impression;9015127;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9015127_0;app
308;26.04.2026 09:54;product_impression;9036450;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9036450_0;app
309;26.04.2026 08:34;product_impression;9045213;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9045213_0;app
310;26.04.2026 17:29;product_click;9104727;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9104727_0;mweb
311;26.04.2026 14:13;product_click;9015127;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9015127_0;app
312;26.04.2026 14:19;product_page_view;9104727;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9104727_0;app
313;26.04.2026 15:35;product_page_view;9015127;5051216;101229;Красота;;;;0.0;26.04.2026;sess_9015127_0;web
314;27.07.2025 11:10;product_impression;9066144;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9066144_0;app
315;27.07.2025 20:13;product_impression;9006932;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9006932_0;app
316;27.07.2025 19:41;product_impression;9045024;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9045024_0;app
317;27.07.2025 14:02;product_impression;9082540;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9082540_0;app
318;27.07.2025 12:59;product_impression;9060144;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9060144_0;web
319;27.07.2025 16:53;product_impression;9014642;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9014642_0;mweb
320;27.07.2025 09:07;product_impression;9003498;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9003498_0;app
321;27.07.2025 10:16;product_impression;9106430;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9106430_0;app
322;27.07.2025 09:17;product_click;9066144;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9066144_0;app
323;27.07.2025 20:39;product_click;9006932;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9006932_0;app
324;27.07.2025 09:37;product_click;9045024;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9045024_0;app
325;27.07.2025 20:45;product_click;9082540;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9082540_0;mweb
326;27.07.2025 13:02;product_page_view;9066144;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9066144_0;mweb
327;27.07.2025 13:09;product_page_view;9006932;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9006932_0;app
328;27.07.2025 11:46;product_page_view;9045024;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9045024_0;app
329;27.07.2025 13:23;product_page_view;9082540;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9082540_0;app
330;27.07.2025 21:04;product_page_view;9060144;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9060144_0;app
331;27.07.2025 16:30;product_page_view;9014642;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9014642_0;mweb
332;27.07.2025 12:21;product_page_view;9003498;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9003498_0;web
333;27.07.2025 13:05;add_to_cart;9066144;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9066144_0;app
334;27.07.2025 12:38;add_to_cart;9006932;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9006932_0;app
335;27.07.2025 12:14;add_to_cart;9045024;5108588;102566;Красота;;;;0.0;27.07.2025;sess_9045024_0;app
336;27.07.2025 12:45;purchase;9066144;5108588;102566;Красота;organic;;ord_336;338.8;27.07.2025;sess_9066144_0;app
337;27.07.2025 12:17;purchase;9006932;5108588;102566;Красота;organic;;ord_337;338.8;27.07.2025;sess_9006932_0;app
338;31.10.2025 12:09;product_impression;9006312;5051879;101239;Дом;;;;0.0;31.10.2025;sess_9006312_0;app
339;31.10.2025 11:51;product_impression;9049483;5051879;101239;Дом;;;;0.0;31.10.2025;sess_9049483_0;app
340;31.10.2025 10:38;product_impression;9087484;5051879;101239;Дом;;;;0.0;31.10.2025;sess_9087484_0;app
341;31.10.2025 11:24;product_click;9006312;5051879;101239;Дом;;;;0.0;31.10.2025;sess_9006312_0;app
342;31.10.2025 12:49;product_page_view;9006312;5051879;101239;Дом;;;;0.0;31.10.2025;sess_9006312_0;mweb
343;01.12.2025 16:04;product_impression;9076292;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9076292_0;app
344;01.12.2025 21:50;product_impression;9082242;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9082242_0;web
345;01.12.2025 16:30;product_impression;9040651;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9040651_0;app
346;01.12.2025 14:04;product_click;9076292;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9076292_0;app
347;01.12.2025 13:46;product_click;9082242;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9082242_0;app
348;01.12.2025 16:27;product_click;9040651;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9040651_0;app
349;01.12.2025 18:45;product_page_view;9076292;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9076292_0;app
350;01.12.2025 10:50;product_page_view;9082242;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9082242_0;app
351;01.12.2025 21:21;product_page_view;9040651;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9040651_0;app
352;01.12.2025 19:35;product_page_view;9029515;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9029515_0;app
353;01.12.2025 14:33;product_page_view;9091383;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9091383_0;app
354;01.12.2025 20:11;product_page_view;9040331;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9040331_0;mweb
355;01.12.2025 09:36;add_to_cart;9076292;5108566;102564;Красота;;;;0.0;01.12.2025;sess_9076292_0;web
356;24.11.2025 14:12;product_impression;9070965;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9070965_0;app
357;24.11.2025 08:14;product_impression;9072358;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9072358_0;app
358;24.11.2025 18:08;product_click;9070965;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9070965_0;web
359;24.11.2025 08:15;product_click;9072358;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9072358_0;app
360;24.11.2025 08:58;product_page_view;9070965;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9070965_0;app
361;24.11.2025 20:54;product_page_view;9072358;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9072358_0;app
362;24.11.2025 08:26;product_page_view;9111983;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9111983_0;app
363;24.11.2025 14:05;product_page_view;9001953;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9001953_0;app
364;24.11.2025 16:36;add_to_cart;9070965;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9070965_0;mweb
365;24.11.2025 21:12;add_to_cart;9072358;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9072358_0;app
366;24.11.2025 11:54;add_to_cart;9111983;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9111983_0;app
367;24.11.2025 21:04;add_to_cart;9001953;5067354;101590;Одежда;;;;0.0;24.11.2025;sess_9001953_0;app
368;24.11.2025 17:09;purchase;9070965;5067354;101590;Одежда;organic;;ord_368;2414.34;24.11.2025;sess_9070965_0;app
369;17.12.2025 11:23;product_impression;9091569;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9091569_0;app
370;17.12.2025 21:16;product_impression;9118692;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9118692_0;app
371;17.12.2025 11:31;product_impression;9041620;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9041620_0;app
372;17.12.2025 16:57;product_impression;9065695;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9065695_0;web
373;17.12.2025 15:14;product_impression;9055409;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9055409_0;app
374;17.12.2025 14:19;product_impression;9040323;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9040323_0;app
375;17.12.2025 09:53;product_click;9091569;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9091569_0;web
376;17.12.2025 09:36;product_click;9118692;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9118692_0;app
377;17.12.2025 12:53;product_page_view;9091569;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9091569_0;mweb
378;17.12.2025 20:20;product_page_view;9118692;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9118692_0;mweb
379;17.12.2025 15:00;product_page_view;9041620;5104667;102461;Обувь;;;;0.0;17.12.2025;sess_9041620_0;app
380;05.08.2025 17:15;product_impression;9067917;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9067917_0;app
381;05.08.2025 15:43;product_impression;9101683;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9101683_0;app
382;05.08.2025 17:17;product_impression;9111171;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9111171_0;app
383;05.08.2025 15:22;product_impression;9112906;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9112906_0;app
384;05.08.2025 17:56;product_impression;9053517;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9053517_0;app
385;05.08.2025 14:06;product_page_view;9067917;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9067917_0;web
386;05.08.2025 15:28;product_page_view;9101683;5011966;100297;Одежда;;;;0.0;05.08.2025;sess_9101683_0;app
387;19.03.2025 08:21;product_impression;9069769;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9069769_0;mweb
388;19.03.2025 16:53;product_impression;9007934;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9007934_0;mweb
389;19.03.2025 13:35;product_click;9069769;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9069769_0;app
390;19.03.2025 19:40;product_click;9007934;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9007934_0;app
391;19.03.2025 21:41;product_page_view;9069769;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9069769_0;web
392;19.03.2025 20:34;product_page_view;9007934;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9007934_0;mweb
393;19.03.2025 12:41;add_to_cart;9069769;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9069769_0;app
394;19.03.2025 18:17;add_to_cart;9007934;5058732;101383;Дом;;;;0.0;19.03.2025;sess_9007934_0;app
395;19.03.2025 21:05;purchase;9069769;5058732;101383;Дом;organic;;ord_395;467.84;19.03.2025;sess_9069769_0;app
396;07.07.2024 08:36;product_impression;9103074;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9103074_0;app
397;07.07.2024 16:18;product_impression;9047133;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9047133_0;mweb
398;07.07.2024 08:33;product_impression;9023281;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9023281_0;mweb
399;07.07.2024 15:21;product_impression;9028895;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9028895_0;app
400;07.07.2024 16:21;product_impression;9101591;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9101591_0;app
401;07.07.2024 12:10;product_impression;9045359;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9045359_0;app
402;07.07.2024 17:04;product_click;9103074;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9103074_0;app
403;07.07.2024 15:37;product_page_view;9103074;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9103074_0;mweb
404;07.07.2024 11:42;product_page_view;9047133;5012733;100305;Одежда;;;;0.0;07.07.2024;sess_9047133_0;mweb
405;15.03.2025 09:25;product_impression;9092040;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9092040_0;web
406;15.03.2025 17:48;product_impression;9066396;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9066396_0;mweb
407;15.03.2025 20:21;product_impression;9075162;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9075162_0;app
408;15.03.2025 12:29;product_impression;9048606;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9048606_0;app
409;15.03.2025 13:24;product_impression;9005221;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9005221_0;app
410;15.03.2025 14:49;product_impression;9049152;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9049152_0;web
411;15.03.2025 16:30;product_impression;9111692;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9111692_0;app
412;15.03.2025 17:09;product_impression;9118544;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9118544_0;app
413;15.03.2025 13:59;product_impression;9028844;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9028844_0;app
414;15.03.2025 08:25;product_click;9092040;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9092040_0;app
415;15.03.2025 21:59;product_click;9066396;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9066396_0;app
416;15.03.2025 16:46;product_click;9075162;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9075162_0;web
417;15.03.2025 21:18;product_click;9048606;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9048606_0;app
418;15.03.2025 18:38;product_click;9005221;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9005221_0;app
419;15.03.2025 16:29;product_click;9049152;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9049152_0;app
420;15.03.2025 20:36;product_click;9111692;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9111692_0;app
421;15.03.2025 15:09;product_click;9118544;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9118544_0;app
422;15.03.2025 13:12;product_click;9028844;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9028844_0;app
423;15.03.2025 11:29;product_page_view;9092040;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9092040_0;app
424;15.03.2025 16:51;product_page_view;9066396;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9066396_0;mweb
425;15.03.2025 11:49;product_page_view;9075162;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9075162_0;app
426;15.03.2025 08:25;product_page_view;9048606;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9048606_0;app
427;15.03.2025 12:26;product_page_view;9005221;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9005221_0;app
428;15.03.2025 09:53;product_page_view;9049152;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9049152_0;app
429;15.03.2025 10:05;product_page_view;9111692;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9111692_0;app
430;15.03.2025 12:03;product_page_view;9118544;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9118544_0;app
431;15.03.2025 19:10;product_page_view;9028844;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9028844_0;app
432;15.03.2025 14:38;add_to_cart;9092040;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9092040_0;app
433;15.03.2025 20:19;add_to_cart;9066396;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9066396_0;app
434;15.03.2025 19:42;add_to_cart;9075162;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9075162_0;app
435;15.03.2025 19:23;add_to_cart;9048606;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9048606_0;app
436;15.03.2025 13:01;add_to_cart;9005221;5001715;100044;Одежда;;;;0.0;15.03.2025;sess_9005221_0;web
437;15.03.2025 21:45;purchase;9092040;5001715;100044;Одежда;organic;;ord_437;1968.3;15.03.2025;sess_9092040_0;mweb
438;15.03.2025 17:39;purchase;9066396;5001715;100044;Одежда;organic;;ord_438;1968.3;15.03.2025;sess_9066396_0;web
439;15.03.2025 18:00;purchase;9075162;5001715;100044;Одежда;organic;;ord_439;1968.3;15.03.2025;sess_9075162_0;app
440;15.03.2025 13:52;purchase;9048606;5001715;100044;Одежда;organic;;ord_440;1968.3;15.03.2025;sess_9048606_0;app
441;20.01.2025 12:03;product_impression;9051432;5119228;102809;Красота;;;;0.0;20.01.2025;sess_9051432_0;app
442;20.01.2025 15:42;product_impression;9066387;5119228;102809;Красота;;;;0.0;20.01.2025;sess_9066387_0;mweb
443;20.01.2025 10:22;product_impression;9000433;5119228;102809;Красота;;;;0.0;20.01.2025;sess_9000433_0;app
444;20.01.2025 13:31;product_page_view;9051432;5119228;102809;Красота;;;;0.0;20.01.2025;sess_9051432_0;app
445;20.01.2025 08:11;product_page_view;9066387;5119228;102809;Красота;;;;0.0;20.01.2025;sess_9066387_0;app
446;20.01.2025 13:19;product_page_view;9000433;5119228;102809;Красота;;;;0.0;20.01.2025;sess_9000433_0;app
447;01.05.2026 17:04;product_impression;9085383;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9085383_0;mweb
448;01.05.2026 21:16;product_impression;9097008;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9097008_0;app
449;01.05.2026 08:23;product_impression;9096462;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9096462_0;app
450;01.05.2026 09:15;product_impression;9074790;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9074790_0;app
451;01.05.2026 19:50;product_impression;9027104;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9027104_0;app
452;01.05.2026 11:45;product_impression;9034097;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9034097_0;app
453;01.05.2026 19:05;product_impression;9101765;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9101765_0;mweb
454;01.05.2026 19:06;product_click;9085383;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9085383_0;mweb
455;01.05.2026 16:08;product_click;9097008;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9097008_0;web
456;01.05.2026 14:08;product_page_view;9085383;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9085383_0;app
457;01.05.2026 14:52;product_page_view;9097008;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9097008_0;mweb
458;01.05.2026 09:59;product_page_view;9096462;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9096462_0;app
459;01.05.2026 14:58;product_page_view;9074790;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9074790_0;web
460;01.05.2026 12:02;product_page_view;9027104;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9027104_0;mweb
461;01.05.2026 14:09;product_page_view;9034097;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9034097_0;app
462;01.05.2026 15:36;product_page_view;9101765;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9101765_0;app
463;01.05.2026 17:17;add_to_cart;9085383;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9085383_0;mweb
464;01.05.2026 13:21;add_to_cart;9097008;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9097008_0;app
465;01.05.2026 12:48;add_to_cart;9096462;5049015;101169;Одежда;;;;0.0;01.05.2026;sess_9096462_0;mweb
