dt;category_main;is_weekend;promo_period;demand_index;category_competition_index
26.08.2024;Канцелярия;0;none;1.35;0.85
27.08.2024;Одежда;0;none;1.1;1.15
27.08.2024;Обувь;0;none;1.1;1.2
27.08.2024;Красота;0;none;1.0;1.25
27.08.2024;Дом;0;none;0.96;1.05
27.08.2024;Детские товары;0;none;0.96;1.05
27.08.2024;Электроника;0;none;1.0;1.35
27.08.2024;Спорт;0;none;0.96;1.1
27.08.2024;Товары для животных;0;none;0.96;0.95
27.08.2024;Аксессуары;0;none;0.96;1.1
27.08.2024;Канцелярия;0;none;1.35;0.85
28.08.2024;Одежда;0;none;1.1;1.15
28.08.2024;Обувь;0;none;1.1;1.2
28.08.2024;Красота;0;none;1.0;1.25
28.08.2024;Дом;0;none;0.96;1.05
28.08.2024;Детские товары;0;none;0.96;1.05
28.08.2024;Электроника;0;none;1.0;1.35
28.08.2024;Спорт;0;none;0.96;1.1
28.08.2024;Товары для животных;0;none;0.96;0.95
28.08.2024;Аксессуары;0;none;0.96;1.1
28.08.2024;Канцелярия;0;none;1.35;0.85
29.08.2024;Одежда;0;none;1.1;1.15
29.08.2024;Обувь;0;none;1.1;1.2
29.08.2024;Красота;0;none;1.0;1.25
29.08.2024;Дом;0;none;0.96;1.05
29.08.2024;Детские товары;0;none;0.96;1.05
29.08.2024;Электроника;0;none;1.0;1.35
29.08.2024;Спорт;0;none;0.96;1.1
29.08.2024;Товары для животных;0;none;0.96;0.95
29.08.2024;Аксессуары;0;none;0.96;1.1
29.08.2024;Канцелярия;0;none;1.35;0.85
30.08.2024;Одежда;0;none;1.1;1.15
30.08.2024;Обувь;0;none;1.1;1.2
30.08.2024;Красота;0;none;1.0;1.25
30.08.2024;Дом;0;none;0.96;1.05
30.08.2024;Детские товары;0;none;0.96;1.05
30.08.2024;Электроника;0;none;1.0;1.35
30.08.2024;Спорт;0;none;0.96;1.1
30.08.2024;Товары для животных;0;none;0.96;0.95
30.08.2024;Аксессуары;0;none;0.96;1.1
30.08.2024;Канцелярия;0;none;1.35;0.85
31.08.2024;Одежда;1;none;1.21;1.15
31.08.2024;Обувь;1;none;1.21;1.2
31.08.2024;Красота;1;none;1.1;1.25
31.08.2024;Дом;1;none;1.056;1.05
31.08.2024;Детские товары;1;none;1.056;1.05
31.08.2024;Электроника;1;none;1.1;1.35
31.08.2024;Спорт;1;none;1.056;1.1
31.08.2024;Товары для животных;1;none;1.056;0.95
31.08.2024;Аксессуары;1;none;1.056;1.1
31.08.2024;Канцелярия;1;none;1.485;0.85
01.09.2024;Одежда;1;none;1.1;1.15
01.09.2024;Обувь;1;none;1.1;1.2
01.09.2024;Красота;1;none;1.1;1.25
01.09.2024;Дом;1;none;1.024;1.05
01.09.2024;Детские товары;1;none;1.024;1.05
01.09.2024;Электроника;1;none;1.1;1.35
01.09.2024;Спорт;1;none;1.024;1.1
01.09.2024;Товары для животных;1;none;1.024;0.95
01.09.2024;Аксессуары;1;none;1.024;1.1
01.09.2024;Канцелярия;1;none;1.485;0.85
02.09.2024;Одежда;0;none;1.0;1.15
02.09.2024;Обувь;0;none;1.0;1.2
02.09.2024;Красота;0;none;1.0;1.25
02.09.2024;Дом;0;none;0.931;1.05
02.09.2024;Детские товары;0;none;0.931;1.05
02.09.2024;Электроника;0;none;1.0;1.35
02.09.2024;Спорт;0;none;0.931;1.1
02.09.2024;Товары для животных;0;none;0.931;0.95
02.09.2024;Аксессуары;0;none;0.931;1.1
02.09.2024;Канцелярия;0;none;1.35;0.85
03.09.2024;Одежда;0;none;1.0;1.15
03.09.2024;Обувь;0;none;1.0;1.2
03.09.2024;Красота;0;none;1.0;1.25
03.09.2024;Дом;0;none;0.931;1.05
03.09.2024;Детские товары;0;none;0.931;1.05
03.09.2024;Электроника;0;none;1.0;1.35
03.09.2024;Спорт;0;none;0.931;1.1
03.09.2024;Товары для животных;0;none;0.931;0.95
03.09.2024;Аксессуары;0;none;0.931;1.1
03.09.2024;Канцелярия;0;none;1.35;0.85
04.09.2024;Одежда;0;none;1.0;1.15
04.09.2024;Обувь;0;none;1.0;1.2
04.09.2024;Красота;0;none;1.0;1.25
04.09.2024;Дом;0;none;0.931;1.05
04.09.2024;Детские товары;0;none;0.931;1.05
04.09.2024;Электроника;0;none;1.0;1.35
04.09.2024;Спорт;0;none;0.931;1.1
04.09.2024;Товары для животных;0;none;0.931;0.95
04.09.2024;Аксессуары;0;none;0.931;1.1
04.09.2024;Канцелярия;0;none;1.35;0.85
05.09.2024;Одежда;0;none;1.0;1.15
05.09.2024;Обувь;0;none;1.0;1.2
05.09.2024;Красота;0;none;1.0;1.25
05.09.2024;Дом;0;none;0.931;1.05
05.09.2024;Детские товары;0;none;0.931;1.05
05.09.2024;Электроника;0;none;1.0;1.35
05.09.2024;Спорт;0;none;0.931;1.1
05.09.2024;Товары для животных;0;none;0.931;0.95
05.09.2024;Аксессуары;0;none;0.931;1.1
05.09.2024;Канцелярия;0;none;1.35;0.85
06.09.2024;Одежда;0;none;1.0;1.15
06.09.2024;Обувь;0;none;1.0;1.2
06.09.2024;Красота;0;none;1.0;1.25
06.09.2024;Дом;0;none;0.931;1.05
06.09.2024;Детские товары;0;none;0.931;1.05
06.09.2024;Электроника;0;none;1.0;1.35
06.09.2024;Спорт;0;none;0.931;1.1
06.09.2024;Товары для животных;0;none;0.931;0.95
06.09.2024;Аксессуары;0;none;0.931;1.1
06.09.2024;Канцелярия;0;none;1.35;0.85
07.09.2024;Одежда;1;none;1.1;1.15
07.09.2024;Обувь;1;none;1.1;1.2
07.09.2024;Красота;1;none;1.1;1.25
07.09.2024;Дом;1;none;1.024;1.05
07.09.2024;Детские товары;1;none;1.024;1.05
07.09.2024;Электроника;1;none;1.1;1.35
07.09.2024;Спорт;1;none;1.024;1.1
07.09.2024;Товары для животных;1;none;1.024;0.95
07.09.2024;Аксессуары;1;none;1.024;1.1
07.09.2024;Канцелярия;1;none;1.485;0.85
08.09.2024;Одежда;1;none;1.1;1.15
08.09.2024;Обувь;1;none;1.1;1.2
08.09.2024;Красота;1;none;1.1;1.25
08.09.2024;Дом;1;none;1.024;1.05
08.09.2024;Детские товары;1;none;1.024;1.05
08.09.2024;Электроника;1;none;1.1;1.35
08.09.2024;Спорт;1;none;1.024;1.1
08.09.2024;Товары для животных;1;none;1.024;0.95
08.09.2024;Аксессуары;1;none;1.024;1.1
08.09.2024;Канцелярия;1;none;1.485;0.85
09.09.2024;Одежда;0;none;1.0;1.15
09.09.2024;Обувь;0;none;1.0;1.2
09.09.2024;Красота;0;none;1.0;1.25
09.09.2024;Дом;0;none;0.931;1.05
09.09.2024;Детские товары;0;none;0.931;1.05
09.09.2024;Электроника;0;none;1.0;1.35
09.09.2024;Спорт;0;none;0.931;1.1
09.09.2024;Товары для животных;0;none;0.931;0.95
09.09.2024;Аксессуары;0;none;0.931;1.1
09.09.2024;Канцелярия;0;none;1.35;0.85
10.09.2024;Одежда;0;none;1.0;1.15
10.09.2024;Обувь;0;none;1.0;1.2
10.09.2024;Красота;0;none;1.0;1.25
10.09.2024;Дом;0;none;0.931;1.05
10.09.2024;Детские товары;0;none;0.931;1.05
10.09.2024;Электроника;0;none;1.0;1.35
10.09.2024;Спорт;0;none;0.931;1.1
10.09.2024;Товары для животных;0;none;0.931;0.95
10.09.2024;Аксессуары;0;none;0.931;1.1
10.09.2024;Канцелярия;0;none;1.35;0.85
11.09.2024;Одежда;0;none;1.0;1.15
11.09.2024;Обувь;0;none;1.0;1.2
11.09.2024;Красота;0;none;1.0;1.25
11.09.2024;Дом;0;none;0.931;1.05
11.09.2024;Детские товары;0;none;0.931;1.05
11.09.2024;Электроника;0;none;1.0;1.35
11.09.2024;Спорт;0;none;0.931;1.1
11.09.2024;Товары для животных;0;none;0.931;0.95
11.09.2024;Аксессуары;0;none;0.931;1.1
11.09.2024;Канцелярия;0;none;1.35;0.85
12.09.2024;Одежда;0;none;1.0;1.15
12.09.2024;Обувь;0;none;1.0;1.2
12.09.2024;Красота;0;none;1.0;1.25
12.09.2024;Дом;0;none;0.931;1.05
12.09.2024;Детские товары;0;none;0.931;1.05
12.09.2024;Электроника;0;none;1.0;1.35
12.09.2024;Спорт;0;none;0.931;1.1
12.09.2024;Товары для животных;0;none;0.931;0.95
12.09.2024;Аксессуары;0;none;0.931;1.1
12.09.2024;Канцелярия;0;none;1.35;0.85
13.09.2024;Одежда;0;none;1.0;1.15
13.09.2024;Обувь;0;none;1.0;1.2
13.09.2024;Красота;0;none;1.0;1.25
13.09.2024;Дом;0;none;0.931;1.05
13.09.2024;Детские товары;0;none;0.931;1.05
13.09.2024;Электроника;0;none;1.0;1.35
13.09.2024;Спорт;0;none;0.931;1.1
13.09.2024;Товары для животных;0;none;0.931;0.95
13.09.2024;Аксессуары;0;none;0.931;1.1
13.09.2024;Канцелярия;0;none;1.35;0.85
14.09.2024;Одежда;1;none;1.1;1.15
14.09.2024;Обувь;1;none;1.1;1.2
14.09.2024;Красота;1;none;1.1;1.25
14.09.2024;Дом;1;none;1.024;1.05
14.09.2024;Детские товары;1;none;1.024;1.05
14.09.2024;Электроника;1;none;1.1;1.35
14.09.2024;Спорт;1;none;1.024;1.1
14.09.2024;Товары для животных;1;none;1.024;0.95
14.09.2024;Аксессуары;1;none;1.024;1.1
14.09.2024;Канцелярия;1;none;1.485;0.85
15.09.2024;Одежда;1;none;1.1;1.15
15.09.2024;Обувь;1;none;1.1;1.2
15.09.2024;Красота;1;none;1.1;1.25
15.09.2024;Дом;1;none;1.024;1.05
15.09.2024;Детские товары;1;none;1.024;1.05
15.09.2024;Электроника;1;none;1.1;1.35
15.09.2024;Спорт;1;none;1.024;1.1
15.09.2024;Товары для животных;1;none;1.024;0.95
15.09.2024;Аксессуары;1;none;1.024;1.1
15.09.2024;Канцелярия;1;none;1.485;0.85
16.09.2024;Одежда;0;none;1.0;1.15
16.09.2024;Обувь;0;none;1.0;1.2
16.09.2024;Красота;0;none;1.0;1.25
16.09.2024;Дом;0;none;0.931;1.05
16.09.2024;Детские товары;0;none;0.931;1.05
16.09.2024;Электроника;0;none;1.0;1.35
16.09.2024;Спорт;0;none;0.931;1.1
16.09.2024;Товары для животных;0;none;0.931;0.95
16.09.2024;Аксессуары;0;none;0.931;1.1
16.09.2024;Канцелярия;0;none;1.35;0.85
17.09.2024;Одежда;0;none;1.0;1.15
17.09.2024;Обувь;0;none;1.0;1.2
17.09.2024;Красота;0;none;1.0;1.25
17.09.2024;Дом;0;none;0.931;1.05
17.09.2024;Детские товары;0;none;0.931;1.05
17.09.2024;Электроника;0;none;1.0;1.35
17.09.2024;Спорт;0;none;0.931;1.1
17.09.2024;Товары для животных;0;none;0.931;0.95
17.09.2024;Аксессуары;0;none;0.931;1.1
17.09.2024;Канцелярия;0;none;1.35;0.85
18.09.2024;Одежда;0;none;1.0;1.15
18.09.2024;Обувь;0;none;1.0;1.2
18.09.2024;Красота;0;none;1.0;1.25
18.09.2024;Дом;0;none;0.931;1.05
18.09.2024;Детские товары;0;none;0.931;1.05
18.09.2024;Электроника;0;none;1.0;1.35
18.09.2024;Спорт;0;none;0.931;1.1
18.09.2024;Товары для животных;0;none;0.931;0.95
18.09.2024;Аксессуары;0;none;0.931;1.1
18.09.2024;Канцелярия;0;none;1.35;0.85
19.09.2024;Одежда;0;none;1.0;1.15
19.09.2024;Обувь;0;none;1.0;1.2
19.09.2024;Красота;0;none;1.0;1.25
19.09.2024;Дом;0;none;0.931;1.05
19.09.2024;Детские товары;0;none;0.931;1.05
19.09.2024;Электроника;0;none;1.0;1.35
19.09.2024;Спорт;0;none;0.931;1.1
19.09.2024;Товары для животных;0;none;0.931;0.95
19.09.2024;Аксессуары;0;none;0.931;1.1
19.09.2024;Канцелярия;0;none;1.35;0.85
20.09.2024;Одежда;0;none;1.0;1.15
20.09.2024;Обувь;0;none;1.0;1.2
20.09.2024;Красота;0;none;1.0;1.25
20.09.2024;Дом;0;none;0.931;1.05
20.09.2024;Детские товары;0;none;0.931;1.05
20.09.2024;Электроника;0;none;1.0;1.35
20.09.2024;Спорт;0;none;0.931;1.1
20.09.2024;Товары для животных;0;none;0.931;0.95
20.09.2024;Аксессуары;0;none;0.931;1.1
20.09.2024;Канцелярия;0;none;1.35;0.85
21.09.2024;Одежда;1;none;1.1;1.15
21.09.2024;Обувь;1;none;1.1;1.2
21.09.2024;Красота;1;none;1.1;1.25
21.09.2024;Дом;1;none;1.024;1.05
21.09.2024;Детские товары;1;none;1.024;1.05
21.09.2024;Электроника;1;none;1.1;1.35
21.09.2024;Спорт;1;none;1.024;1.1
21.09.2024;Товары для животных;1;none;1.024;0.95
21.09.2024;Аксессуары;1;none;1.024;1.1
21.09.2024;Канцелярия;1;none;1.485;0.85
22.09.2024;Одежда;1;none;1.1;1.15
22.09.2024;Обувь;1;none;1.1;1.2
22.09.2024;Красота;1;none;1.1;1.25
22.09.2024;Дом;1;none;1.024;1.05
22.09.2024;Детские товары;1;none;1.024;1.05
22.09.2024;Электроника;1;none;1.1;1.35
22.09.2024;Спорт;1;none;1.024;1.1
22.09.2024;Товары для животных;1;none;1.024;0.95
22.09.2024;Аксессуары;1;none;1.024;1.1
22.09.2024;Канцелярия;1;none;1.485;0.85
23.09.2024;Одежда;0;none;1.0;1.15
23.09.2024;Обувь;0;none;1.0;1.2
23.09.2024;Красота;0;none;1.0;1.25
23.09.2024;Дом;0;none;0.931;1.05
23.09.2024;Детские товары;0;none;0.931;1.05
23.09.2024;Электроника;0;none;1.0;1.35
23.09.2024;Спорт;0;none;0.931;1.1
23.09.2024;Товары для животных;0;none;0.931;0.95
23.09.2024;Аксессуары;0;none;0.931;1.1
23.09.2024;Канцелярия;0;none;1.35;0.85
24.09.2024;Одежда;0;none;1.0;1.15
24.09.2024;Обувь;0;none;1.0;1.2
24.09.2024;Красота;0;none;1.0;1.25
24.09.2024;Дом;0;none;0.931;1.05
24.09.2024;Детские товары;0;none;0.931;1.05
24.09.2024;Электроника;0;none;1.0;1.35
24.09.2024;Спорт;0;none;0.931;1.1
24.09.2024;Товары для животных;0;none;0.931;0.95
24.09.2024;Аксессуары;0;none;0.931;1.1
24.09.2024;Канцелярия;0;none;1.35;0.85
25.09.2024;Одежда;0;none;1.0;1.15
25.09.2024;Обувь;0;none;1.0;1.2
25.09.2024;Красота;0;none;1.0;1.25
25.09.2024;Дом;0;none;0.931;1.05
25.09.2024;Детские товары;0;none;0.931;1.05
25.09.2024;Электроника;0;none;1.0;1.35
25.09.2024;Спорт;0;none;0.931;1.1
25.09.2024;Товары для животных;0;none;0.931;0.95
25.09.2024;Аксессуары;0;none;0.931;1.1
25.09.2024;Канцелярия;0;none;1.35;0.85
26.09.2024;Одежда;0;none;1.0;1.15
26.09.2024;Обувь;0;none;1.0;1.2
26.09.2024;Красота;0;none;1.0;1.25
26.09.2024;Дом;0;none;0.931;1.05
26.09.2024;Детские товары;0;none;0.931;1.05
26.09.2024;Электроника;0;none;1.0;1.35
26.09.2024;Спорт;0;none;0.931;1.1
26.09.2024;Товары для животных;0;none;0.931;0.95
26.09.2024;Аксессуары;0;none;0.931;1.1
26.09.2024;Канцелярия;0;none;1.35;0.85
27.09.2024;Одежда;0;none;1.0;1.15
27.09.2024;Обувь;0;none;1.0;1.2
27.09.2024;Красота;0;none;1.0;1.25
27.09.2024;Дом;0;none;0.931;1.05
27.09.2024;Детские товары;0;none;0.931;1.05
27.09.2024;Электроника;0;none;1.0;1.35
27.09.2024;Спорт;0;none;0.931;1.1
27.09.2024;Товары для животных;0;none;0.931;0.95
27.09.2024;Аксессуары;0;none;0.931;1.1
27.09.2024;Канцелярия;0;none;1.35;0.85
28.09.2024;Одежда;1;none;1.1;1.15
28.09.2024;Обувь;1;none;1.1;1.2
28.09.2024;Красота;1;none;1.1;1.25
28.09.2024;Дом;1;none;1.024;1.05
28.09.2024;Детские товары;1;none;1.024;1.05
28.09.2024;Электроника;1;none;1.1;1.35
28.09.2024;Спорт;1;none;1.024;1.1
28.09.2024;Товары для животных;1;none;1.024;0.95
28.09.2024;Аксессуары;1;none;1.024;1.1
28.09.2024;Канцелярия;1;none;1.485;0.85
29.09.2024;Одежда;1;none;1.1;1.15
29.09.2024;Обувь;1;none;1.1;1.2
29.09.2024;Красота;1;none;1.1;1.25
29.09.2024;Дом;1;none;1.024;1.05
29.09.2024;Детские товары;1;none;1.024;1.05
29.09.2024;Электроника;1;none;1.1;1.35
29.09.2024;Спорт;1;none;1.024;1.1
29.09.2024;Товары для животных;1;none;1.024;0.95
29.09.2024;Аксессуары;1;none;1.024;1.1
29.09.2024;Канцелярия;1;none;1.485;0.85
30.09.2024;Одежда;0;none;1.0;1.15
30.09.2024;Обувь;0;none;1.0;1.2
30.09.2024;Красота;0;none;1.0;1.25
30.09.2024;Дом;0;none;0.931;1.05
30.09.2024;Детские товары;0;none;0.931;1.05
30.09.2024;Электроника;0;none;1.0;1.35
30.09.2024;Спорт;0;none;0.931;1.1
30.09.2024;Товары для животных;0;none;0.931;0.95
30.09.2024;Аксессуары;0;none;0.931;1.1
30.09.2024;Канцелярия;0;none;1.35;0.85
01.10.2024;Одежда;0;none;0.9;1.15
01.10.2024;Обувь;0;none;0.9;1.2
01.10.2024;Красота;0;none;1.0;1.25
01.10.2024;Дом;0;none;0.92;1.05
01.10.2024;Детские товары;0;none;0.92;1.05
01.10.2024;Электроника;0;none;1.0;1.35
01.10.2024;Спорт;0;none;0.92;1.1
01.10.2024;Товары для животных;0;none;0.92;0.95
01.10.2024;Аксессуары;0;none;0.92;1.1
01.10.2024;Канцелярия;0;none;1.0;0.85
02.10.2024;Одежда;0;none;0.9;1.15
02.10.2024;Обувь;0;none;0.9;1.2
02.10.2024;Красота;0;none;1.0;1.25
02.10.2024;Дом;0;none;0.92;1.05
02.10.2024;Детские товары;0;none;0.92;1.05
02.10.2024;Электроника;0;none;1.0;1.35
02.10.2024;Спорт;0;none;0.92;1.1
02.10.2024;Товары для животных;0;none;0.92;0.95
02.10.2024;Аксессуары;0;none;0.92;1.1
02.10.2024;Канцелярия;0;none;1.0;0.85
03.10.2024;Одежда;0;none;0.9;1.15
03.10.2024;Обувь;0;none;0.9;1.2
03.10.2024;Красота;0;none;1.0;1.25
03.10.2024;Дом;0;none;0.92;1.05
03.10.2024;Детские товары;0;none;0.92;1.05
03.10.2024;Электроника;0;none;1.0;1.35
03.10.2024;Спорт;0;none;0.92;1.1
03.10.2024;Товары для животных;0;none;0.92;0.95
03.10.2024;Аксессуары;0;none;0.92;1.1
03.10.2024;Канцелярия;0;none;1.0;0.85
04.10.2024;Одежда;0;none;0.9;1.15
04.10.2024;Обувь;0;none;0.9;1.2
04.10.2024;Красота;0;none;1.0;1.25
04.10.2024;Дом;0;none;0.92;1.05
04.10.2024;Детские товары;0;none;0.92;1.05
04.10.2024;Электроника;0;none;1.0;1.35
04.10.2024;Спорт;0;none;0.92;1.1
04.10.2024;Товары для животных;0;none;0.92;0.95
04.10.2024;Аксессуары;0;none;0.92;1.1
04.10.2024;Канцелярия;0;none;1.0;0.85
05.10.2024;Одежда;1;none;0.99;1.15
05.10.2024;Обувь;1;none;0.99;1.2
05.10.2024;Красота;1;none;1.1;1.25
05.10.2024;Дом;1;none;1.012;1.05
05.10.2024;Детские товары;1;none;1.012;1.05
05.10.2024;Электроника;1;none;1.1;1.35
05.10.2024;Спорт;1;none;1.012;1.1
05.10.2024;Товары для животных;1;none;1.012;0.95
05.10.2024;Аксессуары;1;none;1.012;1.1
05.10.2024;Канцелярия;1;none;1.1;0.85
06.10.2024;Одежда;1;none;0.99;1.15
06.10.2024;Обувь;1;none;0.99;1.2
06.10.2024;Красота;1;none;1.1;1.25
06.10.2024;Дом;1;none;1.012;1.05
06.10.2024;Детские товары;1;none;1.012;1.05
06.10.2024;Электроника;1;none;1.1;1.35
06.10.2024;Спорт;1;none;1.012;1.1
06.10.2024;Товары для животных;1;none;1.012;0.95
06.10.2024;Аксессуары;1;none;1.012;1.1
06.10.2024;Канцелярия;1;none;1.1;0.85
07.10.2024;Одежда;0;none;0.9;1.15
07.10.2024;Обувь;0;none;0.9;1.2
07.10.2024;Красота;0;none;1.0;1.25
07.10.2024;Дом;0;none;0.92;1.05
07.10.2024;Детские товары;0;none;0.92;1.05
07.10.2024;Электроника;0;none;1.0;1.35
07.10.2024;Спорт;0;none;0.92;1.1
07.10.2024;Товары для животных;0;none;0.92;0.95
07.10.2024;Аксессуары;0;none;0.92;1.1
07.10.2024;Канцелярия;0;none;1.0;0.85
08.10.2024;Одежда;0;none;0.9;1.15
08.10.2024;Обувь;0;none;0.9;1.2
08.10.2024;Красота;0;none;1.0;1.25
08.10.2024;Дом;0;none;0.92;1.05
08.10.2024;Детские товары;0;none;0.92;1.05
08.10.2024;Электроника;0;none;1.0;1.35
08.10.2024;Спорт;0;none;0.92;1.1
08.10.2024;Товары для животных;0;none;0.92;0.95
08.10.2024;Аксессуары;0;none;0.92;1.1
