Column1;dt;sku_id;seller_id;category_main;price_today;discount_share;organic_impressions;organic_clicks;product_page_views;add_to_cart;organic_orders;organic_gmv;orders_total;gmv_total;margin_total;stock_units_end;stockout_flag;regional_availability_score;page_load_ms;search_result_position_avg;support_mentions_cnt
198;25.06.2025;5124963;102926;Одежда;515.79;0.479;77;2;16;0;0;0.0;0;0.0;0.0;258;0;0.495;749;50.5;0
199;26.06.2025;5124963;102926;Одежда;515.79;0.479;58;3;17;3;1;515.79;1;515.79;49.75;257;0;0.408;651;59.9;0
200;27.06.2025;5124963;102926;Одежда;515.79;0.479;72;4;22;1;0;0.0;0;0.0;0.0;257;0;0.58;605;48.6;0
201;28.06.2025;5124963;102926;Одежда;515.79;0.479;78;3;28;4;1;515.79;1;515.79;49.75;256;0;0.492;665;70.1;0
202;29.06.2025;5124963;102926;Одежда;515.79;0.479;51;2;22;2;0;0.0;0;0.0;0.0;256;0;0.572;611;63.1;0
203;30.06.2025;5124963;102926;Одежда;515.79;0.479;102;0;30;1;1;515.79;1;515.79;49.75;255;0;0.563;572;18.1;0
204;01.07.2025;5124963;102926;Одежда;515.79;0.479;72;5;29;1;1;515.79;1;515.79;49.75;254;0;0.494;517;75.8;0
205;02.07.2025;5124963;102926;Одежда;515.79;0.479;89;5;28;2;0;0.0;0;0.0;0.0;254;0;0.514;841;42.3;0
206;03.07.2025;5124963;102926;Одежда;515.79;0.479;66;3;23;1;0;0.0;0;0.0;0.0;254;0;0.616;1236;39.7;0
207;04.07.2025;5124963;102926;Одежда;515.79;0.479;36;1;9;1;0;0.0;0;0.0;0.0;254;0;0.594;719;24.9;0
208;05.07.2025;5124963;102926;Одежда;515.79;0.479;79;5;16;2;1;515.79;2;1031.58;99.51;252;0;0.545;883;48.9;0
209;06.07.2025;5124963;102926;Одежда;515.79;0.479;44;1;18;0;0;0.0;0;0.0;0.0;252;0;0.396;975;21.6;0
210;07.07.2025;5124963;102926;Одежда;515.79;0.479;72;4;29;1;0;0.0;0;0.0;0.0;252;0;0.591;980;28.3;0
211;08.07.2025;5124963;102926;Одежда;515.79;0.479;76;5;18;2;1;515.79;2;1031.58;99.51;250;0;0.589;1553;65.0;0
212;09.07.2025;5124963;102926;Одежда;515.79;0.479;59;0;15;2;0;0.0;0;0.0;0.0;250;0;0.462;1034;77.4;0
213;10.07.2025;5124963;102926;Одежда;515.79;0.479;53;2;16;3;1;515.79;1;515.79;49.75;249;0;0.48;570;45.8;0
214;11.07.2025;5124963;102926;Одежда;515.79;0.479;92;4;27;2;1;515.79;1;515.79;49.75;248;0;0.585;591;70.8;0
215;12.07.2025;5124963;102926;Одежда;515.79;0.479;94;2;25;4;2;1031.58;2;1031.58;99.51;246;0;0.59;968;64.2;0
216;13.07.2025;5124963;102926;Одежда;515.79;0.479;56;1;15;2;0;0.0;0;0.0;0.0;246;0;0.57;958;32.8;0
217;14.07.2025;5124963;102926;Одежда;515.79;0.479;72;2;24;0;0;0.0;0;0.0;0.0;246;0;0.509;824;47.7;0
218;15.07.2025;5124963;102926;Одежда;515.79;0.479;41;1;12;2;0;0.0;0;0.0;0.0;246;0;0.592;465;25.6;0
219;16.07.2025;5124963;102926;Одежда;515.79;0.479;24;1;3;1;1;515.79;1;515.79;49.75;245;0;0.45;812;39.1;0
220;17.07.2025;5124963;102926;Одежда;515.79;0.479;44;1;17;1;0;0.0;0;0.0;0.0;245;0;0.463;485;57.3;0
221;18.07.2025;5124963;102926;Одежда;515.79;0.479;95;6;26;0;0;0.0;0;0.0;0.0;245;0;0.563;627;75.6;0
222;19.07.2025;5124963;102926;Одежда;515.79;0.479;62;1;16;1;0;0.0;0;0.0;0.0;245;0;0.58;776;42.8;0
223;20.07.2025;5124963;102926;Одежда;515.79;0.479;57;6;17;2;2;1031.58;2;1031.58;99.51;243;0;0.582;860;66.8;0
224;21.07.2025;5124963;102926;Одежда;515.79;0.479;52;4;15;2;1;515.79;1;515.79;49.75;242;0;0.645;633;17.9;0
225;22.07.2025;5124963;102926;Одежда;515.79;0.479;61;4;17;1;1;515.79;1;515.79;49.75;241;0;0.545;506;53.6;0
226;23.07.2025;5124963;102926;Одежда;515.79;0.479;55;4;16;1;0;0.0;0;0.0;0.0;241;0;0.537;1315;15.9;0
227;24.07.2025;5124963;102926;Одежда;515.79;0.479;60;0;15;0;0;0.0;0;0.0;0.0;241;0;0.515;810;65.7;0
228;25.07.2025;5124963;102926;Одежда;515.79;0.479;61;2;21;0;0;0.0;0;0.0;0.0;241;0;0.513;729;29.7;0
229;26.07.2025;5124963;102926;Одежда;515.79;0.479;43;0;10;0;0;0.0;0;0.0;0.0;241;0;0.558;506;71.4;0
230;27.07.2025;5124963;102926;Одежда;515.79;0.479;48;2;15;0;0;0.0;0;0.0;0.0;241;0;0.422;672;4.4;0
231;28.07.2025;5124963;102926;Одежда;515.79;0.479;50;4;19;2;0;0.0;0;0.0;0.0;241;0;0.462;1409;1.0;0
232;29.07.2025;5124963;102926;Одежда;515.79;0.479;51;2;17;0;0;0.0;0;0.0;0.0;241;0;0.472;960;51.7;0
233;30.07.2025;5124963;102926;Одежда;515.79;0.479;51;5;16;1;1;515.79;1;515.79;49.75;240;0;0.602;772;44.7;0
234;31.07.2025;5124963;102926;Одежда;515.79;0.479;53;3;21;2;0;0.0;0;0.0;0.0;240;0;0.594;824;54.7;0
235;01.08.2025;5124963;102926;Одежда;515.79;0.479;23;0;8;0;0;0.0;0;0.0;0.0;240;0;0.433;840;56.9;0
236;02.08.2025;5124963;102926;Одежда;515.79;0.479;45;4;16;0;0;0.0;0;0.0;0.0;240;0;0.681;803;9.8;1
237;03.08.2025;5124963;102926;Одежда;515.79;0.479;38;0;18;0;0;0.0;0;0.0;0.0;240;0;0.465;727;31.1;0
238;04.08.2025;5124963;102926;Одежда;515.79;0.479;30;1;11;1;0;0.0;0;0.0;0.0;240;0;0.517;1040;42.0;0
239;05.08.2025;5124963;102926;Одежда;515.79;0.479;47;4;16;3;0;0.0;0;0.0;0.0;240;0;0.425;668;27.9;0
240;06.08.2025;5124963;102926;Одежда;515.79;0.479;27;1;7;0;0;0.0;0;0.0;0.0;240;0;0.45;1075;48.9;0
241;07.08.2025;5124963;102926;Одежда;515.79;0.479;34;2;12;0;0;0.0;0;0.0;0.0;240;0;0.518;674;64.0;0
242;08.08.2025;5124963;102926;Одежда;515.79;0.479;30;2;8;1;0;0.0;0;0.0;0.0;240;0;0.532;797;48.4;0
243;09.08.2025;5124963;102926;Одежда;515.79;0.479;58;1;19;0;0;0.0;0;0.0;0.0;240;0;0.435;855;13.2;0
244;10.08.2025;5124963;102926;Одежда;515.79;0.479;39;1;12;0;0;0.0;0;0.0;0.0;240;0;0.51;808;30.8;0
245;11.08.2025;5124963;102926;Одежда;515.79;0.479;38;3;16;1;0;0.0;0;0.0;0.0;240;0;0.598;1039;26.6;0
246;12.08.2025;5124963;102926;Одежда;515.79;0.479;36;0;13;0;0;0.0;0;0.0;0.0;240;0;0.55;573;17.0;0
247;13.08.2025;5124963;102926;Одежда;515.79;0.479;61;3;18;0;0;0.0;0;0.0;0.0;240;0;0.416;1189;42.3;0
248;14.08.2025;5124963;102926;Одежда;515.79;0.479;63;1;20;0;0;0.0;0;0.0;0.0;240;0;0.581;893;36.3;0
249;15.08.2025;5124963;102926;Одежда;515.79;0.479;40;3;12;2;0;0.0;0;0.0;0.0;240;0;0.386;747;21.0;0
250;16.08.2025;5124963;102926;Одежда;515.79;0.479;26;0;8;0;0;0.0;0;0.0;0.0;240;0;0.418;883;25.7;0
251;17.08.2025;5124963;102926;Одежда;515.79;0.479;28;1;10;1;0;0.0;0;0.0;0.0;240;0;0.449;694;23.2;0
252;18.08.2025;5124963;102926;Одежда;515.79;0.479;28;0;8;0;0;0.0;0;0.0;0.0;240;0;0.548;1104;45.8;0
253;19.08.2025;5124963;102926;Одежда;515.79;0.479;23;0;7;1;0;0.0;0;0.0;0.0;240;0;0.438;486;22.2;0
254;20.08.2025;5124963;102926;Одежда;515.79;0.479;37;0;14;1;0;0.0;0;0.0;0.0;240;0;0.51;818;31.2;0
255;21.08.2025;5124963;102926;Одежда;515.79;0.479;34;1;5;0;0;0.0;0;0.0;0.0;240;0;0.506;1014;46.7;0
256;22.08.2025;5124963;102926;Одежда;515.79;0.479;31;2;10;0;0;0.0;0;0.0;0.0;240;0;0.39;1102;42.5;1
257;23.08.2025;5124963;102926;Одежда;515.79;0.479;18;0;5;0;0;0.0;0;0.0;0.0;240;0;0.557;964;59.8;0
258;24.08.2025;5124963;102926;Одежда;515.79;0.479;62;3;19;0;0;0.0;0;0.0;0.0;240;0;0.493;744;57.8;0
259;25.08.2025;5124963;102926;Одежда;515.79;0.479;36;1;11;1;1;515.79;1;515.79;49.75;239;0;0.265;749;23.2;0
260;26.08.2025;5124963;102926;Одежда;515.79;0.479;22;0;7;0;0;0.0;0;0.0;0.0;239;0;0.515;829;41.2;0
261;27.08.2025;5124963;102926;Одежда;515.79;0.479;38;0;16;2;0;0.0;0;0.0;0.0;239;0;0.467;1049;4.9;0
262;28.08.2025;5124963;102926;Одежда;515.79;0.479;34;1;12;0;0;0.0;0;0.0;0.0;239;0;0.454;1012;77.5;0
263;29.08.2025;5124963;102926;Одежда;515.79;0.479;24;0;6;0;0;0.0;0;0.0;0.0;239;0;0.417;584;13.4;0
264;30.08.2025;5124963;102926;Одежда;515.79;0.479;39;2;18;1;0;0.0;0;0.0;0.0;239;0;0.527;955;42.4;0
265;31.08.2025;5124963;102926;Одежда;515.79;0.479;55;2;15;1;0;0.0;0;0.0;0.0;239;0;0.439;823;40.4;0
266;01.09.2025;5124963;102926;Одежда;515.79;0.479;31;3;11;0;0;0.0;0;0.0;0.0;239;0;0.505;1184;67.0;0
267;02.09.2025;5124963;102926;Одежда;515.79;0.479;16;1;4;1;0;0.0;0;0.0;0.0;239;0;0.384;810;46.8;0
268;03.09.2025;5124963;102926;Одежда;515.79;0.479;21;0;7;1;0;0.0;0;0.0;0.0;239;0;0.509;1235;59.5;0
269;04.09.2025;5124963;102926;Одежда;515.79;0.479;17;3;7;1;1;515.79;1;515.79;49.75;238;0;0.436;883;41.9;0
270;05.09.2025;5124963;102926;Одежда;515.79;0.479;33;2;9;1;1;515.79;1;515.79;49.75;237;0;0.382;1029;20.9;0
271;06.09.2025;5124963;102926;Одежда;515.79;0.479;32;1;10;0;0;0.0;0;0.0;0.0;237;0;0.481;959;37.2;0
272;07.09.2025;5124963;102926;Одежда;515.79;0.479;29;1;6;0;0;0.0;0;0.0;0.0;237;0;0.46;568;45.6;0
273;08.09.2025;5124963;102926;Одежда;515.79;0.479;22;0;5;0;0;0.0;0;0.0;0.0;237;0;0.423;1009;26.2;0
274;09.09.2025;5124963;102926;Одежда;515.79;0.479;27;1;13;0;0;0.0;0;0.0;0.0;237;0;0.518;714;45.9;0
275;10.09.2025;5124963;102926;Одежда;515.79;0.479;25;1;6;0;0;0.0;0;0.0;0.0;237;0;0.351;877;31.3;0
276;11.09.2025;5124963;102926;Одежда;515.79;0.479;19;2;4;0;0;0.0;0;0.0;0.0;237;0;0.382;837;61.4;0
277;12.09.2025;5124963;102926;Одежда;515.79;0.479;25;4;10;2;0;0.0;0;0.0;0.0;237;0;0.499;770;16.1;0
278;13.09.2025;5124963;102926;Одежда;515.79;0.479;22;1;9;2;1;515.79;1;515.79;49.75;236;0;0.51;1288;23.3;0
279;14.09.2025;5124963;102926;Одежда;515.79;0.479;42;1;15;0;0;0.0;0;0.0;0.0;236;0;0.514;980;30.0;0
280;15.09.2025;5124963;102926;Одежда;515.79;0.479;31;0;9;0;0;0.0;0;0.0;0.0;236;0;0.343;420;69.8;0
281;16.09.2025;5124963;102926;Одежда;515.79;0.479;13;1;7;2;0;0.0;0;0.0;0.0;236;0;0.478;621;35.4;0
282;17.09.2025;5124963;102926;Одежда;515.79;0.479;25;5;5;0;0;0.0;0;0.0;0.0;236;0;0.401;635;33.0;0
283;18.09.2025;5124963;102926;Одежда;515.79;0.479;27;1;14;3;0;0.0;0;0.0;0.0;236;0;0.43;1178;40.0;0
284;19.09.2025;5124963;102926;Одежда;515.79;0.479;24;1;5;1;1;515.79;1;515.79;49.75;235;0;0.359;926;1.9;0
285;20.09.2025;5124963;102926;Одежда;515.79;0.479;19;1;6;0;0;0.0;0;0.0;0.0;235;0;0.43;1078;48.5;0
286;21.09.2025;5124963;102926;Одежда;515.79;0.479;20;2;5;0;0;0.0;0;0.0;0.0;235;0;0.418;712;5.0;0
287;22.09.2025;5124963;102926;Одежда;515.79;0.479;25;1;9;1;0;0.0;0;0.0;0.0;235;0;0.479;838;40.6;0
288;23.09.2025;5124963;102926;Одежда;515.79;0.479;25;0;7;0;0;0.0;0;0.0;0.0;235;0;0.441;707;70.6;0
289;24.09.2025;5124963;102926;Одежда;515.79;0.479;34;3;10;2;0;0.0;0;0.0;0.0;235;0;0.34;885;71.8;0
290;25.09.2025;5124963;102926;Одежда;515.79;0.479;11;0;4;0;0;0.0;0;0.0;0.0;235;0;0.475;789;37.5;0
291;26.09.2025;5124963;102926;Одежда;515.79;0.479;16;1;3;1;0;0.0;0;0.0;0.0;235;0;0.329;549;52.9;0
292;27.09.2025;5124963;102926;Одежда;515.79;0.479;25;0;8;0;0;0.0;0;0.0;0.0;235;0;0.329;156;29.6;0
293;28.09.2025;5124963;102926;Одежда;515.79;0.479;13;0;3;0;0;0.0;0;0.0;0.0;235;0;0.376;1009;46.3;0
294;29.09.2025;5124963;102926;Одежда;515.79;0.479;24;0;8;0;0;0.0;0;0.0;0.0;235;0;0.416;759;43.2;0
295;30.09.2025;5124963;102926;Одежда;515.79;0.479;42;0;23;3;1;515.79;1;515.79;49.75;234;0;0.421;877;65.9;0
296;01.10.2025;5124963;102926;Одежда;515.79;0.479;17;0;4;0;0;0.0;0;0.0;0.0;234;0;0.293;506;39.9;0
297;02.10.2025;5124963;102926;Одежда;515.79;0.479;31;2;9;0;0;0.0;0;0.0;0.0;234;0;0.333;226;52.2;0
298;03.10.2025;5124963;102926;Одежда;515.79;0.479;15;0;8;0;0;0.0;0;0.0;0.0;234;0;0.374;498;43.4;0
299;04.10.2025;5124963;102926;Одежда;515.79;0.479;16;1;3;0;0;0.0;0;0.0;0.0;234;0;0.345;892;50.9;0
300;05.10.2025;5124963;102926;Одежда;515.79;0.479;15;0;2;0;0;0.0;0;0.0;0.0;234;0;0.349;816;9.6;0
301;06.10.2025;5124963;102926;Одежда;515.79;0.479;11;0;3;0;0;0.0;0;0.0;0.0;234;0;0.325;871;31.0;0
302;07.10.2025;5124963;102926;Одежда;515.79;0.479;3;0;1;0;0;0.0;0;0.0;0.0;234;0;0.435;625;58.7;0
303;08.10.2025;5124963;102926;Одежда;515.79;0.479;16;1;5;0;0;0.0;0;0.0;0.0;234;0;0.356;252;33.3;0
304;09.10.2025;5124963;102926;Одежда;515.79;0.479;19;2;2;0;0;0.0;0;0.0;0.0;234;0;0.371;622;48.0;0
305;10.10.2025;5124963;102926;Одежда;515.79;0.479;11;1;2;0;0;0.0;0;0.0;0.0;234;0;0.333;1181;26.8;0
306;11.10.2025;5124963;102926;Одежда;515.79;0.479;15;2;6;1;1;515.79;1;515.79;49.75;233;0;0.413;911;28.4;0
307;12.10.2025;5124963;102926;Одежда;515.79;0.479;10;1;4;0;0;0.0;0;0.0;0.0;233;0;0.46;1283;11.5;0
308;13.10.2025;5124963;102926;Одежда;515.79;0.479;13;1;4;1;1;515.79;2;1031.58;99.51;231;0;0.351;849;1.0;0
309;14.10.2025;5124963;102926;Одежда;515.79;0.479;14;1;6;0;0;0.0;0;0.0;0.0;231;0;0.367;859;49.4;0
310;15.10.2025;5124963;102926;Одежда;515.79;0.479;21;0;7;0;0;0.0;0;0.0;0.0;231;0;0.325;1148;25.5;0
311;16.10.2025;5124963;102926;Одежда;515.79;0.479;15;1;3;0;0;0.0;0;0.0;0.0;231;0;0.249;887;69.9;0
312;17.10.2025;5124963;102926;Одежда;515.79;0.479;7;0;0;0;0;0.0;0;0.0;0.0;231;0;0.337;500;45.2;0
313;18.10.2025;5124963;102926;Одежда;515.79;0.479;13;0;3;0;0;0.0;0;0.0;0.0;231;0;0.199;1100;34.8;0
314;19.10.2025;5124963;102926;Одежда;515.79;0.479;14;0;3;0;0;0.0;0;0.0;0.0;231;0;0.437;483;10.4;0
315;20.10.2025;5124963;102926;Одежда;515.79;0.479;16;0;4;0;0;0.0;0;0.0;0.0;231;0;0.436;659;87.6;0
316;21.10.2025;5124963;102926;Одежда;515.79;0.479;14;0;1;0;0;0.0;0;0.0;0.0;231;0;0.27;883;23.8;0
317;22.10.2025;5124963;102926;Одежда;515.79;0.479;18;4;8;1;1;515.79;1;515.79;49.75;230;0;0.293;459;51.8;0
318;23.10.2025;5124963;102926;Одежда;515.79;0.479;15;0;8;3;1;515.79;1;515.79;49.75;229;0;0.384;657;34.8;0
319;24.10.2025;5124963;102926;Одежда;515.79;0.479;19;2;4;0;0;0.0;0;0.0;0.0;229;0;0.408;1212;25.9;0
320;25.10.2025;5124963;102926;Одежда;515.79;0.479;13;0;5;0;0;0.0;0;0.0;0.0;229;0;0.364;810;33.8;0
321;26.10.2025;5124963;102926;Одежда;515.79;0.479;16;0;3;0;0;0.0;0;0.0;0.0;229;0;0.34;521;15.2;0
322;27.10.2025;5124963;102926;Одежда;515.79;0.479;21;0;5;1;1;515.79;1;515.79;49.75;228;0;0.414;378;32.0;0
323;28.10.2025;5124963;102926;Одежда;515.79;0.479;11;1;5;0;0;0.0;0;0.0;0.0;228;0;0.329;900;51.6;0
324;29.10.2025;5124963;102926;Одежда;515.79;0.479;12;2;7;1;0;0.0;0;0.0;0.0;228;0;0.276;611;27.2;0
325;30.10.2025;5124963;102926;Одежда;515.79;0.479;13;0;9;1;0;0.0;0;0.0;0.0;228;0;0.394;1049;61.0;0
326;31.10.2025;5124963;102926;Одежда;515.79;0.479;11;1;1;0;0;0.0;0;0.0;0.0;228;0;0.321;1219;36.5;0
327;01.11.2025;5124963;102926;Одежда;515.79;0.479;22;2;4;0;0;0.0;0;0.0;0.0;228;0;0.369;621;37.3;0
328;02.11.2025;5124963;102926;Одежда;515.79;0.479;22;0;6;1;0;0.0;0;0.0;0.0;228;0;0.214;897;34.9;0
329;03.11.2025;5124963;102926;Одежда;515.79;0.479;15;0;7;0;0;0.0;0;0.0;0.0;228;0;0.323;575;8.9;0
330;04.11.2025;5124963;102926;Одежда;515.79;0.479;20;1;5;0;0;0.0;0;0.0;0.0;228;0;0.444;979;41.3;0
331;05.11.2025;5124963;102926;Одежда;515.79;0.479;9;1;3;1;1;515.79;1;515.79;49.75;227;0;0.437;699;23.1;0
332;06.11.2025;5124963;102926;Одежда;515.79;0.479;18;1;7;0;0;0.0;0;0.0;0.0;227;0;0.26;775;18.9;0
333;07.11.2025;5124963;102926;Одежда;515.79;0.479;19;0;5;1;0;0.0;0;0.0;0.0;227;0;0.365;617;42.9;0
334;08.11.2025;5124963;102926;Одежда;515.79;0.479;9;0;4;0;0;0.0;0;0.0;0.0;227;0;0.387;1002;1.0;0
335;09.11.2025;5124963;102926;Одежда;515.79;0.479;15;2;2;1;0;0.0;0;0.0;0.0;227;0;0.169;1412;25.1;0
336;10.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.189;1115;44.6;0
337;11.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.173;549;38.6;0
338;12.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.278;820;40.7;0
339;13.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.232;944;39.9;0
340;14.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.243;596;42.4;0
341;15.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.113;677;40.4;0
342;16.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.156;1480;10.1;0
343;17.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.302;911;45.0;0
344;18.11.2025;5124963;102926;Одежда;515.79;0.479;1;1;1;0;0;0.0;0;0.0;0.0;227;0;0.253;761;50.7;0
345;19.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.216;603;68.0;0
346;20.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.36;412;14.8;0
347;21.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.272;446;89.4;0
348;22.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.277;487;35.8;0
349;23.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.232;983;17.5;0
350;24.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.186;720;67.7;0
351;25.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.191;1233;1.0;0
352;26.11.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.359;1049;23.5;0
353;27.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.263;365;38.8;0
354;28.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.351;1061;48.6;0
355;29.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.429;1007;40.2;0
356;30.11.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.342;823;40.7;0
357;01.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.279;690;23.1;0
358;02.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.31;725;40.4;0
359;03.12.2025;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.294;1130;50.5;0
360;04.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.234;909;52.1;0
361;05.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.347;1042;66.5;0
362;06.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.24;647;48.7;0
363;07.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.247;1068;37.8;0
364;08.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.184;316;31.0;0
365;09.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.386;883;32.4;0
366;10.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.304;423;10.5;0
367;11.12.2025;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.193;1174;70.4;1
368;12.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.273;549;42.1;0
369;13.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.24;784;29.6;1
370;14.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.342;1193;49.5;0
371;15.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.298;608;52.3;0
372;16.12.2025;5124963;102926;Одежда;515.79;0.479;3;0;1;0;0;0.0;0;0.0;0.0;227;0;0.155;902;28.1;0
373;17.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.199;476;46.3;0
374;18.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.237;1075;10.7;0
375;19.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.283;621;7.9;0
376;20.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.307;886;23.8;0
377;21.12.2025;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.215;1101;73.6;0
378;22.12.2025;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.295;551;74.7;0
379;23.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.289;538;73.6;0
380;24.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.249;750;49.3;0
381;25.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.373;776;42.0;0
382;26.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.215;474;48.0;0
383;27.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.167;998;34.7;0
384;28.12.2025;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.235;1187;58.5;0
385;29.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.313;865;32.5;0
386;30.12.2025;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.424;1064;26.6;0
387;31.12.2025;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.278;716;6.5;0
388;01.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.304;1194;23.6;0
389;02.01.2026;5124963;102926;Одежда;515.79;0.479;2;0;2;0;0;0.0;0;0.0;0.0;227;0;0.196;843;25.0;0
390;03.01.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.263;735;63.7;0
391;04.01.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.403;1208;47.5;0
392;05.01.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.277;624;29.0;0
393;06.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.259;829;41.3;0
394;07.01.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.256;1011;38.5;0
395;08.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.333;761;28.0;0
396;09.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.216;818;37.3;0
397;10.01.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.243;1202;9.9;0
